"network_id";"original_id";"network_db";"network_interaction";"main_animal_taxa";"network_year";"network_lat";"network_lon";"habitat_type";"network_topology_type";"network_spatial_type"
"TI38";"Pitteloud2020_B4";"TI22";"herbivory";"Orthoptera";2016;46,28629;7,0957;NA;"bipartite";"Point"
"TI39";"Pitteloud2020_B5.1";"TI22";"herbivory";"Orthoptera";2016;46,28567;7,12451;NA;"bipartite";"Point"
"TI40";"Pitteloud2020_B5.2";"TI22";"herbivory";"Orthoptera";2016;46,29149;7,11251;NA;"bipartite";"Point"
"TI41";"Pitteloud2020_B6";"TI22";"herbivory";"Orthoptera";2016;46,26865;7,10755;NA;"bipartite";"Point"
"TI42";"Pitteloud2020_B7";"TI22";"herbivory";"Orthoptera";2016;46,27683;7,15518;NA;"bipartite";"Point"
"TI43";"Pitteloud2020_B8";"TI22";"herbivory";"Orthoptera";2016;46,26852;7,16232;NA;"bipartite";"Point"
"TI44";"Pitteloud2020_C1";"TI22";"herbivory";"Orthoptera";2016;46,86999;9,5166;NA;"bipartite";"Point"
"TI45";"Pitteloud2020_C2";"TI22";"herbivory";"Orthoptera";2016;46,87022;9,50919;NA;"bipartite";"Point"
"TI46";"Pitteloud2020_C3";"TI22";"herbivory";"Orthoptera";2016;46,8743;9,5083;NA;"bipartite";"Point"
"TI47";"Pitteloud2020_C4";"TI22";"herbivory";"Orthoptera";2016;46,87021;9,48978;NA;"bipartite";"Point"
"TI48";"Pitteloud2020_C5";"TI22";"herbivory";"Orthoptera";2016;46,87841;9,49396;NA;"bipartite";"Point"
"TI49";"Pitteloud2020_C6";"TI22";"herbivory";"Orthoptera";2016;46,88867;9,48989;NA;"bipartite";"Point"
"TI50";"Pitteloud2020_C7";"TI22";"herbivory";"Orthoptera";2016;46,88946;9,48001;NA;"bipartite";"Point"
"TI51";"Pitteloud2020_C8";"TI22";"herbivory";"Orthoptera";2016;46,89054;9,47624;NA;"bipartite";"Point"
"TI52";"Pitteloud2020_F1";"TI22";"herbivory";"Orthoptera";2016;46,4732;8,81948;NA;"bipartite";"Point"
"TI53";"Pitteloud2020_F2";"TI22";"herbivory";"Orthoptera";2016;46,4887;8,79271;NA;"bipartite";"Point"
"TI54";"Pitteloud2020_F3";"TI22";"herbivory";"Orthoptera";2016;46,4951;8,78085;NA;"bipartite";"Point"
"TI55";"Pitteloud2020_F4";"TI22";"herbivory";"Orthoptera";2016;46,5028;8,7816;NA;"bipartite";"Point"
"TI56";"Pitteloud2020_F5";"TI22";"herbivory";"Orthoptera";2016;46,50577;8,7947;NA;"bipartite";"Point"
"TI57";"Pitteloud2020_F6";"TI22";"herbivory";"Orthoptera";2016;46,50891;8,77677;NA;"bipartite";"Point"
"TI58";"Pitteloud2020_F7";"TI22";"herbivory";"Orthoptera";2016;46,51244;8,77881;NA;"bipartite";"Point"
"TI59";"Pitteloud2020_F8";"TI22";"herbivory";"Orthoptera";2016;46,51553;8,78595;NA;"bipartite";"Point"
"TI60";"Pitteloud2020_G1";"TI22";"herbivory";"Orthoptera";2016;46,63493;7,90025;NA;"bipartite";"Point"
"TI61";"Pitteloud2020_G2";"TI22";"herbivory";"Orthoptera";2016;46,63957;7,9796;NA;"bipartite";"Point"
"TI62";"Pitteloud2020_G3";"TI22";"herbivory";"Orthoptera";2016;46,64264;7,97271;NA;"bipartite";"Point"
"TI63";"Pitteloud2020_G4";"TI22";"herbivory";"Orthoptera";2016;46,64737;7,97086;NA;"bipartite";"Point"
"TI64";"Pitteloud2020_G5";"TI22";"herbivory";"Orthoptera";2016;46,64949;7,9509;NA;"bipartite";"Point"
"TI65";"Pitteloud2020_G6";"TI22";"herbivory";"Orthoptera";2016;46,65319;7,94267;NA;"bipartite";"Point"
"TI66";"Pitteloud2020_G7";"TI22";"herbivory";"Orthoptera";2016;46,65756;7,99056;NA;"bipartite";"Point"
"TI67";"Pitteloud2020_G8";"TI22";"herbivory";"Orthoptera";2016;46,66035;7,9805;NA;"bipartite";"Point"
"TI68";"Pitteloud2020_M1";"TI22";"herbivory";"Orthoptera";2016;46,12583;7,08096;NA;"bipartite";"Point"
"TI69";"Pitteloud2020_M2";"TI22";"herbivory";"Orthoptera";2016;46,06652;7,14868;NA;"bipartite";"Point"
"TI70";"Pitteloud2020_M3";"TI22";"herbivory";"Orthoptera";2016;46,05299;7,15534;NA;"bipartite";"Point"
"TI71";"Pitteloud2020_M4";"TI22";"herbivory";"Orthoptera";2016;46,01957;7,1621;NA;"bipartite";"Point"
"TI72";"Pitteloud2020_M5";"TI22";"herbivory";"Orthoptera";2016;46,02743;7,17717;NA;"bipartite";"Point"
"TI73";"Pitteloud2020_M6";"TI22";"herbivory";"Orthoptera";2016;46,03024;7,17648;NA;"bipartite";"Point"
"TI74";"Pitteloud2020_M7";"TI22";"herbivory";"Orthoptera";2016;46,03573;7,17791;NA;"bipartite";"Point"
"TI75";"Pitteloud2020_M8";"TI22";"herbivory";"Orthoptera";2016;46,03712;7,18249;NA;"bipartite";"Point"
"TI76";"Pitteloud2020_S1";"TI22";"herbivory";"Orthoptera";2016;46,31328;7,58466;NA;"bipartite";"Point"
"TI77";"Pitteloud2020_S2";"TI22";"herbivory";"Orthoptera";2016;46,32012;7,57929;NA;"bipartite";"Point"
"TI78";"Pitteloud2020_S3";"TI22";"herbivory";"Orthoptera";2016;46,3251;7,5532;NA;"bipartite";"Point"
"TI79";"Pitteloud2020_S4";"TI22";"herbivory";"Orthoptera";2016;46,33103;7,56003;NA;"bipartite";"Point"
"TI80";"Pitteloud2020_S5";"TI22";"herbivory";"Orthoptera";2016;46,3353;7,53348;NA;"bipartite";"Point"
"TI81";"Pitteloud2020_S6";"TI22";"herbivory";"Orthoptera";2016;46,34787;7,5386;NA;"bipartite";"Point"
"TI82";"Pitteloud2020_S7";"TI22";"herbivory";"Orthoptera";2016;46,34687;7,52317;NA;"bipartite";"Point"
"TI83";"Pitteloud2020_S8";"TI22";"herbivory";"Orthoptera";2016;46,35071;7,52571;NA;"bipartite";"Point"
"TI84";"Saavedra2017_initial_A";"TI22";"herbivory";"Insects";2010;19,575694;-105,035162;NA;"bipartite";"Point"
"TI85";"Saavedra2017_initial_B";"TI22";"herbivory";"Insects";2010;19,572095;-105,054989;NA;"bipartite";"Point"
"TI86";"Saavedra2017_initial_C";"TI22";"herbivory";"Insects";2010;19,416939;-104,895751;NA;"bipartite";"Point"
"TI87";"Saavedra2017_late_A";"TI22";"herbivory";"Insects";2010;19,603551;-105,090781;NA;"bipartite";"Point"
"TI88";"Saavedra2017_late_B";"TI22";"herbivory";"Insects";2010;19,596921;-105,033532;NA;"bipartite";"Point"
"TI89";"Saavedra2017_late_C";"TI22";"herbivory";"Insects";2010;19,498545;-104,931694;NA;"bipartite";"Point"
"TI90";"Saavedra2017_middle_A";"TI22";"herbivory";"Insects";2010;19,610383;-105,027566;NA;"bipartite";"Point"
"TI91";"Saavedra2017_middle_B";"TI22";"herbivory";"Insects";2010;19,578039;-105,040484;NA;"bipartite";"Point"
"TI92";"Saavedra2017_middle_C";"TI22";"herbivory";"Insects";2010;19,509043;-104,9256;NA;"bipartite";"Point"
"TI93";"Sanjaya2016";"TI22";"herbivory";"Lepidoptera";2012;-6,862444;107,595211;NA;"bipartite";"Point"
"TI94";"Santos2006";"TI22";"herbivory";"Lepidoptera";2004;-29,8;-51,77;NA;"bipartite";"Point"
"TI95";"SantosdeAraujo2019";"TI22";"herbivory";"Insects";2008;48,318611;18,081944;NA;"bipartite";"Point"
"TI96";"Shinohara2019_Abandoned_1";"TI22";"herbivory";"Insects";2016;35,495752;135,893636;NA;"bipartite";"Point"
"TI97";"Shinohara2019_Abandoned_2";"TI22";"herbivory";"Insects";2016;35,507486;135,909609;NA;"bipartite";"Point"
"TI98";"Shinohara2019_Abandoned_3";"TI22";"herbivory";"Insects";2016;35,489386;135,897067;NA;"bipartite";"Point"
"TI99";"Shinohara2019_Abandoned_4";"TI22";"herbivory";"Insects";2016;35,565453;135,908289;NA;"bipartite";"Point"
"TI100";"Shinohara2019_Extensively_managed_1";"TI22";"herbivory";"Insects";2016;35,498043;135,895563;NA;"bipartite";"Point"
"TI101";"Shinohara2019_Extensively_managed_2";"TI22";"herbivory";"Insects";2016;35,50826;135,908896;NA;"bipartite";"Point"
"TI102";"Shinohara2019_Extensively_managed_3";"TI22";"herbivory";"Insects";2016;35,489949;135,89785;NA;"bipartite";"Point"
"TI103";"Shinohara2019_Extensively_managed_4";"TI22";"herbivory";"Insects";2016;35,561526;135,905618;NA;"bipartite";"Point"
"TI104";"Shinohara2019_Intensively_managed_1";"TI22";"herbivory";"Insects";2016;35,498448;135,898817;NA;"bipartite";"Point"
"TI105";"Shinohara2019_Intensively_managed_2";"TI22";"herbivory";"Insects";2016;35,509203;135,907169;NA;"bipartite";"Point"
"TI106";"Shinohara2019_Intensively_managed_3";"TI22";"herbivory";"Insects";2016;35,489111;135,89987;NA;"bipartite";"Point"
"TI107";"Shinohara2019_Intensively_managed_4";"TI22";"herbivory";"Insects";2016;35,563264;135,907279;NA;"bipartite";"Point"
"TI108";"Silveira2021_nonpreserved";"TI22";"herbivory";"Insects";2019;-16,788637;-43,880394;NA;"bipartite";"Point"
"TI109";"Silveira2021_preserved";"TI22";"herbivory";"Insects";2019;-17,358135;-44,259766;NA;"bipartite";"Point"
"TI110";"Sugiura2010";"TI22";"herbivory";"Insects";2008;27,073072;142,217277;NA;"bipartite";"Point"
"TI111";"Szpeiner2008";"TI22";"herbivory";"Insects";2002;-31,403573;-64,144999;NA;"bipartite";"Point"
"TI112";"Tahar2015";"TI22";"herbivory";"Insects";2014;34,834667;5,738862;NA;"bipartite";"Point"
"TI113";"Todorov2014";"TI22";"herbivory";"Insects";2006;42,157088;24,82175;NA;"bipartite";"Point"
"TI114";"Volf2017_Lanzhot";"TI22";"herbivory";"Insects";2014;48,8;17,083333;NA;"bipartite";"Point"
"TI115";"Volf2017_Mikulcice";"TI22";"herbivory";"Insects";2014;48,683333;16,933333;NA;"bipartite";"Point"
"TI116";"Volf2017_Tomakomai";"TI22";"herbivory";"Insects";2014;42,716667;141,6;NA;"bipartite";"Point"
"TI117";"Xi2020";"TI22";"herbivory";"Insects";2016;32,763004;102,518629;NA;"bipartite";"Point"
"TI118";"Zhu2018";"TI22";"herbivory";"Insects";2014;23,45;111,883333;NA;"bipartite";"Point"
"TI119";"adaime2017_A";"TI22";"herbivory";"Diptera";2013;2,5;-51,5;NA;"bipartite";"Point"
"TI120";"adaime2017_B";"TI22";"herbivory";"Diptera";2013;3,5;-51,8;NA;"bipartite";"Point"
"TI121";"basset1996";"TI22";"herbivory";"Coleoptera";1993;-7,4;146,73;NA;"bipartite";"Point"
"TI122";"bergamini2016";"TI22";"herbivory";"Insects";2003;-17,6;-43,6;NA;"bipartite";"Point"
"TI123";"bluthgen2006";"TI22";"herbivory";"Insects";2004;4,97;117,8;NA;"bipartite";"Point"
"TI124";"bodner2009";"TI22";"herbivory";"Lepidoptera";2006;-3,97;-79,98;NA;"bipartite";"Point"
"TI125";"coley2006";"TI22";"herbivory";"Insects";1999;9;-80;NA;"bipartite";"Point"
"TI126";"cuevas-reyes";"TI22";"herbivory";"Insects";2001;19,49;-104,99;NA;"bipartite";"Point"
"TI127";"dyer&gentry2002";"TI22";"herbivory";"Insects";2002;10,43;-83,98;NA;"bipartite";"Point"
"TI128";"garcia&robledo2013";"TI22";"herbivory";"Coleoptera";2011;10,43;-83,98;NA;"bipartite";"Point"
"TI129";"heleno2009";"TI22";"herbivory";"Insects";2006;37,78;-25,22;NA;"bipartite";"Point"
"TI130";"hemidi2013";"TI22";"herbivory";"Insects";2011;34,8;5,73;NA;"bipartite";"Point"
"TI131";"henneman&memmott1";"TI22";"herbivory";"Insects";2000;22,09;-159,56;NA;"bipartite";"Point"
"TI132";"henneman&memmott2";"TI22";"herbivory";"Insects";2000;22,09;-159,56;NA;"bipartite";"Point"
"TI133";"janzen1980";"TI22";"herbivory";"Coleoptera";1980;10,8;-85,7;NA;"bipartite";"Point"
"TI134";"janzen2003";"TI22";"herbivory";"Lepidoptera";2003;10,83;-85,6;NA;"bipartite";"Point"
"TI135";"joern_altuda";"TI22";"herbivory";"Orthoptera";1975;30,4;-103,6;NA;"bipartite";"Point"
"TI136";"joern_marathon";"TI22";"herbivory";"Orthoptera";1975;30,4;-103,6;NA;"bipartite";"Point"
"TI137";"kim&choi2021_A";"TI22";"herbivory";"Insects";2016;35,41;127,48;NA;"bipartite";"Point"
"TI138";"kim&choi2021_B";"TI22";"herbivory";"Insects";2016;35,37;127,57;NA;"bipartite";"Point"
"TI139";"kollars2013";"TI22";"herbivory";"Insects";2012;48,32;18,1;NA;"bipartite";"Point"
"TI140";"lewis2002";"TI22";"herbivory";"Insects";1998;17,07;-88,69;NA;"bipartite";"Point"
"TI141";"martins2020";"TI22";"herbivory";NA;2005;-17,6;-43,6;NA;"bipartite";"Point"
"TI142";"massa2001_A";"TI22";"herbivory";"Insects";2000;37,6;14;NA;"bipartite";"Point"
"TI143";"massa2001_B";"TI22";"herbivory";"Insects";1999;30;35;NA;"bipartite";"Point"
"TI144";"memmott1994";"TI22";"herbivory";"Insects";1990;10,83;-85,7;NA;"bipartite";"Point"
"TI145";"muller1999";"TI22";"herbivory";"Hemiptera";1995;51,4;-0,64;NA;"bipartite";"Point"
"TI146";"nakagawa_1";"TI22";"herbivory";"Insects";1998;4,33;113,83;NA;"bipartite";"Point"
"TI147";"nakagawa_2";"TI22";"herbivory";"Insects";1998;4,33;113,83;NA;"bipartite";"Point"
"TI148";"novotny2005";"TI22";"herbivory";"Insects";2001;-5,23;145,4;NA;"bipartite";"Point"
"TI149";"novotny2012";"TI22";"herbivory";"Insects";2008;-5,23;145,4;NA;"bipartite";"Point"
"TI150";"pearson&altermatt2013";"TI22";"herbivory";"Lepidoptera";2005;48,54;9,04;NA;"bipartite";"Point"
"TI151";"pocock2012_aphid";"TI22";"herbivory";"Hemiptera";2008;51,31;-2,32;NA;"bipartite";"Point"
"TI152";"prado2004";"TI22";"herbivory";"Diptera";1996;-19;-43;NA;"bipartite";"Point"
"TI153";"seifert2020_A";"TI22";"herbivory";NA;2015;42,71;141,6;NA;"bipartite";"Point"
"TI154";"seifert2020_B";"TI22";"herbivory";NA;2017;38,9;-78,41;NA;"bipartite";"Point"
"TI155";"seifert2020_C";"TI22";"herbivory";NA;2015;48,7;16,95;NA;"bipartite";"Point"
"TI156";"shimada2020";"TI22";"herbivory";"Insects";2019;35,039324;135,187705;NA;"bipartite";"Point"
"TI157";"stary2008";"TI22";"herbivory";"Hemiptera";2007;49,51;14,93;NA;"bipartite";"Point"
"TI158";"sugiura2020";"TI22";"herbivory";"Insects";2008;26,67;142,98;NA;"bipartite";"Point"
"TI159";"tavakilian1997";"TI22";"herbivory";"Coleoptera";1993;5,41;-52,97;NA;"bipartite";"Point"
"TI160";"tcharntke";"TI22";"herbivory";"Hymenoptera";1989;49;8,32;NA;"bipartite";"Point"
"TI161";"ueckert";"TI22";"herbivory";"Orthoptera";1968;40,17;-103,21;NA;"bipartite";"Point"
