"node_id";"taxonomy_name";"taxonomy_rank"
"FS20_node_264";"Ardisia nervosa";"species"
"FS20_node_265";"Ardisia nigropunctata";"species"
"FS20_node_266";"Ardisia obovata";"species"
"FS20_node_267";"Ardisia palmana";"species"
"FS20_node_268";"Ardisia paniculata";"species"
"FS20_node_269";"Ardisia sapida";"species"
"FS20_node_270";"Ardisia sieboldii";"species"
"FS20_node_271";"Areca triandra";"species"
"FS20_node_272";"Aristotelia chilensis";"species"
"FS20_node_273";"Aristotelia fruticosa";"species"
"FS20_node_274";"Aristotelia serrata";"species"
"FS20_node_275";"Arizelocichla fusciceps";"species"
"FS20_node_276";"Arizelocichla masukuensis";"species"
"FS20_node_277";"Arizelocichla milanjensis";"species"
"FS20_node_278";"Arizelocichla striifacies";"species"
"FS20_node_279";"Arremon assimilis";"species"
"FS20_node_280";"Arremon brunneinucha";"species"
"FS20_node_281";"Arremon flavirostris";"species"
"FS20_node_282";"Arremon torquatus";"species"
"FS20_node_283";"Arremonops conirostris";"species"
"FS20_node_284";"Artabotrys congolensis";"species"
"FS20_node_285";"Artabotrys le-testui";"species"
"FS20_node_286";"Artibeus amplus";"species"
"FS20_node_287";"Artibeus anderseni";"species"
"FS20_node_288";"Artibeus bogotensis";"species"
"FS20_node_289";"Artibeus cinereus";"species"
"FS20_node_290";"Artibeus concolor";"species"
"FS20_node_291";"Artibeus fimbriatus";"species"
"FS20_node_292";"Artibeus fraterculus";"species"
"FS20_node_293";"Artibeus glaucus";"species"
"FS20_node_294";"Artibeus gnomus";"species"
"FS20_node_295";"Artibeus jamaicensis";"species"
"FS20_node_296";"Artibeus lituratus";"species"
"FS20_node_297";"Artibeus obscurus";"species"
"FS20_node_298";"Artibeus phaeotis";"species"
"FS20_node_299";"Artibeus planirostris";"species"
"FS20_node_300";"Artibeus rava";"species"
"FS20_node_301";"Artibeus rosenbergi";"species"
"FS20_node_302";"Artibeus toltecus";"species"
"FS20_node_303";"Artibeus watsoni";"species"
"FS20_node_304";"Artocarpus altilis";"species"
"FS20_node_305";"Artocarpus chama";"species"
"FS20_node_306";"Artocarpus dadah";"species"
"FS20_node_307";"Artocarpus elasticus";"species"
"FS20_node_308";"Artocarpus gomezianus";"species"
"FS20_node_309";"Artocarpus heterophyllus";"species"
"FS20_node_310";"Artocarpus integer";"species"
"FS20_node_311";"Artocarpus lacucha";"species"
"FS20_node_312";"Artocarpus nitidus";"species"
"FS20_node_313";"Artocarpus nobilis";"species"
"FS20_node_314";"Artocarpus rigidus";"species"
"FS20_node_315";"Arum italicum";"species"
"FS20_node_316";"Arum maculatum";"species"
"FS20_node_317";"Ascarina lucida";"species"
"FS20_node_318";"Asimina triloba";"species"
"FS20_node_319";"Asparagus acutifolius";"species"
"FS20_node_320";"Asparagus aethiopicus";"species"
"FS20_node_321";"Asparagus aphyllus";"species"
"FS20_node_322";"Asparagus officinalis";"species"
"FS20_node_323";"Asparagus plocamoides";"species"
"FS20_node_324";"Asparagus racemosus";"species"
"FS20_node_325";"Asparagus setaceus";"species"
"FS20_node_326";"Asparagus umbellulatus";"species"
"FS20_node_327";"Asplundia tetragona";"species"
"FS20_node_328";"Asplundia vagans";"species"
"FS20_node_329";"Asteranthe asterias";"species"
"FS20_node_330";"Astrocaryum chambira";"species"
"FS20_node_331";"Astrocaryum standleyanum";"species"
"FS20_node_332";"Ateles belzebuth";"species"
"FS20_node_333";"Ateles geoffroyi";"species"
"FS20_node_334";"Ateles paniscus";"species"
"FS20_node_335";"Atimastillas flavicollis";"species"
"FS20_node_336";"Atlapetes albinucha";"species"
"FS20_node_337";"Atlapetes citrinellus";"species"
"FS20_node_338";"Atlapetes fulviceps";"species"
"FS20_node_339";"Atlapetes latinuchus";"species"
"FS20_node_340";"Atlapetes rufinucha";"species"
"FS20_node_341";"Attalea butyracea";"species"
"FS20_node_342";"Attalea maripa";"species"
"FS20_node_343";"Attalea phalerata";"species"
"FS20_node_344";"Attalea rostrata";"species"
"FS20_node_345";"Attila rufus";"species"
"FS20_node_346";"Attila spadiceus";"species"
"FS20_node_347";"Aulacorhynchus coeruleicinctis";"species"
"FS20_node_348";"Aulacorhynchus derbianus";"species"
"FS20_node_349";"Aulacorhynchus haematopygus";"species"
"FS20_node_350";"Aulacorhynchus prasinus";"species"
"FS20_node_351";"Aureliana fasciculata";"species"
"FS20_node_352";"Avahi laniger";"species"
"FS20_node_353";"Axis axis";"species"
"FS20_node_354";"Azadirachta indica";"species"
"FS20_node_355";"Azara dentata";"species"
"FS20_node_356";"Azara salicifolia";"species"
"FS20_node_357";"Azima tetracantha";"species"
"FS20_node_358";"Baccaurea deflexa";"species"
"FS20_node_359";"Baccaurea lanceolata";"species"
"FS20_node_360";"Baccaurea parviflora";"species"
"FS20_node_361";"Baccaurea ramiflora";"species"
"FS20_node_362";"Baccaurea reticulata";"species"
"FS20_node_363";"Bactris acanthocarpoides";"species"
"FS20_node_364";"Bactris gastoniana";"species"
"FS20_node_365";"Bactris glaucescens";"species"
"FS20_node_366";"Bactris riparia";"species"
"FS20_node_367";"Baeolophus bicolor";"species"
"FS20_node_368";"Baeopogon indicator";"species"
"FS20_node_369";"Bagassa guianensis";"species"
"FS20_node_370";"Baillonella toxisperma";"species"
"FS20_node_371";"Baillonius bailloni";"species"
"FS20_node_372";"Balakata baccata";"species"
"FS20_node_373";"Balanites aegyptiaca";"species"
"FS20_node_374";"Balanites wilsoniana";"species"
"FS20_node_375";"Balionycteris maculata";"species"
"FS20_node_376";"Balthasaria schliebenii";"species"
"FS20_node_377";"Banara arguta";"species"
"FS20_node_378";"Bandicota indica";"species"
"FS20_node_379";"Baryphthengus martii";"species"
"FS20_node_380";"Baryphthengus ruficapillus";"species"
"FS20_node_381";"Basileuterus culicivorus";"species"
"FS20_node_382";"Bassariscus astutus";"species"
"FS20_node_383";"Bathmocercus rufus";"species"
"FS20_node_384";"Batis senegalensis";"species"
"FS20_node_385";"Beccariella xerocarpa";"species"
"FS20_node_386";"Beilschmiedia balansae";"species"
"FS20_node_387";"Beilschmiedia costaricensis";"species"
"FS20_node_388";"Beilschmiedia madang";"species"
"FS20_node_389";"Beilschmiedia maingayi";"species"
"FS20_node_390";"Beilschmiedia tawa";"species"
"FS20_node_391";"Beilschmiedia tovarensis";"species"
"FS20_node_392";"Beilschmiedia troupinii";"species"
"FS20_node_393";"Beilschmiedia villosa";"species"
"FS20_node_394";"Bejaria aestuans";"species"
"FS20_node_395";"Bellucia pentamera";"species"
"FS20_node_396";"Benkara malabarica";"species"
"FS20_node_397";"Berberis asiatica";"species"
"FS20_node_398";"Berberis commutata";"species"
"FS20_node_399";"Berberis darwinii";"species"
"FS20_node_400";"Berberis glaucocarpa";"species"
"FS20_node_401";"Berberis laurina";"species"
"FS20_node_402";"Berberis vulgaris";"species"
"FS20_node_403";"Berchemia racemosa";"species"
"FS20_node_404";"Berchemia scandens";"species"
"FS20_node_405";"Bersama abyssinica";"species"
"FS20_node_406";"Bersama swinnyi";"species"
"FS20_node_407";"Bertiera guianensis";"species"
"FS20_node_408";"Besleria columneoides";"species"
"FS20_node_409";"Besleria formosa";"species"
"FS20_node_410";"Besleria triflora";"species"
"FS20_node_411";"Bhesa paniculata";"species"
"FS20_node_412";"Bhesa robusta";"species"
"FS20_node_413";"Billia hippocastanum";"species"
"FS20_node_414";"Birgus latro";"species"
"FS20_node_415";"Bischofia javanica";"species"
"FS20_node_416";"Bison bonasus";"species"
"FS20_node_417";"Blakea gracilis";"species"
"FS20_node_418";"Bleda syndactylus";"species"
"FS20_node_419";"Blepharocalyx salicifolius";"species"
"FS20_node_420";"Blighia unijugata";"species"
"FS20_node_421";"Blighia welwitschii";"species"
"FS20_node_422";"Blumeodendron tokbrai";"species"
"FS20_node_423";"Bobgunnia madagascariensis";"species"
"FS20_node_424";"Bocconia frutescens";"species"
"FS20_node_425";"Bombycilla cedrorum";"species"
"FS20_node_426";"Borassus flabellifer";"species"
"FS20_node_427";"Boselaphus tragocamelus";"species"
"FS20_node_428";"Bostrychia hagedash";"species"
"FS20_node_429";"Bothriospora corymbosa";"species"
"FS20_node_430";"Bouea oppositifolia";"species"
"FS20_node_431";"Brachyphylla nana";"species"
"FS20_node_432";"Brachyteles arachnoides";"species"
"FS20_node_433";"Bradypterus barratti";"species"
"FS20_node_434";"Branta canadensis";"species"
"FS20_node_435";"Bremeria erectiloba";"species"
"FS20_node_436";"Breynia stipitata";"species"
"FS20_node_437";"Breynia vitis-idaea";"species"
"FS20_node_438";"Bridelia brideliifolia";"species"
"FS20_node_439";"Bridelia cathartica";"species"
"FS20_node_440";"Bridelia ferruginea";"species"
"FS20_node_441";"Bridelia grandis";"species"
"FS20_node_442";"Bridelia insulana";"species"
"FS20_node_443";"Bridelia micrantha";"species"
"FS20_node_444";"Bridelia mollis";"species"
"FS20_node_445";"Bridelia retusa";"species"
"FS20_node_446";"Bridelia tomentosa";"species"
"FS20_node_447";"Brochoneura acuminata";"species"
"FS20_node_448";"Bromelia pinguin";"species"
"FS20_node_449";"Brosimum acutifolium";"species"
"FS20_node_450";"Brosimum alicastrum";"species"
"FS20_node_451";"Brosimum gaudichaudii";"species"
"FS20_node_452";"Brosimum glaucum";"species"
"FS20_node_453";"Brosimum guianense";"species"
"FS20_node_454";"Brosimum lactescens";"species"
"FS20_node_455";"Brosimum parinarioides";"species"
"FS20_node_456";"Brosimum potabile";"species"
"FS20_node_457";"Brosimum rubescens";"species"
"FS20_node_458";"Brotogeris chiriri";"species"
"FS20_node_459";"Brotogeris cyanoptera";"species"
"FS20_node_460";"Brotogeris tirica";"species"
"FS20_node_461";"Brotogeris versicolurus";"species"
"FS20_node_462";"Brycon amazonicus";"species"
"FS20_node_463";"Brycon falcatus";"species"
"FS20_node_464";"Brycon hilarii";"species"
"FS20_node_465";"Brycon melanopterus";"species"
"FS20_node_466";"Bryonia cretica";"species"
"FS20_node_467";"Buccanodon duchaillui";"species"
"FS20_node_468";"Buceros bicornis";"species"
"FS20_node_469";"Buceros rhinoceros";"species"
"FS20_node_470";"Buchanania arborescens";"species"
"FS20_node_471";"Buchenavia tetraphylla";"species"
"FS20_node_472";"Buchenavia tomentosa";"species"
"FS20_node_473";"Bullockia mombazensis";"species"
"FS20_node_474";"Bunchosia odorata";"species"
"FS20_node_475";"Burasaia madagascariensis";"species"
"FS20_node_476";"Bursera fagaroides";"species"
"FS20_node_477";"Bursera graveolens";"species"
"FS20_node_478";"Bursera inversa";"species"
"FS20_node_479";"Bursera penicillata";"species"
"FS20_node_480";"Bursera simaruba";"species"
"FS20_node_481";"Buthraupis montana";"species"
"FS20_node_482";"Bycanistes brevis";"species"
"FS20_node_483";"Bycanistes bucinator";"species"
"FS20_node_484";"Bycanistes cylindricus";"species"
"FS20_node_485";"Bycanistes fistulator";"species"
"FS20_node_486";"Bycanistes subcylindricus";"species"
"FS20_node_487";"Byrsonima crassifolia";"species"
"FS20_node_488";"Byrsonima cydoniifolia";"species"
"FS20_node_489";"Byrsonima intermedia";"species"
"FS20_node_490";"Byrsonima japurensis";"species"
"FS20_node_491";"Byrsonima laxiflora";"species"
"FS20_node_492";"Byrsonima ligustrifolia";"species"
"FS20_node_493";"Byrsonima pachyphylla";"species"
"FS20_node_494";"Byrsonima sericea";"species"
"FS20_node_495";"Byrsonima spicata";"species"
"FS20_node_496";"Byrsonima stipulacea";"species"
"FS20_node_497";"Byrsonima verbascifolia";"species"
"FS20_node_498";"Cabralea canjerana";"species"
"FS20_node_499";"Cacatua galerita";"species"
"FS20_node_500";"Cacicus cela";"species"
"FS20_node_501";"Cacicus chrysonotus";"species"
"FS20_node_502";"Cacicus chrysopterus";"species"
"FS20_node_503";"Cacicus haemorrhous";"species"
"FS20_node_504";"Cacicus microrhynchus";"species"
"FS20_node_505";"Cacicus solitarius";"species"
"FS20_node_506";"Cacicus uropygialis";"species"
"FS20_node_507";"Calamus rotang";"species"
"FS20_node_508";"Calathea elliptica";"species"
"FS20_node_509";"Callicarpa americana";"species"
"FS20_node_510";"Callicarpa bodinieri";"species"
"FS20_node_511";"Callicarpa formosana";"species"
"FS20_node_512";"Callicarpa kochiana";"species"
"FS20_node_513";"Callicarpa nudiflora";"species"
"FS20_node_514";"Callosciurus erythraeus";"species"
"FS20_node_515";"Callosciurus finlaysonii";"species"
"FS20_node_516";"Callosciurus pygerythrus";"species"
"FS20_node_517";"Calluna vulgaris";"species"
"FS20_node_518";"Caloncoba glauca";"species"
"FS20_node_519";"Caloncoba welwitschii";"species"
"FS20_node_520";"Calophyllum brasiliense";"species"
"FS20_node_521";"Calophyllum calaba";"species"
"FS20_node_522";"Calophyllum inophyllum";"species"
"FS20_node_523";"Calophyllum longifolium";"species"
"FS20_node_524";"Calophyllum milvum";"species"
"FS20_node_525";"Calorhamphus fuliginosus";"species"
"FS20_node_526";"Caluromys philander";"species"
"FS20_node_527";"Calycolpus goetheanus";"species"
"FS20_node_528";"Calyptomena viridis";"species"
"FS20_node_529";"Calyptranthes concinna";"species"
"FS20_node_530";"Calyptranthes lucida";"species"
"FS20_node_531";"Camarhynchus pallidus";"species"
"FS20_node_532";"Camarhynchus parvulus";"species"
"FS20_node_533";"Camarhynchus psittacula";"species"
"FS20_node_534";"Camaroptera brachyura";"species"
"FS20_node_535";"Campephaga flava";"species"
"FS20_node_536";"Campephaga phoenicea";"species"
"FS20_node_537";"Campephilus melanoleucos";"species"
"FS20_node_538";"Campomanesia adamantium";"species"
"FS20_node_539";"Campomanesia eugenioides";"species"
"FS20_node_540";"Campomanesia guaviroba";"species"
"FS20_node_541";"Campomanesia neriiflora";"species"
"FS20_node_542";"Campomanesia xanthocarpa";"species"
"FS20_node_543";"Camptostoma obsoletum";"species"
"FS20_node_544";"Camptostylus mannii";"species"
"FS20_node_545";"Campylorhynchus rufinucha";"species"
"FS20_node_546";"Cananga odorata";"species"
"FS20_node_547";"Canarina canariensis";"species"
"FS20_node_548";"Canarium asperum";"species"
"FS20_node_549";"Canarium australianum";"species"
"FS20_node_550";"Canarium euphyllum";"species"
"FS20_node_551";"Canarium littorale";"species"
"FS20_node_552";"Canarium madagascariense";"species"
"FS20_node_553";"Canarium schweinfurthii";"species"
"FS20_node_554";"Canarium schweinfurtii";"species"
"FS20_node_555";"Canis aureus";"species"
"FS20_node_556";"Canis latrans";"species"
"FS20_node_557";"Canis lupus";"species"
"FS20_node_558";"Canis mesomelas";"species"
"FS20_node_559";"Cansjera rheedii";"species"
"FS20_node_560";"Canthium coffeoides";"species"
"FS20_node_561";"Canthium coromandelicum";"species"
"FS20_node_562";"Canthium glabrum";"species"
"FS20_node_563";"Canthium horridum";"species"
"FS20_node_564";"Canthium oligocarpum";"species"
"FS20_node_565";"Capito auratus";"species"
"FS20_node_566";"Capparis cartilaginea";"species"
"FS20_node_567";"Capparis erythrocarpos";"species"
"FS20_node_568";"Capparis rotundifolia";"species"
"FS20_node_569";"Capparis zeylanica";"species"
