"network_id";"original_id";"network_db";"network_interaction";"main_animal_taxa";"network_year";"network_lat";"network_lon";"habitat_type";"network_topology_type";"network_spatial_type"
"P22_060";152;"P22";"pollination";"Insects";NA;-40,152838;-71,719901;NA;"bipartite";"point"
"P22_061";153;"P22";"pollination";"Insects";NA;-40,733333;-71,883333;NA;"bipartite";"point"
"P22_062";154;"P22";"pollination";"Insects";NA;-39,56667;-71,433333;NA;"bipartite";"point"
"P22_063";155;"P22";"pollination";"Insects";NA;-40,616667;-71,583333;NA;"bipartite";"point"
"P22_064";156;"P22";"pollination";"Insects";NA;-40,638295;-71,353326;NA;"bipartite";"point"
"P22_065";157;"P22";"pollination";"Insects";NA;-39,8;-71,2;NA;"bipartite";"point"
"P22_066";158;"P22";"pollination";"Insects";NA;-40,8;-71,1;NA;"bipartite";"point"
"P22_067";159;"P22";"pollination";"Insects";NA;-40,716667;-71,083333;NA;"bipartite";"point"
"P22_068";16;"P22";"pollination";"Insects";NA;51,46;-2,6;NA;"bipartite";"point"
"P22_069";162;"P22";"pollination";"Hymenoptera";NA;20,04255;-75,781543;NA;"bipartite";"point"
"P22_070";163;"P22";"pollination";"Insects";NA;50,686667;-2,033333;NA;"bipartite";"point"
"P22_071";164;"P22";"pollination";"Insects";NA;50,71;-2,105;NA;"bipartite";"point"
"P22_072";165;"P22";"pollination";"Insects";NA;50,725;-2,061667;NA;"bipartite";"point"
"P22_073";166;"P22";"pollination";"Insects";NA;50,718333;-2,161667;NA;"bipartite";"point"
"P22_074";167;"P22";"pollination";"Insects";NA;50,715;-2,173333;NA;"bipartite";"point"
"P22_075";168;"P22";"pollination";"Insects";NA;50,728333;-2,12;NA;"bipartite";"point"
"P22_076";169;"P22";"pollination";"Insects";NA;-22,735822;-44,614979;NA;"bipartite";"point"
"P22_077";17;"P22";"pollination";"Insects";NA;75;-114,97;NA;"bipartite";"point"
"P22_078";170;"P22";"pollination";"Insects";NA;51,816516;-1,9448269;NA;"bipartite";"point"
"P22_079";171;"P22";"pollination";"Insects";NA;52,845859;0,44712084;NA;"bipartite";"point"
"P22_080";172;"P22";"pollination";"Insects";NA;52,808105;1,3324201;NA;"bipartite";"point"
"P22_081";173;"P22";"pollination";"Insects";NA;51,3867;-2,4698691;NA;"bipartite";"point"
"P22_082";174;"P22";"pollination";"Insects";NA;50,998068;-2,9447447;NA;"bipartite";"point"
"P22_083";175;"P22";"pollination";"Hymenoptera";NA;0,354026;34,864895;NA;"bipartite";"point"
"P22_084";176;"P22";"pollination";"Hymenoptera";NA;30,767852;35,280108;NA;"bipartite";"point"
"P22_085";177;"P22";"pollination";"Hymenoptera";NA;30,849992;35,182519;NA;"bipartite";"point"
"P22_086";178;"P22";"pollination";"Hymenoptera";NA;0,360686;34,872627;NA;"bipartite";"point"
"P22_087";179;"P22";"pollination";"Hymenoptera";NA;0,353816;34,878851;NA;"bipartite";"point"
"P22_088";18;"P22";"pollination";"Insects";NA;36;-78,97;NA;"bipartite";"point"
"P22_089";180;"P22";"pollination";"Hymenoptera";NA;0,345597;34,88366;NA;"bipartite";"point"
"P22_090";181;"P22";"pollination";"Insects";NA;52,161608;21,047996;NA;"bipartite";"point"
"P22_091";182;"P22";"pollination";"Insects";NA;52,127782;21,072148;NA;"bipartite";"point"
"P22_092";183;"P22";"pollination";"Hymenoptera";NA;29,622221;52,498814;NA;"bipartite";"point"
"P22_093";184;"P22";"pollination";"Hymenoptera";NA;36,684146;4,045743;NA;"bipartite";"point"
"P22_094";185;"P22";"pollination";"Insects";NA;40,841861;-3,957298;NA;"bipartite";"point"
"P22_095";186;"P22";"pollination";"Insects";NA;40,845363;-3,954842;NA;"bipartite";"point"
"P22_096";187;"P22";"pollination";"Insects";NA;40,981288;-3,834913;NA;"bipartite";"point"
"P22_097";188;"P22";"pollination";"Insects";NA;40,978058;-3,845304;NA;"bipartite";"point"
"P22_098";189;"P22";"pollination";"Insects";NA;11,669808;-69,771452;NA;"bipartite";"point"
"P22_099";19;"P22";"pollination";"Insects";NA;-20,42;57,73;NA;"bipartite";"point"
"P22_100";191;"P22";"pollination";"Insects";NA;-35,933333;-61,1833333;NA;"bipartite";"point"
"P22_101";192;"P22";"pollination";"Insects";NA;56,248737;9,973652;NA;"bipartite";"point"
"P22_102";193;"P22";"pollination";"Insects";NA;56,238737;9,993652;NA;"bipartite";"point"
"P22_103";194;"P22";"pollination";"Insects";NA;56,238737;9,953652;NA;"bipartite";"point"
"P22_104";195;"P22";"pollination";"Insects";NA;39,9445;4,248246;NA;"bipartite";"point"
"P22_105";196;"P22";"pollination";"Insects";NA;39,93992;4,250875;NA;"bipartite";"point"
"P22_106";197;"P22";"pollination";"Insects";NA;40,04045;4,098381;NA;"bipartite";"point"
"P22_107";198;"P22";"pollination";"Insects";NA;-33,815604;18,828019;NA;"bipartite";"point"
"P22_108";199;"P22";"pollination";"Insects";NA;-33,810099;18,812951;NA;"bipartite";"point"
"P22_109";2;"P22";"pollination";"Insects";NA;-33,28;-70,27;NA;"bipartite";"point"
"P22_110";20;"P22";"pollination";"Insects";NA;39,47;-31,14;NA;"bipartite";"point"
"P22_111";200;"P22";"pollination";"Insects";NA;-33,817304;18,850811;NA;"bipartite";"point"
"P22_112";201;"P22";"pollination";"Insects";NA;-33,833963;18,864371;NA;"bipartite";"point"
"P22_113";202;"P22";"pollination";"Insects";NA;-33,847611;18,863622;NA;"bipartite";"point"
"P22_114";203;"P22";"pollination";"Insects";NA;-33,832721;18,860872;NA;"bipartite";"point"
"P22_115";204;"P22";"pollination";"Insects";NA;-33,981744;18,793605;NA;"bipartite";"point"
"P22_116";205;"P22";"pollination";"Insects";NA;-33,978741;18,807591;NA;"bipartite";"point"
"P22_117";206;"P22";"pollination";"Insects";NA;50,1478954;10,0688301;NA;"bipartite";"point"
"P22_118";207;"P22";"pollination";"Insects";NA;50,1287886;10,0759641;NA;"bipartite";"point"
"P22_119";208;"P22";"pollination";"Insects";NA;50,1104621;9,9478447;NA;"bipartite";"point"
"P22_120";209;"P22";"pollination";"Insects";NA;50,107347;9,8746825;NA;"bipartite";"point"
"P22_121";21;"P22";"pollination";"Insects";NA;8,93;-67,42;NA;"bipartite";"point"
"P22_122";210;"P22";"pollination";"Insects";NA;50,0515327;9,7943162;NA;"bipartite";"point"
"P22_123";211;"P22";"pollination";"Insects";NA;50,0319724;9,8934248;NA;"bipartite";"point"
"P22_124";212;"P22";"pollination";"Insects";NA;50,001242;9,7705853;NA;"bipartite";"point"
"P22_125";213;"P22";"pollination";"Insects";NA;49,9716443;9,7991566;NA;"bipartite";"point"
"P22_126";214;"P22";"pollination";"Insects";NA;49,9513556;9,7629111;NA;"bipartite";"point"
"P22_127";215;"P22";"pollination";"Insects";NA;49,8480161;9,8332464;NA;"bipartite";"point"
"P22_128";216;"P22";"pollination";"Insects";NA;49,8239738;10,0394901;NA;"bipartite";"point"
"P22_129";217;"P22";"pollination";"Insects";NA;49,7822655;9,8086544;NA;"bipartite";"point"
"P22_130";218;"P22";"pollination";"Insects";NA;49,7756732;10,008335;NA;"bipartite";"point"
"P22_131";219;"P22";"pollination";"Insects";NA;49,7010757;10,0003644;NA;"bipartite";"point"
"P22_132";22;"P22";"pollination";"Insects";NA;39,28;-89,88;NA;"bipartite";"point"
"P22_133";220;"P22";"pollination";"Insects";NA;49,6654374;10,1239432;NA;"bipartite";"point"
"P22_134";221;"P22";"pollination";"Insects";NA;49,5475078;10,0512166;NA;"bipartite";"point"
"P22_135";222;"P22";"pollination";"Insects";NA;55,7717014;13,58789511;NA;"bipartite";"point"
"P22_136";223;"P22";"pollination";"Insects";NA;55,99001533;12,93911753;NA;"bipartite";"point"
"P22_137";224;"P22";"pollination";"Insects";NA;55,56256386;14,06100103;NA;"bipartite";"point"
"P22_138";225;"P22";"pollination";"Insects";NA;55,52402436;13,56570871;NA;"bipartite";"point"
"P22_139";226;"P22";"pollination";"Insects";NA;55,76201663;13,70125665;NA;"bipartite";"point"
"P22_140";227;"P22";"pollination";"Insects";NA;55,49085388;13,95882308;NA;"bipartite";"point"
"P22_141";228;"P22";"pollination";"Insects";NA;55,87430372;13,19077483;NA;"bipartite";"point"
"P22_142";229;"P22";"pollination";"Insects";NA;55,48773705;13,80398485;NA;"bipartite";"point"
"P22_143";23;"P22";"pollination";"Insects";NA;45,41;-75,52;NA;"bipartite";"point"
"P22_144";230;"P22";"pollination";"Insects";NA;55,88503389;13,35519313;NA;"bipartite";"point"
"P22_145";231;"P22";"pollination";"Insects";NA;55,48750655;14,23479947;NA;"bipartite";"point"
"P22_146";232;"P22";"pollination";"Insects";NA;55,74220124;13,13308073;NA;"bipartite";"point"
"P22_147";233;"P22";"pollination";"Insects";NA;55,64814946;13,98023333;NA;"bipartite";"point"
"P22_148";234;"P22";"pollination";"Insects";NA;55,59999199;13,83788501;NA;"bipartite";"point"
"P22_149";235;"P22";"pollination";"Insects";NA;55,59000869;14,06661361;NA;"bipartite";"point"
"P22_150";236;"P22";"pollination";"Insects";NA;55,53792849;14,01686072;NA;"bipartite";"point"
"P22_151";237;"P22";"pollination";"Insects";NA;55,72846524;13,70957977;NA;"bipartite";"point"
"P22_152";238;"P22";"pollination";"Insects";NA;51,540343;-1,161054;NA;"bipartite";"point"
"P22_153";239;"P22";"pollination";"Insects";NA;51,543524;-1,3442759;NA;"bipartite";"point"
"P22_154";24;"P22";"pollination";"Insects";NA;-41,05;-71,53;NA;"bipartite";"point"
"P22_155";240;"P22";"pollination";"Insects";NA;51,533986;-1,1180777;NA;"bipartite";"point"
"P22_156";241;"P22";"pollination";"Insects";NA;51,328998;-1,4152273;NA;"bipartite";"point"
"P22_157";242;"P22";"pollination";"Insects";NA;51,58082;-0,95652727;NA;"bipartite";"point"
"P22_158";243;"P22";"pollination";"Insects";NA;51,511342;-1,1128805;NA;"bipartite";"point"
"P22_159";244;"P22";"pollination";"Insects";NA;51,556517;-1,4789551;NA;"bipartite";"point"
"P22_160";245;"P22";"pollination";"Insects";NA;51,565342;-1,502803;NA;"bipartite";"point"
"P22_161";246;"P22";"pollination";"Insects";NA;51,618509;-1,0305851;NA;"bipartite";"point"
"P22_162";247;"P22";"pollination";"Insects";NA;51,297348;-1,358674;NA;"bipartite";"point"
"P22_163";248;"P22";"pollination";"Insects";NA;51,334438;-1,4620968;NA;"bipartite";"point"
"P22_164";249;"P22";"pollination";"Insects";NA;51,35338;-1,5235955;NA;"bipartite";"point"
"P22_165";25;"P22";"pollination";"Insects";NA;28,13;-17,25;NA;"bipartite";"point"
"P22_166";250;"P22";"pollination";"Insects";NA;51,543199;-1,2178167;NA;"bipartite";"point"
"P22_167";251;"P22";"pollination";"Insects";NA;51,308889;-1,2909557;NA;"bipartite";"point"
"P22_168";252;"P22";"pollination";"Insects";NA;51,306427;-1,2591749;NA;"bipartite";"point"
"P22_169";253;"P22";"pollination";"Hymenoptera";NA;-3,275496;40,016452;NA;"bipartite";"point"
"P22_170";254;"P22";"pollination";"Hymenoptera";NA;4,602124;-74,116161;NA;"bipartite";"point"
"P22_171";255;"P22";"pollination";"Hymenoptera";NA;35,415917;8,165925;NA;"bipartite";"point"
"P22_172";256;"P22";"pollination";"Insects";NA;-30,346519;-51,035666;NA;"bipartite";"point"
"P22_173";257;"P22";"pollination";"Hymenoptera";NA;53,316667;87,3;NA;"bipartite";"point"
"P22_174";258;"P22";"pollination";"Insects";NA;1,312787;103,815167;NA;"bipartite";"point"
"P22_175";259;"P22";"pollination";"Insects";NA;27,8047;-17,8959;NA;"bipartite";"point"
"P22_176";26;"P22";"pollination";"Insects";NA;-29,62;30,13;NA;"bipartite";"point"
"P22_177";260;"P22";"pollination";"Insects";NA;28,03988;-17,22678;NA;"bipartite";"point"
"P22_178";261;"P22";"pollination";"Insects";NA;27,90418;-15,43318;NA;"bipartite";"point"
"P22_179";262;"P22";"pollination";"Insects";NA;28,56438;-13,89198;NA;"bipartite";"point"
"P22_180";263;"P22";"pollination";"Insects";NA;28,35318;-16,91238;NA;"bipartite";"point"
"P22_181";264;"P22";"pollination";"Insects";NA;28,22228;-16,41738;NA;"bipartite";"point"
"P22_182";265;"P22";"pollination";"Insects";NA;26,16108;-14,42228;NA;"bipartite";"point"
"P22_183";266;"P22";"pollination";"Insects";NA;39,774475;3,129261;NA;"bipartite";"point"
"P22_184";267;"P22";"pollination";"Insects";NA;39,799864;2,785503;NA;"bipartite";"point"
"P22_185";268;"P22";"pollination";"Insects";NA;57,0909;-2,7992;NA;"bipartite";"point"
"P22_186";269;"P22";"pollination";"Insects";NA;57,1123;-2,8209;NA;"bipartite";"point"
"P22_187";27;"P22";"pollination";"Insects";NA;17,92;-76,18;NA;"bipartite";"point"
"P22_188";270;"P22";"pollination";"Insects";NA;57,0756;-2,5996;NA;"bipartite";"point"
"P22_189";271;"P22";"pollination";"Insects";NA;57,0689;-2,8958;NA;"bipartite";"point"
"P22_190";272;"P22";"pollination";"Insects";NA;57,0644;-2,5799;NA;"bipartite";"point"
"P22_191";273;"P22";"pollination";"Insects";NA;57,0642;-2,9204;NA;"bipartite";"point"
"P22_192";274;"P22";"pollination";"Insects";NA;57,0601;-2,7029;NA;"bipartite";"point"
"P22_193";277;"P22";"pollination";"Hymenoptera";NA;-23,547944;138,380178;NA;"bipartite";"point"
"P22_194";278;"P22";"pollination";"Hymenoptera";NA;-42,930652;147,300449;NA;"bipartite";"point"
"P22_195";279;"P22";"pollination";"Insects";NA;47,662889;112,4305;NA;"bipartite";"point"
"P22_196";280;"P22";"pollination";"Insects";NA;-13,242983;-72,086504;NA;"bipartite";"point"
"P22_197";281;"P22";"pollination";"Insects";NA;-13,24975;-72,169012;NA;"bipartite";"point"
"P22_198";283;"P22";"pollination";"Hymenoptera";NA;-25,454292;20,587342;NA;"bipartite";"point"
"P22_199";288;"P22";"pollination";"Insects";NA;34,093348;139,504137;NA;"bipartite";"point"
"P22_200";289;"P22";"pollination";"Insects";NA;34,106839;139,519131;NA;"bipartite";"point"
"P22_201";290;"P22";"pollination";"Insects";NA;34,065291;139,531641;NA;"bipartite";"point"
"P22_202";291;"P22";"pollination";"Insects";NA;34,113915;139,54436;NA;"bipartite";"point"
"P22_203";292;"P22";"pollination";"Insects";NA;34,111031;139,557641;NA;"bipartite";"point"
"P22_204";293;"P22";"pollination";"Insects";NA;-21,096933;-48,07895;NA;"bipartite";"point"
"P22_205";294;"P22";"pollination";"Insects";NA;-21,2607;-48,440883;NA;"bipartite";"point"
"P22_206";295;"P22";"pollination";"Insects";NA;-21,2995;-48,350017;NA;"bipartite";"point"
"P22_207";296;"P22";"pollination";"Insects";NA;-21,255817;-48,414267;NA;"bipartite";"point"
"P22_208";297;"P22";"pollination";"Insects";NA;-21,15005;-47,86265;NA;"bipartite";"point"
"P22_209";298;"P22";"pollination";"Insects";NA;-21,2918;-48,349867;NA;"bipartite";"point"
"P22_210";299;"P22";"pollination";"Insects";NA;-23,483333;138,5;NA;"bipartite";"point"
"P22_211";3;"P22";"pollination";"Insects";NA;-33,28;-70,27;NA;"bipartite";"point"
"P22_212";300;"P22";"pollination";"Insects";NA;44,40522;-122,134372;NA;"bipartite";"point"
"P22_213";301;"P22";"pollination";"Insects";NA;44,408593;-122,132654;NA;"bipartite";"point"
"P22_214";302;"P22";"pollination";"Insects";NA;44,404657;-122,127297;NA;"bipartite";"point"
"P22_215";303;"P22";"pollination";"Insects";NA;44,279493;-122,151854;NA;"bipartite";"point"
"P22_216";304;"P22";"pollination";"Insects";NA;44,279046;-122,145031;NA;"bipartite";"point"
"P22_217";305;"P22";"pollination";"Insects";NA;44,275561;-122,149376;NA;"bipartite";"point"
"P22_218";306;"P22";"pollination";"Insects";NA;44,276822;-122,136063;NA;"bipartite";"point"
"P22_219";307;"P22";"pollination";"Insects";NA;44,24771;-122,127455;NA;"bipartite";"point"
"P22_220";308;"P22";"pollination";"Insects";NA;44,242843;-122,130369;NA;"bipartite";"point"
"P22_221";309;"P22";"pollination";"Insects";NA;44,242582;-122,128632;NA;"bipartite";"point"
"P22_222";31;"P22";"pollination";"Insects";NA;-43,1;171,72;NA;"bipartite";"point"
"P22_223";310;"P22";"pollination";"Insects";NA;44,210895;-122,130872;NA;"bipartite";"point"
"P22_224";311;"P22";"pollination";"Insects";NA;44,205237;-122,128687;NA;"bipartite";"point"
"P22_225";312;"P22";"pollination";"Insects";NA;44,277163;-121,969243;NA;"bipartite";"point"
"P22_226";313;"P22";"pollination";"Insects";NA;44,275767;-121,961111;NA;"bipartite";"point"
"P22_227";314;"P22";"pollination";"Insects";NA;44,277142;-121,957841;NA;"bipartite";"point"
"P22_228";315;"P22";"pollination";"Insects";NA;-19,247308;-43,510197;NA;"bipartite";"point"
"P22_229";316;"P22";"pollination";"Insects";NA;-19,258089;-43,583869;NA;"bipartite";"point"
"P22_230";317;"P22";"pollination";"Insects";NA;-19,220725;-43,582964;NA;"bipartite";"point"
"P22_231";318;"P22";"pollination";"Insects";NA;-19,270297;-43,550353;NA;"bipartite";"point"
"P22_232";319;"P22";"pollination";"Insects";NA;-19,232078;-43,576394;NA;"bipartite";"point"
"P22_233";320;"P22";"pollination";"Insects";NA;-19,293453;-43,555533;NA;"bipartite";"point"
"P22_234";321;"P22";"pollination";"Insects";NA;-19,272803;-43,579836;NA;"bipartite";"point"
"P22_235";322;"P22";"pollination";"Insects";NA;42,775278;1,929167;NA;"bipartite";"point"
"P22_236";323;"P22";"pollination";"Insects";NA;51,421563;-2,6801987;NA;"bipartite";"point"
"P22_237";324;"P22";"pollination";"Insects";NA;51,291623;-2,6028854;NA;"bipartite";"point"
"P22_238";325;"P22";"pollination";"Insects";NA;51,29728;-2,4066504;NA;"bipartite";"point"
"P22_239";326;"P22";"pollination";"Insects";NA;51,126799;-2,3271997;NA;"bipartite";"point"
"P22_240";327;"P22";"pollination";"Insects";NA;51,069394;-2,4322512;NA;"bipartite";"point"
"P22_241";328;"P22";"pollination";"Insects";NA;51,614902;-2,3436984;NA;"bipartite";"point"
"P22_242";329;"P22";"pollination";"Insects";NA;51,694362;-2,1084028;NA;"bipartite";"point"
"P22_243";330;"P22";"pollination";"Insects";NA;51,638776;-2,1769368;NA;"bipartite";"point"
"P22_244";331;"P22";"pollination";"Insects";NA;51,685258;-2,0148078;NA;"bipartite";"point"
"P22_245";332;"P22";"pollination";"Insects";NA;51,142195;-2,2890993;NA;"bipartite";"point"
"P22_246";333;"P22";"pollination";"Insects";NA;51,338123;6,958527;NA;"bipartite";"point"
"P22_247";334;"P22";"pollination";"Insects";NA;39,078712;-96,561328;NA;"bipartite";"point"
"P22_248";335;"P22";"pollination";"Insects";NA;39,09423;-96,560339;NA;"bipartite";"point"
"P22_249";336;"P22";"pollination";"Insects";NA;39,099717;-96,582537;NA;"bipartite";"point"
"P22_250";337;"P22";"pollination";"Insects";NA;39,075087;-96,597495;NA;"bipartite";"point"
"P22_251";338;"P22";"pollination";"Insects";NA;39,07234;-96,577683;NA;"bipartite";"point"
"P22_252";339;"P22";"pollination";"Insects";NA;39,069865;-96,561422;NA;"bipartite";"point"
"P22_253";340;"P22";"pollination";"Insects";NA;39,09002;-96,593915;NA;"bipartite";"point"
"P22_254";341;"P22";"pollination";"Insects";NA;39,081334;-96,570469;NA;"bipartite";"point"
"P22_255";342;"P22";"pollination";"Insects";NA;39,081889;-96,604155;NA;"bipartite";"point"
"P22_256";343;"P22";"pollination";"Insects";NA;39,073931;-96,596165;NA;"bipartite";"point"
"P22_257";344;"P22";"pollination";"Insects";NA;39,093945;-96,600924;NA;"bipartite";"point"
"P22_258";345;"P22";"pollination";"Insects";NA;39,088323;-96,574021;NA;"bipartite";"point"
"P22_259";346;"P22";"pollination";"Insects";NA;39,3;26,394444;NA;"bipartite";"point"
"P22_260";347;"P22";"pollination";"Hymenoptera";NA;59,996732;10,95677;NA;"bipartite";"point"
"P22_261";348;"P22";"pollination";"Insects";NA;-18,102698;-52,936063;NA;"bipartite";"point"
"P22_262";349;"P22";"pollination";"Insects";NA;-21,6842;-57,7778;NA;"bipartite";"point"
"P22_263";350;"P22";"pollination";"Insects";NA;-19,57441;-57,019735;NA;"bipartite";"point"
"P22_264";351;"P22";"pollination";"Insects";NA;-20,544167;-54,398333;NA;"bipartite";"point"
"P22_265";36;"P22";"pollination";"Hymenoptera";NA;39,28;-89,88;NA;"bipartite";"point"
"P22_266";360;"P22";"pollination";"Insects";NA;-30,620391;30,314487;NA;"bipartite";"point"
"P22_267";361;"P22";"pollination";"Insects";NA;-30,638878;30,3265861243655;NA;"bipartite";"point"
"P22_268";362;"P22";"pollination";"Insects";NA;-30,648614;30,3256505317031;NA;"bipartite";"point"
"P22_269";363;"P22";"pollination";"Insects";NA;-30,648089;30,3015688065382;NA;"bipartite";"point"
"P22_270";364;"P22";"pollination";"Insects";NA;-30,651055;30,2924735618964;NA;"bipartite";"point"
"P22_271";365;"P22";"pollination";"Insects";NA;-30,666604;30,2665413032528;NA;"bipartite";"point"
"P22_272";366;"P22";"pollination";"Insects";NA;-30,683686;30,2685955729348;NA;"bipartite";"point"
"P22_273";367;"P22";"pollination";"Insects";NA;-30,695795;30,2699659131055;NA;"bipartite";"point"
"P22_274";368;"P22";"pollination";"Insects";NA;-30,71145;30,2672284146026;NA;"bipartite";"point"
"P22_275";369;"P22";"pollination";"Insects";NA;-30,713531;30,2770128650517;NA;"bipartite";"point"
"P22_276";37;"P22";"pollination";"Insects";NA;49,78;9,97;NA;"bipartite";"point"
"P22_277";370;"P22";"pollination";"Insects";NA;-30,717052;30,2639492482351;NA;"bipartite";"point"
"P22_278";371;"P22";"pollination";"Insects";NA;-30,719716;30,274030909156;NA;"bipartite";"point"
"P22_279";372;"P22";"pollination";"Insects";NA;-30,727013;30,3252932094196;NA;"bipartite";"point"
"P22_280";373;"P22";"pollination";"Insects";NA;-30,773463;30,2868771415662;NA;"bipartite";"point"
