"network_id";"original_id";"network_db";"network_interaction";"main_animal_taxa";"network_year";"network_lat";"network_lon";"habitat_type";"network_topology_type";"network_spatial_type"
"M22_83";"net_083";"M22";"frugivory";"Birds";"2013";40,3;-8,5;NA;"bipartite";"Point"
"M22_84";"net_084";"M22";"frugivory";"Birds";"2010";-0,66;-90,32;NA;"bipartite";"Point"
"M22_85";"net_085";"M22";"frugivory";"Birds";"2010";-0,91;-89,43;NA;"bipartite";"Point"
"M22_86";"net_086";"M22";"frugivory";"Birds";"2010";-0,89;-89,49;NA;"bipartite";"Point"
"M22_87";"net_087";"M22";"frugivory";"Birds";"2014";-19,95;34,37;NA;"bipartite";"Point"
"M22_88";"net_088";"M22";"frugivory";"Birds";"2005";13,704;80,194;NA;"bipartite";"Point"
"M22_89";"net_089";"M22";"frugivory";"Birds";"2013";-5,05;-37,516667;NA;"bipartite";"Point"
"M22_90";"net_090";"M22";"frugivory";"Birds";"1977";-7,22;146,808;NA;"bipartite";"Point"
"M22_91";"net_091";"M22";"frugivory";"Birds";"1990";-9,45;147,35;NA;"bipartite";"Point"
"M22_92";"net_092";"M22";"frugivory";"Birds";"1998";-29,116667;26,166667;NA;"bipartite";"Point"
"M22_93";"net_093";"M22";"frugivory";"Birds";"1997";-37,616667;144,416667;NA;"bipartite";"Point"
"M22_94";"net_094";"M22";"frugivory";"Birds";"1987";-37,716667;145,566667;NA;"bipartite";"Point"
"M22_95";"net_095";"M22";"frugivory";"Birds";"1992";-41,332022;173,047986;NA;"bipartite";"Point"
"M22_96";"net_096";"M22";"frugivory";"Birds";"1992";-41,324851;173,262637;NA;"bipartite";"Point"
"M22_97";"net_097";"M22";"frugivory";"Birds";"1992";-41,406153;173,039155;NA;"bipartite";"Point"
"M22_98";"net_098";"M22";"frugivory";"Birds";"2002";-22,283333;-41,683333;NA;"bipartite";"Point"
"M22_99";"net_099";"M22";"frugivory";"Birds";"1988";-15,95;-47,97;NA;"bipartite";"Point"
"M22_100";"net_100";"M22";"frugivory";"Birds";"1993";-19,77;-40,04;NA;"bipartite";"Point"
"M22_101";"net_101";"M22";"frugivory";"Birds";"2009";-23,366667;-46,6;NA;"bipartite";"Point"
"M22_102";"net_102";"M22";"frugivory";"Birds";"2003";-19,57;-56,2;NA;"bipartite";"Point"
"M22_103";"net_103";"M22";"frugivory";"Birds";"2017";-22,394069;-47,540472;NA;"bipartite";"Point"
"M22_104";"net_104";"M22";"frugivory";"Birds";"1997";-21,725833;-48,018611;NA;"bipartite";"Point"
"M22_105";"net_105";"M22";"frugivory";"Birds";"2008";-24,73;-64,675;NA;"bipartite";"Point"
"M22_106";"net_106";"M22";"frugivory";"Birds";"2008";-27,25;-65,888;NA;"bipartite";"Point"
"M22_107";"net_107";"M22";"frugivory";"Birds";"2008";-27,226;-65,625;NA;"bipartite";"Point"
"M22_108";"net_108";"M22";"frugivory";"Birds";"2008";-26,8;-65,3;NA;"bipartite";"Point"
"M22_109";"net_109";"M22";"frugivory";"Birds";"2008";-24,756;-64,693;NA;"bipartite";"Point"
"M22_110";"net_110";"M22";"frugivory";"Birds";"2008";-27,03;-65,773;NA;"bipartite";"Point"
"M22_111";"net_111";"M22";"frugivory";"Birds";"2008";-24,098;-64,448;NA;"bipartite";"Point"
"M22_112";"net_112";"M22";"frugivory";"Birds";"2008";-23,689;-64,878;NA;"bipartite";"Point"
"M22_113";"net_113";"M22";"frugivory";"Birds";"2008";-23,693;-64,868;NA;"bipartite";"Point"
"M22_114";"net_114";"M22";"frugivory";"Birds";"2008";-22,278;-64,71;NA;"bipartite";"Point"
"M22_115";"net_115";"M22";"frugivory";"Birds";"2008";-26,75;-65,333;NA;"bipartite";"Point"
"M22_116";"net_116";"M22";"frugivory";"Birds";"2010";-26,799;-65,335;NA;"bipartite";"Point"
"M22_117";"net_117";"M22";"frugivory";"Birds";"2017";-15,35;-39,2;NA;"bipartite";"Point"
"M22_118";"net_118";"M22";"frugivory";"Birds";"2017";-15,21;-39,14;NA;"bipartite";"Point"
"M22_119";"net_119";"M22";"frugivory";"Birds";"2017";-15,13;-39,12;NA;"bipartite";"Point"
"M22_120";"net_120";"M22";"frugivory";"Birds";"2017";-15,25;-39,08;NA;"bipartite";"Point"
"M22_121";"net_121";"M22";"frugivory";"Birds";"2017";-15,26;-39,09;NA;"bipartite";"Point"
"M22_122";"net_122";"M22";"frugivory";"Birds";"2001";10,284167;-84,046389;NA;"bipartite";"Point"
"M22_123";"net_123";"M22";"frugivory";"Birds";"1971";-17,85;146,08;NA;"bipartite";"Point"
"M22_124";"net_124";"M22";"frugivory";"Birds";"2017";10,35;77,04;NA;"bipartite";"Point"
"M22_125";"net_125";"M22";"frugivory";"Birds";"2014";31,066;103,71;NA;"bipartite";"Point"
"M22_126";"net_126";"M22";"frugivory";"Birds";"2014";31,055;103,741;NA;"bipartite";"Point"
"M22_127";"net_127";"M22";"frugivory";"Birds";"2014";31,055;103,728;NA;"bipartite";"Point"
"M22_128";"net_128";"M22";"frugivory";"Birds";"2014";31,064;103,72;NA;"bipartite";"Point"
"M22_129";"net_129";"M22";"frugivory";"Birds";"2014";31,055;103,72;NA;"bipartite";"Point"
"M22_130";"net_130";"M22";"frugivory";"Birds";"2014";31,083;103,699;NA;"bipartite";"Point"
"M22_131";"net_131";"M22";"frugivory";"Birds";"2014";31,086;103,719;NA;"bipartite";"Point"
"M22_132";"net_132";"M22";"frugivory";"Birds";"2014";31,086;103,726;NA;"bipartite";"Point"
"M22_133";"net_133";"M22";"frugivory";"Birds";"2014";31,083;103,718;NA;"bipartite";"Point"
"M22_134";"net_134";"M22";"frugivory";"Birds";"2014";31,056;103,723;NA;"bipartite";"Point"
"M22_135";"net_135";"M22";"frugivory";"Birds";"2014";31,059;103,72;NA;"bipartite";"Point"
"M22_136";"net_136";"M22";"frugivory";"Birds";"2014";31,046;103,729;NA;"bipartite";"Point"
"M22_137";"net_137";"M22";"frugivory";"Birds";"2014";31,052;103,729;NA;"bipartite";"Point"
"M22_138";"net_138";"M22";"frugivory";"Birds";"1978";37,983333;-2,9;NA;"bipartite";"Point"
"M22_139";"net_139";"M22";"frugivory";"Birds";"1978";37,38;-5,71;NA;"bipartite";"Point"
"M22_140";"net_140";"M22";"frugivory";"Birds";"2010";50,3;8,66;NA;"bipartite";"Point"
"M22_141";"net_141";"M22";"frugivory";"Birds";"1997";51,15;9;NA;"bipartite";"Point"
"M22_142";"net_142";"M22";"frugivory";"Birds";"2013";-3,233157989;37,2692454;NA;"bipartite";"Point"
"M22_143";"net_143";"M22";"frugivory";"Birds";"2013";-3,247886238;37,32028297;NA;"bipartite";"Point"
"M22_144";"net_144";"M22";"frugivory";"Birds";"2013";-3,275100875;37,47032803;NA;"bipartite";"Point"
"M22_145";"net_145";"M22";"frugivory";"Birds";"2013";-3,167537766;37,23626359;NA;"bipartite";"Point"
"M22_146";"net_146";"M22";"frugivory";"Birds";"2013";-3,211876699;37,3432687;NA;"bipartite";"Point"
"M22_147";"net_147";"M22";"frugivory";"Birds";"2013";-3,26038475;37,41801168;NA;"bipartite";"Point"
"M22_148";"net_148";"M22";"frugivory";"Birds";"2013";-3,257719292;37,42020749;NA;"bipartite";"Point"
"M22_149";"net_149";"M22";"frugivory";"Birds";"2013";-3,22595096;37,5189384;NA;"bipartite";"Point"
"M22_150";"net_150";"M22";"frugivory";"Birds";"2013";-3,144845947;37,24309581;NA;"bipartite";"Point"
"M22_151";"net_151";"M22";"frugivory";"Birds";"2013";-3,136851541;37,24543879;NA;"bipartite";"Point"
"M22_152";"net_152";"M22";"frugivory";"Birds";"2013";-3,139955749;37,30308457;NA;"bipartite";"Point"
"M22_153";"net_153";"M22";"frugivory";"Birds";"2013";-3,138534532;37,30534084;NA;"bipartite";"Point"
"M22_154";"net_154";"M22";"frugivory";"Birds";"2013";-3,172244156;37,35827275;NA;"bipartite";"Point"
"M22_155";"net_155";"M22";"frugivory";"Birds";"2013";-3,151178436;37,289887;NA;"bipartite";"Point"
"M22_156";"net_156";"M22";"frugivory";"Birds";"2013";-3,183720573;37,35836237;NA;"bipartite";"Point"
"M22_157";"net_157";"M22";"frugivory";"Birds";"2013";-3,193669156;37,51403702;NA;"bipartite";"Point"
"M22_158";"net_158";"M22";"frugivory";"Birds";"2013";-3,201863047;37,51592989;NA;"bipartite";"Point"
"M22_159";"net_159";"M22";"frugivory";"Birds";"2013";-3,189846506;37,4390391;NA;"bipartite";"Point"
"M22_160";"net_160";"M22";"frugivory";"Birds";"2013";-3,103577247;37,26038652;NA;"bipartite";"Point"
"M22_161";"net_161";"M22";"frugivory";"Birds";"2013";-3,16585932;37,36258568;NA;"bipartite";"Point"
"M22_162";"net_162";"M22";"frugivory";"Birds";"2013";-3,161600521;37,36315732;NA;"bipartite";"Point"
"M22_163";"net_163";"M22";"frugivory";"Birds";"2013";-3,193589041;37,44210038;NA;"bipartite";"Point"
"M22_164";"net_164";"M22";"frugivory";"Birds";"2013";-3,178855852;37,51259698;NA;"bipartite";"Point"
"M22_165";"net_165";"M22";"frugivory";"Birds";"2013";-3,180214603;37,24803575;NA;"bipartite";"Point"
"M22_166";"net_166";"M22";"frugivory";"Birds";"2013";-3,304160602;37,50123537;NA;"bipartite";"Point"
"M22_167";"net_167";"M22";"frugivory";"Birds";"2013";-3,33230911;37,50440286;NA;"bipartite";"Point"
"M22_168";"net_168";"M22";"frugivory";"Birds";"2013";-3,299323773;37,616276;NA;"bipartite";"Point"
"M22_169";"net_169";"M22";"frugivory";"Birds";"2013";-3,186086095;37,25500505;NA;"bipartite";"Point"
"M22_170";"net_170";"M22";"frugivory";"Birds";"2013";-3,273239826;37,60444526;NA;"bipartite";"Point"
"M22_171";"net_171";"M22";"frugivory";"Birds";"2013";-3,324067604;37,67476896;NA;"bipartite";"Point"
"M22_172";"net_172";"M22";"frugivory";"Birds";"2013";-3,374798389;37,45488224;NA;"bipartite";"Point"
"M22_173";"net_173";"M22";"frugivory";"Birds";"2013";-3,380924975;37,4965256;NA;"bipartite";"Point"
"M22_174";"net_174";"M22";"frugivory";"Birds";"2013";-3,330329109;37,64309873;NA;"bipartite";"Point"
"M22_175";"net_175";"M22";"frugivory";"Birds";"2013";-3,318823282;37,68287222;NA;"bipartite";"Point"
"M22_176";"net_176";"M22";"frugivory";"Birds";"2013";-3,307654271;37,68401527;NA;"bipartite";"Point"
"M22_177";"net_177";"M22";"frugivory";"Birds";"2010";-16,4;-67,5;NA;"bipartite";"Point"
"M22_178";"net_178";"M22";"frugivory";"Birds";"2012";4,72;-75,57;NA;"bipartite";"Point"
"M22_179";"net_179";"M22";"frugivory";"Birds";"2012";4,7;-75,48;NA;"bipartite";"Point"
"M22_180";"net_180";"M22";"frugivory";"Birds";"2014";-3,96;-79,06;NA;"bipartite";"Point"
"M22_181";"net_181";"M22";"frugivory";"Birds";"2014";-4,1;-79,166;NA;"bipartite";"Point"
"M22_182";"net_182";"M22";"frugivory";"Birds";"2009";-13,05;-71,54;NA;"bipartite";"Point"
"M22_183";"net_183";"M22";"frugivory";"Birds";"2009";-13,17;-71,58;NA;"bipartite";"Point"
"M22_184";"net_184";"M22";"frugivory";"Birds";"2011";9,70578;-69,578085;NA;"bipartite";"Point"
"M22_185";"net_185";"M22";"frugivory";"Birds";"2011";10,3891;-67,02;NA;"bipartite";"Point"
"M22_186";"net_186";"M22";"frugivory";"Birds";"1987";10,3;79,85;NA;"bipartite";"Point"
"M22_187";"net_187";"M22";"frugivory";"Birds";"2003";20,6;-156,333333;NA;"bipartite";"Point"
"M22_188";"net_188";"M22";"frugivory";"Birds";"1997";-3,37;38,33;NA;"bipartite";"Point"
"M22_189";"net_189";"M22";"frugivory";"Birds";"1980";40,13;-88,17;NA;"bipartite";"Point"
"M22_190";"net_190";"M22";"frugivory";"Birds";"2007";-17,533333;-149,833333;NA;"bipartite";"Point"
"M22_191";"net_191";"M22";"frugivory";"Birds";"2008";10,47;-83,51;NA;"bipartite";"Point"
"M22_192";"net_192";"M22";"frugivory";"Birds";"1997";24,8;121,25;NA;"bipartite";"Point"
"M22_193";"net_193";"M22";"frugivory";"Birds";"2003";22,458333;91,775;NA;"bipartite";"Point"
"M22_194";"net_194";"M22";"frugivory";"Birds";"1985";10,42;-84,01;NA;"bipartite";"Point"
"M22_195";"net_195";"M22";"frugivory";"Birds";"1985";10,416667;-84,016667;NA;"bipartite";"Point"
"M22_196";"net_196";"M22";"frugivory";"Birds";"1992";39,14;2,94;NA;"bipartite";"Point"
