"network_id";"node_from";"node_to";"link_type";"link_direction";"link_value";"link_units"
"AI22_729";"AI22_node_2055";"AI22_node_183";"pollination";NA;NA;NA
"AI22_729";"AI22_node_500";"AI22_node_183";"pollination";NA;NA;NA
"AI22_729";"AI22_node_1134";"AI22_node_183";"pollination";NA;NA;NA
"AI22_729";"AI22_node_725";"AI22_node_183";"pollination";NA;NA;NA
"AI22_729";"AI22_node_1134";"AI22_node_183";"pollination";NA;NA;NA
"AI22_729";"AI22_node_1134";"AI22_node_183";"pollination";NA;NA;NA
"AI22_729";"AI22_node_1134";"AI22_node_183";"pollination";NA;NA;NA
"AI22_729";"AI22_node_2844";"AI22_node_183";"pollination";NA;NA;NA
"AI22_729";"AI22_node_2472";"AI22_node_183";"pollination";NA;NA;NA
"AI22_729";"AI22_node_3001";"AI22_node_183";"pollination";NA;NA;NA
"AI22_729";"AI22_node_3001";"AI22_node_183";"pollination";NA;NA;NA
"AI22_729";"AI22_node_3001";"AI22_node_183";"pollination";NA;NA;NA
"AI22_729";"AI22_node_1134";"AI22_node_183";"pollination";NA;NA;NA
"AI22_729";"AI22_node_1134";"AI22_node_183";"pollination";NA;NA;NA
"AI22_725";"AI22_node_2990";"AI22_node_968";"pollination";NA;NA;NA
"AI22_725";"AI22_node_2990";"AI22_node_968";"pollination";NA;NA;NA
"AI22_712";"AI22_node_2990";"AI22_node_1071";"pollination";NA;NA;NA
"AI22_712";"AI22_node_2990";"AI22_node_1071";"pollination";NA;NA;NA
"AI22_712";"AI22_node_2990";"AI22_node_1071";"pollination";NA;NA;NA
"AI22_712";"AI22_node_2990";"AI22_node_1071";"pollination";NA;NA;NA
"AI22_712";"AI22_node_2990";"AI22_node_1071";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2083";"AI22_node_1342";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_394";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_1342";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2083";"AI22_node_1342";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2083";"AI22_node_1342";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_394";"pollination";NA;NA;NA
"AI22_712";"AI22_node_2990";"AI22_node_1449";"pollination";NA;NA;NA
"AI22_712";"AI22_node_2990";"AI22_node_1449";"pollination";NA;NA;NA
"AI22_712";"AI22_node_2990";"AI22_node_1071";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2083";"AI22_node_1342";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_1795";"pollination";NA;NA;NA
"AI22_709";"AI22_node_3001";"AI22_node_1342";"pollination";NA;NA;NA
"AI22_745";"AI22_node_2990";"AI22_node_1818";"pollination";NA;NA;NA
"AI22_745";"AI22_node_1189";"AI22_node_1180";"pollination";NA;NA;NA
"AI22_745";"AI22_node_2966";"AI22_node_1180";"pollination";NA;NA;NA
"AI22_793";"AI22_node_2990";"AI22_node_2680";"pollination";NA;NA;NA
"AI22_796";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_796";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_796";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_796";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_800";"AI22_node_3001";"AI22_node_1671";"pollination";NA;NA;NA
"AI22_655";"AI22_node_2990";"AI22_node_1422";"pollination";NA;NA;NA
"AI22_646";"AI22_node_2990";"AI22_node_2828";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_362";"pollination";NA;NA;NA
"AI22_847";"AI22_node_3001";"AI22_node_362";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_362";"pollination";NA;NA;NA
"AI22_851";"AI22_node_1189";"AI22_node_2762";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_362";"pollination";NA;NA;NA
"AI22_838";"AI22_node_836";"AI22_node_3088";"pollination";NA;NA;NA
"AI22_838";"AI22_node_2990";"AI22_node_1448";"pollination";NA;NA;NA
"AI22_835";"AI22_node_2990";"AI22_node_968";"pollination";NA;NA;NA
"AI22_835";"AI22_node_2990";"AI22_node_1666";"pollination";NA;NA;NA
"AI22_838";"AI22_node_2990";"AI22_node_2857";"pollination";NA;NA;NA
"AI22_766";"AI22_node_2816";"AI22_node_2873";"pollination";NA;NA;NA
"AI22_764";"AI22_node_2990";"AI22_node_1180";"pollination";NA;NA;NA
"AI22_764";"AI22_node_2990";"AI22_node_1180";"pollination";NA;NA;NA
"AI22_764";"AI22_node_2966";"AI22_node_1180";"pollination";NA;NA;NA
"AI22_764";"AI22_node_2990";"AI22_node_1180";"pollination";NA;NA;NA
"AI22_729";"AI22_node_2515";"AI22_node_183";"pollination";NA;NA;NA
"AI22_729";"AI22_node_2515";"AI22_node_183";"pollination";NA;NA;NA
"AI22_778";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_778";"AI22_node_2966";"AI22_node_394";"pollination";NA;NA;NA
"AI22_778";"AI22_node_2990";"AI22_node_394";"pollination";NA;NA;NA
"AI22_778";"AI22_node_2990";"AI22_node_394";"pollination";NA;NA;NA
"AI22_728";"AI22_node_2990";"AI22_node_2072";"pollination";NA;NA;NA
"AI22_728";"AI22_node_2055";"AI22_node_2072";"pollination";NA;NA;NA
"AI22_728";"AI22_node_2055";"AI22_node_2072";"pollination";NA;NA;NA
"AI22_728";"AI22_node_3001";"AI22_node_2072";"pollination";NA;NA;NA
"AI22_728";"AI22_node_2055";"AI22_node_2072";"pollination";NA;NA;NA
"AI22_728";"AI22_node_500";"AI22_node_2072";"pollination";NA;NA;NA
"AI22_722";"AI22_node_2990";"AI22_node_207";"pollination";NA;NA;NA
"AI22_642";"AI22_node_2990";"AI22_node_1223";"pollination";NA;NA;NA
"AI22_642";"AI22_node_3001";"AI22_node_2934";"pollination";NA;NA;NA
"AI22_642";"AI22_node_2990";"AI22_node_91";"pollination";NA;NA;NA
"AI22_642";"AI22_node_2990";"AI22_node_91";"pollination";NA;NA;NA
"AI22_642";"AI22_node_2990";"AI22_node_91";"pollination";NA;NA;NA
"AI22_642";"AI22_node_3001";"AI22_node_1615";"pollination";NA;NA;NA
"AI22_642";"AI22_node_2990";"AI22_node_91";"pollination";NA;NA;NA
"AI22_642";"AI22_node_3001";"AI22_node_2876";"pollination";NA;NA;NA
"AI22_881";"AI22_node_2990";"AI22_node_207";"pollination";NA;NA;NA
"AI22_881";"AI22_node_3001";"AI22_node_1666";"pollination";NA;NA;NA
"AI22_881";"AI22_node_2990";"AI22_node_1666";"pollination";NA;NA;NA
"AI22_881";"AI22_node_2990";"AI22_node_1180";"pollination";NA;NA;NA
"AI22_881";"AI22_node_3001";"AI22_node_1180";"pollination";NA;NA;NA
"AI22_881";"AI22_node_3001";"AI22_node_1180";"pollination";NA;NA;NA
"AI22_879";"AI22_node_2990";"AI22_node_1799";"pollination";NA;NA;NA
"AI22_811";"AI22_node_2990";"AI22_node_968";"pollination";NA;NA;NA
"AI22_815";"AI22_node_3001";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_639";"AI22_node_2990";"AI22_node_1004";"pollination";NA;NA;NA
"AI22_642";"AI22_node_2990";"AI22_node_751";"pollination";NA;NA;NA
"AI22_760";"AI22_node_1770";"AI22_node_2680";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_2527";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_2527";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_2527";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_2527";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_2527";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_847";"AI22_node_3001";"AI22_node_362";"pollination";NA;NA;NA
"AI22_847";"AI22_node_3001";"AI22_node_362";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_362";"pollination";NA;NA;NA
"AI22_847";"AI22_node_2990";"AI22_node_362";"pollination";NA;NA;NA
"AI22_851";"AI22_node_2990";"AI22_node_394";"pollination";NA;NA;NA
"AI22_851";"AI22_node_2990";"AI22_node_394";"pollination";NA;NA;NA
"AI22_727";"AI22_node_3001";"AI22_node_1461";"pollination";NA;NA;NA
"AI22_727";"AI22_node_3001";"AI22_node_1461";"pollination";NA;NA;NA
"AI22_727";"AI22_node_1770";"AI22_node_1461";"pollination";NA;NA;NA
"AI22_724";"AI22_node_2990";"AI22_node_10";"pollination";NA;NA;NA
"AI22_722";"AI22_node_2966";"AI22_node_2935";"pollination";NA;NA;NA
"AI22_724";"AI22_node_2990";"AI22_node_63";"pollination";NA;NA;NA
"AI22_722";"AI22_node_2990";"AI22_node_394";"pollination";NA;NA;NA
"AI22_879";"AI22_node_2922";"AI22_node_1696";"pollination";NA;NA;NA
"AI22_807";"AI22_node_2262";"AI22_node_2072";"pollination";NA;NA;NA
"AI22_807";"AI22_node_1819";"AI22_node_2072";"pollination";NA;NA;NA
"AI22_807";"AI22_node_500";"AI22_node_2072";"pollination";NA;NA;NA
"AI22_809";"AI22_node_1770";"AI22_node_3329";"pollination";NA;NA;NA
"AI22_807";"AI22_node_1770";"AI22_node_2072";"pollination";NA;NA;NA
"AI22_807";"AI22_node_2055";"AI22_node_2072";"pollination";NA;NA;NA
"AI22_815";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_815";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_815";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_811";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_815";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_815";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_815";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_650";"AI22_node_2990";"AI22_node_2828";"pollination";NA;NA;NA
"AI22_644";"AI22_node_2990";"AI22_node_1006";"pollination";NA;NA;NA
"AI22_652";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_652";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_650";"AI22_node_2990";"AI22_node_2828";"pollination";NA;NA;NA
"AI22_650";"AI22_node_2990";"AI22_node_2828";"pollination";NA;NA;NA
"AI22_652";"AI22_node_1072";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_644";"AI22_node_2990";"AI22_node_1006";"pollination";NA;NA;NA
"AI22_650";"AI22_node_2990";"AI22_node_2828";"pollination";NA;NA;NA
"AI22_650";"AI22_node_2990";"AI22_node_2828";"pollination";NA;NA;NA
"AI22_766";"AI22_node_3001";"AI22_node_2387";"pollination";NA;NA;NA
"AI22_772";"AI22_node_2990";"AI22_node_222";"pollination";NA;NA;NA
"AI22_768";"AI22_node_2990";"AI22_node_1180";"pollination";NA;NA;NA
"AI22_756";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_840";"AI22_node_2990";"AI22_node_33";"pollination";NA;NA;NA
"AI22_840";"AI22_node_2990";"AI22_node_33";"pollination";NA;NA;NA
"AI22_840";"AI22_node_3001";"AI22_node_1739";"pollination";NA;NA;NA
"AI22_840";"AI22_node_2990";"AI22_node_1739";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2399";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2399";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2399";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2399";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2399";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2399";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2399";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2399";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2399";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2399";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2401";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_828";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_828";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_828";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_828";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_828";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_828";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_828";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_828";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_1448";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_1448";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_1448";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_828";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_1739";"pollination";NA;NA;NA
"AI22_709";"AI22_node_2990";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_705";"AI22_node_2990";"AI22_node_394";"pollination";NA;NA;NA
"AI22_705";"AI22_node_2990";"AI22_node_394";"pollination";NA;NA;NA
"AI22_742";"AI22_node_270";"AI22_node_2264";"pollination";NA;NA;NA
"AI22_742";"AI22_node_268";"AI22_node_2264";"pollination";NA;NA;NA
"AI22_742";"AI22_node_635";"AI22_node_2668";"pollination";NA;NA;NA
"AI22_748";"AI22_node_302";"AI22_node_2490";"pollination";NA;NA;NA
"AI22_748";"AI22_node_635";"AI22_node_2490";"pollination";NA;NA;NA
"AI22_748";"AI22_node_639";"AI22_node_2490";"pollination";NA;NA;NA
"AI22_743";"AI22_node_1644";"AI22_node_422";"herbivory";NA;NA;NA
"AI22_743";"AI22_node_1656";"AI22_node_1026";"herbivory";NA;NA;NA
"AI22_743";"AI22_node_1644";"AI22_node_422";"herbivory";NA;NA;NA
"AI22_743";"AI22_node_1644";"AI22_node_422";"herbivory";NA;NA;NA
"AI22_795";"AI22_node_2510";"AI22_node_1630";"pollination";NA;NA;NA
"AI22_795";"AI22_node_2520";"AI22_node_1630";"pollination";NA;NA;NA
"AI22_795";"AI22_node_2510";"AI22_node_1630";"pollination";NA;NA;NA
"AI22_795";"AI22_node_2510";"AI22_node_1630";"pollination";NA;NA;NA
"AI22_795";"AI22_node_2363";"AI22_node_2935";"pollination";NA;NA;NA
"AI22_795";"AI22_node_1046";"AI22_node_2935";"pollination";NA;NA;NA
"AI22_794";"AI22_node_1656";"AI22_node_1180";"herbivory";NA;NA;NA
"AI22_795";"AI22_node_2515";"AI22_node_942";"pollination";NA;NA;NA
"AI22_795";"AI22_node_2378";"AI22_node_942";"pollination";NA;NA;NA
"AI22_794";"AI22_node_1644";"AI22_node_1186";"herbivory";NA;NA;NA
"AI22_795";"AI22_node_2378";"AI22_node_942";"pollination";NA;NA;NA
"AI22_795";"AI22_node_2378";"AI22_node_942";"pollination";NA;NA;NA
"AI22_795";"AI22_node_171";"AI22_node_1186";"pollination";NA;NA;NA
"AI22_795";"AI22_node_171";"AI22_node_1029";"pollination";NA;NA;NA
"AI22_795";"AI22_node_171";"AI22_node_1029";"pollination";NA;NA;NA
"AI22_795";"AI22_node_2378";"AI22_node_1029";"pollination";NA;NA;NA
"AI22_794";"AI22_node_1644";"AI22_node_1029";"herbivory";NA;NA;NA
"AI22_795";"AI22_node_2520";"AI22_node_1630";"pollination";NA;NA;NA
"AI22_795";"AI22_node_2520";"AI22_node_1630";"pollination";NA;NA;NA
"AI22_795";"AI22_node_2372";"AI22_node_968";"pollination";NA;NA;NA
"AI22_795";"AI22_node_2373";"AI22_node_2935";"pollination";NA;NA;NA
"AI22_795";"AI22_node_3184";"AI22_node_942";"pollination";NA;NA;NA
"AI22_794";"AI22_node_1644";"AI22_node_942";"herbivory";NA;NA;NA
"AI22_795";"AI22_node_2378";"AI22_node_942";"pollination";NA;NA;NA
"AI22_659";"AI22_node_1644";"AI22_node_2677";"herbivory";NA;NA;NA
"AI22_660";"AI22_node_2210";"AI22_node_2677";"pollination";NA;NA;NA
"AI22_660";"AI22_node_171";"AI22_node_2677";"pollination";NA;NA;NA
"AI22_660";"AI22_node_635";"AI22_node_2677";"pollination";NA;NA;NA
"AI22_660";"AI22_node_314";"AI22_node_2677";"pollination";NA;NA;NA
"AI22_660";"AI22_node_2209";"AI22_node_951";"pollination";NA;NA;NA
"AI22_660";"AI22_node_314";"AI22_node_2677";"pollination";NA;NA;NA
"AI22_660";"AI22_node_639";"AI22_node_2677";"pollination";NA;NA;NA
"AI22_659";"AI22_node_1644";"AI22_node_2677";"herbivory";NA;NA;NA
"AI22_660";"AI22_node_635";"AI22_node_2677";"pollination";NA;NA;NA
"AI22_660";"AI22_node_2287";"AI22_node_951";"pollination";NA;NA;NA
"AI22_659";"AI22_node_1644";"AI22_node_2677";"herbivory";NA;NA;NA
"AI22_659";"AI22_node_1644";"AI22_node_2677";"herbivory";NA;NA;NA
"AI22_660";"AI22_node_639";"AI22_node_2677";"pollination";NA;NA;NA
"AI22_656";"AI22_node_3046";"AI22_node_2828";"pollination";NA;NA;NA
"AI22_656";"AI22_node_246";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_656";"AI22_node_3046";"AI22_node_2828";"pollination";NA;NA;NA
"AI22_656";"AI22_node_3047";"AI22_node_2828";"pollination";NA;NA;NA
"AI22_656";"AI22_node_3047";"AI22_node_99";"pollination";NA;NA;NA
"AI22_656";"AI22_node_3046";"AI22_node_2828";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3043";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2373";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_255";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3060";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2378";"AI22_node_968";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3059";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2043";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2365";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3065";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3043";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2628";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2628";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3060";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3059";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3064";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2372";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_255";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_650";"AI22_node_2759";"pollination";NA;NA;NA
"AI22_836";"AI22_node_332";"AI22_node_1448";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2510";"AI22_node_1448";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2378";"AI22_node_1448";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2378";"AI22_node_1448";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2378";"AI22_node_2876";"pollination";NA;NA;NA
"AI22_836";"AI22_node_184";"AI22_node_1180";"pollination";NA;NA;NA
"AI22_836";"AI22_node_171";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2043";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2043";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_250";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_246";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_246";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2735";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2735";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2735";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2378";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2735";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2735";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2735";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_171";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2043";"AI22_node_2855";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2373";"AI22_node_968";"pollination";NA;NA;NA
"AI22_836";"AI22_node_644";"AI22_node_968";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2735";"AI22_node_968";"pollination";NA;NA;NA
"AI22_836";"AI22_node_635";"AI22_node_968";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3047";"AI22_node_2983";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3058";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2040";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_255";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3043";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2372";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_171";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_2355";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3064";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
"AI22_836";"AI22_node_3053";"AI22_node_1849";"pollination";NA;NA;NA
