Name,Nrow,Ncol,Is connected,lat,long
M_PL_Carstensen2017_Brazil_Cedro,71,27,TRUE,-19.23130714,-43.5763362
M_PL_Carstensen2017_Brazil_Elefante,75,31,TRUE,-19.29266995,-43.55565904
M_PL_Carstensen2017_Brazil_Gigante,174,81,TRUE,-19.24661242,-43.51032428
M_PL_Carstensen2017_Brazil_Midway,52,24,TRUE,-19.26923469,-43.55039133
M_PL_Carstensen2017_Brazil_Paulino,83,24,TRUE,-19.25743614,-43.58383411
M_PL_Carstensen2017_Brazil_Soizig,66,21,TRUE,-19.27217794,-43.57984283
M_PL_Carstensen2017_Brazil_Tinkerbell,57,20,TRUE,-19.21938103,-43.58317506
M_PL_Carstensen2017_ElHierro,54,11,TRUE,27.80514766,-17.89587563
M_PL_Carstensen2017_Fuerteventura,56,9,TRUE,28.56498952,-13.89192947
M_PL_Carstensen2017_Gomera,52,15,TRUE,28.03998886,-17.22669092
M_PL_Carstensen2017_GranCanaria,49,11,TRUE,27.91371303,-15.43052941
M_PL_Carstensen2017_TenerifeSyd,68,16,TRUE,28.22260593,-16.41740808
M_PL_Carstensen2017_Teno,59,19,TRUE,28.36131476,-16.9044184
M_PL_Carstensen2017_WesternSahara,60,12,TRUE,26.28972499,-14.22675202
M_PL_Clements1923,270,91,TRUE,38.86273981,-105.0439797
M_PL_Cotton,29,14,TRUE,-3.82,-70.27
M_PL_Dicks2002-1,61,17,TRUE,52.762395,1.575388191
M_PL_Dicks2002-2,35,15,TRUE,52.413173,1.097431645
M_PL_Dupont2003,38,11,TRUE,28.21726195,-16.63350255
M_PL_Dupont2009-1,186,19,TRUE,56.066667,9.266667
M_PL_Dupont2009-2,236,30,TRUE,56.1,9.1
M_PL_Elberling1999,118,23,TRUE,68.35228047,18.49942393
M_PL_Gilarranz_2015_Amarante,36,63,TRUE,-37.84201471,-58.35858081
M_PL_Gilarranz_2015_Barrosa,35,57,TRUE,-37.73903582,-58.2315505
M_PL_Gilarranz_2015_CincoCerros,32,62,TRUE,-37.73903582,-58.2315505
M_PL_Gilarranz_2015_Difunito,37,78,TRUE,-37.75720763,-58.24848222
M_PL_Gilarranz_2015_Difuntos,24,68,TRUE,-37.88535403,-57.84195508
M_PL_Gilarranz_2015_ElMorro,16,66,TRUE,-37.73848326,-58.43347238
M_PL_Gilarranz_2015_LaBrava,23,57,TRUE,-37.87288103,-57.99225969
M_PL_Gilarranz_2015_LaChata,32,60,TRUE,-37.87547222,-58.38000201
M_PL_Gilarranz_2015_LaPaja,28,48,TRUE,-37.75336478,-58.28485516
M_PL_Gilarranz_2015_PiedraAlta,22,66,TRUE,-37.73223965,-58.31179325
M_PL_Gilarranz_2015_Vigilancia,33,73,TRUE,-37.87268337,-58.03099394
M_PL_Gilarranz_2015_Volcan,34,68,TRUE,-37.85078886,-58.06569747
M_PL_Herrera1988,56,169,TRUE,37.01714084,-6.550107049
M_PL_High_mountain_matrix_Norfolk,26,32,TRUE,28.55773359,33.9324786
M_PL_Hocking1968,80,28,TRUE,81.82657197,-71.30822345
M_PL_Inoue1990,114,883,TRUE,35.166667,135.866667
M_PL_Inouye1988,84,39,TRUE,-36.3506513,148.3315771
M_PL_Kaiser-Bunbury_2010_060_01,11,39,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_02,12,38,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_03,13,45,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_04,21,46,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_05,32,53,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_06,25,44,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_07,29,39,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_08,19,28,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_09,17,39,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_10,12,23,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_11,14,20,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_12,10,25,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_13,6,30,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_14,11,37,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_15,14,37,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_16,17,39,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_17,17,35,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_18,20,28,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_19,18,13,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_20,12,18,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_21,6,22,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_22,13,31,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_23,12,27,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2010_060_24,13,23,TRUE,-20.07815291,57.52891725
M_PL_Kaiser-Bunbury_2014_061_01,5,12,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_02,5,17,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_03,6,14,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_04,7,13,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_05,12,22,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_06,11,24,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_07,8,22,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_08,6,19,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_09,6,10,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_10,5,14,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_11,5,11,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_12,7,12,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_13,7,19,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_14,5,10,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_15,6,18,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_16,8,19,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_17,5,7,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_18,11,18,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_19,11,21,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_20,9,10,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_21,11,18,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_22,6,10,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_23,9,25,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_24,11,18,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_25,5,11,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_26,7,13,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_27,6,13,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_28,8,19,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_29,8,18,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_30,7,13,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_31,5,19,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_32,5,17,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_35,6,10,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_36,7,17,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_37,11,19,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_38,10,23,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_39,7,23,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_40,8,25,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_43,8,15,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_44,9,10,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_45,11,23,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_46,13,21,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_47,8,25,TRUE,-4.666484911,55.43332257
M_PL_Kaiser-Bunbury_2014_061_48,9,14,TRUE,-4.666484911,55.43332257
M_PL_Kakutani1990,308,106,TRUE,35.033333,135.783333
M_PL_Kantsa,166,37,TRUE,39.30341834,26.38318291
M_PL_Kato1990,676,90,TRUE,35.34608824,135.7588795
M_PL_Kato1993,365,91,TRUE,35.58513156,138.3837058
M_PL_Kato1996,192,61,TRUE,4.054015592,113.8337224
M_PL_Kato1996b,61,192,TRUE,35.65059327,136.083316
M_PL_Kato2000,605,107,TRUE,28.30847833,129.4203225
M_PL_LaraC,8,8,TRUE,19.23355615,-98.96670962
M_PL_Lara-Romero_2016_nevero-Encroachedpasture-1,8,28,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Encroachedpasture-10,14,42,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Encroachedpasture-2,8,28,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Encroachedpasture-3,8,30,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Encroachedpasture-4,9,31,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Encroachedpasture-5,9,27,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Encroachedpasture-6,6,21,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Encroachedpasture-7,12,23,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Encroachedpasture-8,12,55,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Encroachedpasture-9,10,37,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Pasture-1,7,25,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Pasture-2,7,27,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Pasture-3,6,20,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Pasture-4,8,23,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Pasture-5,7,22,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Pasture-6,6,15,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Pasture-8,9,26,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_nevero-Pasture-9,8,30,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Encroachedpasture-1,11,33,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Encroachedpasture-10,10,39,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Encroachedpasture-2,12,32,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Encroachedpasture-3,7,29,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Encroachedpasture-4,12,33,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Encroachedpasture-5,12,42,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Encroachedpasture-6,10,46,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Encroachedpasture-7,10,35,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Encroachedpasture-8,9,25,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Encroachedpasture-9,10,21,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Pasture-1,6,17,TRUE,40.83351187,-3.950000002
