"","TI_HERB_4657","TI_HERB_4658","TI_HERB_4659","TI_HERB_4660","TI_HERB_4661","TI_HERB_4662","TI_HERB_4663","TI_HERB_4664","TI_HERB_4665","TI_HERB_4666","TI_HERB_4667","TI_HERB_4668","TI_HERB_4669","TI_HERB_4670","TI_HERB_4671","TI_HERB_4672","TI_HERB_4673","TI_HERB_4674","TI_HERB_4675","TI_HERB_4676"
"TI_PLANT_4087",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
"TI_PLANT_4088",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"TI_PLANT_4089",1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"TI_PLANT_4090",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"TI_PLANT_4091",1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0
"TI_PLANT_4092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TI_PLANT_4093",0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"TI_PLANT_3967",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TI_PLANT_4094",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"TI_PLANT_4095",1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
"TI_PLANT_4096",1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"TI_PLANT_4097",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TI_PLANT_4098",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"TI_PLANT_4099",0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
"TI_PLANT_4100",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TI_PLANT_4101",0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"TI_PLANT_4102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TI_PLANT_4103",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"TI_PLANT_4104",0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"TI_PLANT_4105",0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
