"";"network_db";"network_id";"reference";"citation"
"45";"P22";"139";NA;"Chamberlain et al. 2014"
"46";"P22";"14";NA;"medan2002ld"
"47";"P22";"140";NA;"Chamberlain et al. 2014"
"48";"P22";"141";NA;"Chamberlain et al. 2014"
"49";"P22";"142";NA;"Chamberlain et al. 2014"
"50";"P22";"143";NA;"Chamberlain et al. 2014"
"51";"P22";"144";NA;"Chamberlain et al. 2014"
"52";"P22";"145";NA;"Chamberlain et al. 2014"
"53";"P22";"146";NA;"Chamberlain et al. 2014"
"54";"P22";"147";NA;"Chamberlain et al. 2014"
"55";"P22";"148";NA;"Chamberlain et al. 2014"
"56";"P22";"149";NA;"da Costa Vieira et  al 2007"
"57";"P22";"15";NA;"medan2002rb"
"58";"P22";"150";NA;"Dattilo et al 2016"
"59";"P22";"151";NA;"deCastroCantuaria 2010 Msc"
"60";"P22";"152";NA;"Devoto et al 2005"
"61";"P22";"153";NA;"Devoto et al 2005"
"62";"P22";"154";NA;"Devoto et al 2005"
"63";"P22";"155";NA;"Devoto et al 2005"
"64";"P22";"156";NA;"Devoto et al 2005"
"65";"P22";"157";NA;"Devoto et al 2005"
"66";"P22";"158";NA;"Devoto et al 2005"
"67";"P22";"159";NA;"Devoto et al 2005"
"68";"P22";"16";NA;"memmott1999"
"69";"P22";"160";NA;"Dupont & Olesen 2009"
"70";"P22";"161";NA;"Dupont & Olesen 2009"
"71";"P22";"162";NA;"Fernandez et al 2001"
"72";"P22";"163";NA;"Forup et al 2008"
"73";"P22";"164";NA;"Forup et al 2008"
"74";"P22";"165";NA;"Forup et al 2008"
"75";"P22";"166";NA;"Forup et al 2008"
"76";"P22";"167";NA;"Forup et al 2008"
"77";"P22";"168";NA;"Forup et al 2008"
"78";"P22";"169";NA;"Freitas & Sazima 2006"
"79";"P22";"17";NA;"mosquin1967"
"80";"P22";"170";NA;"Gibson et al 2006"
"81";"P22";"171";NA;"Gibson et al 2006"
"82";"P22";"172";NA;"Gibson et al 2006"
"83";"P22";"173";NA;"Gibson et al 2006"
"84";"P22";"174";NA;"Gibson et al 2006"
"85";"P22";"175";NA;"Gikungu 2006 thesis"
"86";"P22";"176";NA;"Gotlieb et al 2011"
"87";"P22";"177";NA;"Gotlieb et al 2011"
"88";"P22";"178";NA;"Hagen & Kraemer 2010"
"89";"P22";"179";NA;"Hagen & Kraemer 2010"
"90";"P22";"18";NA;"moten1982"
"91";"P22";"180";NA;"Hagen & Kraemer 2010"
"92";"P22";"181";NA;"Jedrzejewska-Szmek & Zych 2013"
"93";"P22";"182";NA;"Jedrzejewska-Szmek & Zych 2013"
"94";"P22";"183";NA;"Keshtkar et al 2005"
"95";"P22";"184";NA;"Korichi 2012 thesis"
"96";"P22";"185";NA;"Lara-Romero et al 2016"
"97";"P22";"186";NA;"Lara-Romero et al 2016"
"98";"P22";"187";NA;"Lara-Romero et al 2016"
"99";"P22";"188";NA;"Lara-Romero et al 2016"
"100";"P22";"189";NA;"Lemus-Jimenez & Ramirez 2003"
"101";"P22";"19";NA;"olesen2002aig"
"102";"P22";"190";NA;"Lundgen & Olesen 2005"
"103";"P22";"191";NA;"Marrero et al 2013"
"104";"P22";"192";NA;"MSc thesis (not available)"
"105";"P22";"193";NA;"MSc thesis (not available)"
"106";"P22";"194";NA;"MSc thesis (not available)"
"107";"P22";"195";NA;"Montero-Castano et al 2017"
"108";"P22";"196";NA;"Montero-Castano et al 2017"
"109";"P22";"197";NA;"Montero-Castano et al 2017"
"110";"P22";"198";NA;"Kehinde & Samways 2014"
"111";"P22";"199";NA;"Kehinde & Samways 2014"
"112";"P22";"2";NA;"arroyo1982_2"
"113";"P22";"20";NA;"olesen2002flo"
"114";"P22";"200";NA;"Kehinde & Samways 2014"
"115";"P22";"201";NA;"Kehinde & Samways 2014"
"116";"P22";"202";NA;"Kehinde & Samways 2014"
"117";"P22";"203";NA;"Kehinde & Samways 2014"
"118";"P22";"204";NA;"Kehinde & Samways 2014"
"119";"P22";"205";NA;"Kehinde & Samways 2014"
"120";"P22";"206";NA;"Magrach et al 2017"
"121";"P22";"207";NA;"Magrach et al 2017"
"122";"P22";"208";NA;"Magrach et al 2017"
"123";"P22";"209";NA;"Magrach et al 2017"
"124";"P22";"21";NA;"ramirez1992"
"125";"P22";"210";NA;"Magrach et al 2017"
"126";"P22";"211";NA;"Magrach et al 2017"
"127";"P22";"212";NA;"Magrach et al 2017"
"128";"P22";"213";NA;"Magrach et al 2017"
"129";"P22";"214";NA;"Magrach et al 2017"
"130";"P22";"215";NA;"Magrach et al 2017"
"131";"P22";"216";NA;"Magrach et al 2017"
"132";"P22";"217";NA;"Magrach et al 2017"
"133";"P22";"218";NA;"Magrach et al 2017"
"134";"P22";"219";NA;"Magrach et al 2017"
"135";"P22";"22";NA;"robertson1929"
"136";"P22";"220";NA;"Magrach et al 2017"
"137";"P22";"221";NA;"Magrach et al 2017"
"138";"P22";"222";NA;"Magrach et al 2017"
"139";"P22";"223";NA;"Magrach et al 2017"
"140";"P22";"224";NA;"Magrach et al 2017"
"141";"P22";"225";NA;"Magrach et al 2017"
"142";"P22";"226";NA;"Magrach et al 2017"
"143";"P22";"227";NA;"Magrach et al 2017"
"144";"P22";"228";NA;"Magrach et al 2017"
"145";"P22";"229";NA;"Magrach et al 2017"
"146";"P22";"23";NA;"small1976"
"147";"P22";"230";NA;"Magrach et al 2017"
"148";"P22";"231";NA;"Magrach et al 2017"
"149";"P22";"232";NA;"Magrach et al 2017"
"150";"P22";"233";NA;"Magrach et al 2017"
"151";"P22";"234";NA;"Magrach et al 2017"
"152";"P22";"235";NA;"Magrach et al 2017"
"153";"P22";"236";NA;"Magrach et al 2017"
"154";"P22";"237";NA;"Magrach et al 2017"
"155";"P22";"238";NA;"Magrach et al 2017"
"156";"P22";"239";NA;"Magrach et al 2017"
"157";"P22";"24";NA;"vazquez2002"
"158";"P22";"240";NA;"Magrach et al 2017"
"159";"P22";"241";NA;"Magrach et al 2017"
"160";"P22";"242";NA;"Magrach et al 2017"
"161";"P22";"243";NA;"Magrach et al 2017"
"162";"P22";"244";NA;"Magrach et al 2017"
"163";"P22";"245";NA;"Magrach et al 2017"
"164";"P22";"246";NA;"Magrach et al 2017"
"165";"P22";"247";NA;"Magrach et al 2017"
"166";"P22";"248";NA;"Magrach et al 2017"
"167";"P22";"249";NA;"Magrach et al 2017"
"168";"P22";"25";NA;"olensen_garajoay"
"169";"P22";"250";NA;"Magrach et al 2017"
"170";"P22";"251";NA;"Magrach et al 2017"
"171";"P22";"252";NA;"Magrach et al 2017"
"172";"P22";"253";NA;"Mwangi 2009 MSc"
"173";"P22";"254";NA;"Nates-Parra et al 2006"
"174";"P22";"255";NA;"Benarfa 2005 MSc"
"175";"P22";"256";NA;"Pinheiro et al 2008"
"176";"P22";"257";NA;"Sidorov et al 2016"
"177";"P22";"258";NA;"Soh & Ngiam 2013"
"178";"P22";"259";NA;"Trojelsgaard et al 2015"
"179";"P22";"26";NA;"ollerton2003"
"180";"P22";"260";NA;"Trojelsgaard et al 2015"
"181";"P22";"261";NA;"Trojelsgaard et al 2015"
"182";"P22";"262";NA;"Trojelsgaard et al 2015"
"183";"P22";"263";NA;"Trojelsgaard et al 2015"
"184";"P22";"264";NA;"Trojelsgaard et al 2015"
"185";"P22";"265";NA;"Trojelsgaard et al 2015"
"186";"P22";"266";NA;"Tur et al 2013"
"187";"P22";"267";NA;"Tur et al 2013"
"188";"P22";"268";NA;"Vanbergen et al 2013"
"189";"P22";"269";NA;"Vanbergen et al 2013"
"190";"P22";"27";NA;"percival1974"
"191";"P22";"270";NA;"Vanbergen et al 2013"
"192";"P22";"271";NA;"Vanbergen et al 2013"
"193";"P22";"272";NA;"Vanbergen et al 2013"
"194";"P22";"273";NA;"Vanbergen et al 2013"
"195";"P22";"274";NA;"Vanbergen et al 2013"
"196";"P22";"275";NA;"Yamazaki & Kato 2003"
"197";"P22";"276";NA;"Olesen et al 2008"
"198";"P22";"277";NA;"Popic et al. 2013"
"199";"P22";"278";NA;"Hingston 1999"
"200";"P22";"279";NA;"Yoshihara et al 2008"
"201";"P22";"28";NA;"petanidou1991"
"202";"P22";"280";NA;"Watts et al 2016"
"203";"P22";"281";NA;"Watts et al 2016"
"204";"P22";"283";NA;"Gess & Gess 1991"
"205";"P22";"284";NA;"Kato et al 1993"
"206";"P22";"285";NA;"Kato & Miura 1996"
"207";"P22";"286";NA;"Kakutani et al 1990"
"208";"P22";"287";NA;"Inoue et al 1990"
"209";"P22";"288";NA;"Kishi et al 2017"
"210";"P22";"289";NA;"Kishi et al 2017"
"211";"P22";"29";NA;"primack1983art"
"212";"P22";"290";NA;"Kishi et al 2017"
"213";"P22";"291";NA;"Kishi et al 2017"
"214";"P22";"292";NA;"Kishi et al 2017"
"215";"P22";"293";NA;"Fragoso PhD Thesis 2014"
"216";"P22";"294";NA;"Fragoso PhD Thesis 2014"
"217";"P22";"295";NA;"Fragoso PhD Thesis 2014"
"218";"P22";"296";NA;"Fragoso PhD Thesis 2014"
"219";"P22";"297";NA;"Fragoso PhD Thesis 2014"
"220";"P22";"298";NA;"Fragoso PhD Thesis 2014"
"221";"P22";"299";NA;"Popic PhD Thesis 2013"
"222";"P22";"3";NA;"arroyo3"
"223";"P22";"30";NA;"primack1983cass"
"224";"P22";"300";NA;"Pfeiffer MsC Thesis 2012"
"225";"P22";"301";NA;"Pfeiffer MsC Thesis 2012"
"226";"P22";"302";NA;"Pfeiffer MsC Thesis 2012"
"227";"P22";"303";NA;"Pfeiffer MsC Thesis 2012"
"228";"P22";"304";NA;"Pfeiffer MsC Thesis 2012"
"229";"P22";"305";NA;"Pfeiffer MsC Thesis 2012"
"230";"P22";"306";NA;"Pfeiffer MsC Thesis 2012"
"231";"P22";"307";NA;"Pfeiffer MsC Thesis 2012"
"232";"P22";"308";NA;"Pfeiffer MsC Thesis 2012"
"233";"P22";"309";NA;"Pfeiffer MsC Thesis 2012"
"234";"P22";"31";NA;"primack1983craig"
"235";"P22";"310";NA;"Pfeiffer MsC Thesis 2012"
"236";"P22";"311";NA;"Pfeiffer MsC Thesis 2012"
"237";"P22";"312";NA;"Pfeiffer MsC Thesis 2012"
"238";"P22";"313";NA;"Pfeiffer MsC Thesis 2012"
"239";"P22";"314";NA;"Pfeiffer MsC Thesis 2012"
"240";"P22";"315";NA;"Carstensen et al 2014"
"241";"P22";"316";NA;"Carstensen et al 2014"
"242";"P22";"317";NA;"Carstensen et al 2014"
"243";"P22";"318";NA;"Carstensen et al 2014"
"244";"P22";"319";NA;"Carstensen et al 2014"
"245";"P22";"32";NA;"ramirez1989"
"246";"P22";"320";NA;"Carstensen et al 2014"
"247";"P22";"321";NA;"Carstensen et al 2014"
"248";"P22";"322";NA;"Pornon et al 2017"
"249";"P22";"323";NA;"Orford et al 2016"
"250";"P22";"324";NA;"Orford et al 2016"
"251";"P22";"325";NA;"Orford et al 2016"
"252";"P22";"326";NA;"Orford et al 2016"
"253";"P22";"327";NA;"Orford et al 2016"
"254";"P22";"328";NA;"Orford et al 2016"
"255";"P22";"329";NA;"Orford et al 2016"
"256";"P22";"33";NA;"schemske1978"
"257";"P22";"330";NA;"Orford et al 2016"
"258";"P22";"331";NA;"Orford et al 2016"
"259";"P22";"332";NA;"Orford et al 2016"
"260";"P22";"333";NA;"Blumel et al 2016"
"261";"P22";"334";NA;"Welti & Joern 2018"
"262";"P22";"335";NA;"Welti & Joern 2018"
"263";"P22";"336";NA;"Welti & Joern 2018"
"264";"P22";"337";NA;"Welti & Joern 2018"
"265";"P22";"338";NA;"Welti & Joern 2018"
"266";"P22";"339";NA;"Welti & Joern 2018"
"267";"P22";"34";NA;"smith-ramirez2005"
"268";"P22";"340";NA;"Welti & Joern 2018"
"269";"P22";"341";NA;"Welti & Joern 2018"
"270";"P22";"342";NA;"Welti & Joern 2018"
"271";"P22";"343";NA;"Welti & Joern 2018"
"272";"P22";"344";NA;"Welti & Joern 2018"
"273";"P22";"345";NA;"Welti & Joern 2018"
"274";"P22";"346";NA;"Kantsa2018"
"275";"P22";"347";NA;"Sydenham2018"
"276";"P22";"348";NA;"Souza_cerrado"
"277";"P22";"349";NA;"Souza_chaco"
"278";"P22";"35";NA;"pocock2012"
"279";"P22";"350";NA;"Souza_pantanal"
"280";"P22";"351";NA;"Souza_vereda"
"281";"P22";"36";NA;"Burkle2013"
"282";"P22";"360";NA;"Grass et al 2013"
"283";"P22";"361";NA;"Grass et al 2013"
"284";"P22";"362";NA;"Grass et al 2013"
"285";"P22";"363";NA;"Grass et al 2013"
"286";"P22";"364";NA;"Grass et al 2013"
"287";"P22";"365";NA;"Grass et al 2013"
"288";"P22";"366";NA;"Grass et al 2013"
"289";"P22";"367";NA;"Grass et al 2013"
"290";"P22";"368";NA;"Grass et al 2013"
"291";"P22";"369";NA;"Grass et al 2013"
"292";"P22";"37";NA;"Junker2013"
"293";"P22";"370";NA;"Grass et al 2013"
"294";"P22";"371";NA;"Grass et al 2013"
"295";"P22";"372";NA;"Grass et al 2013"
"296";"P22";"373";NA;"Grass et al 2013"
"297";"P22";"374";NA;"Grass et al 2013"
"298";"P22";"375";NA;"Grass et al 2013"
"299";"P22";"376";NA;"Grass et al 2013"
"300";"P22";"379";NA;"Robinson et al 2018"
"301";"P22";"38";NA;"Weiner2011"
"302";"P22";"381";NA;"Bennett et al 2018"
"303";"P22";"382";NA;"Adedoja et al 2018"
"304";"P22";"383";NA;"Adedoja et al 2018"
"305";"P22";"384";NA;"Adedoja et al 2018"
"306";"P22";"385";NA;"Adedoja et al 2018"
"307";"P22";"386";NA;"Cordiniz Picanco thesis"
"308";"P22";"387";NA;"Cordiniz Picanco thesis"
"309";"P22";"388";NA;"Cordiniz Picanco thesis"
"310";"P22";"389";NA;"Cordiniz Picanco thesis"
"311";"P22";"39";NA;"Bezerra2009"
"312";"P22";"390";NA;"Cordiniz Picanco thesis"
"313";"P22";"391";NA;"Benadi & Pauw 2018"
"314";"P22";"392";NA;"Hackett et al 2019"
"315";"P22";"393";NA;"Hackett et al 2019"
"316";"P22";"394";NA;"Hackett et al 2019"
"317";"P22";"395";NA;"Hackett et al 2019"
"318";"P22";"396";NA;"Hackett et al 2019"
"319";"P22";"397";NA;"Hackett et al 2019"
"320";"P22";"398";NA;"Hackett et al 2019"
"321";"P22";"399";NA;"Hackett et al 2019"
"322";"P22";"4";NA;"barret1987"
"323";"P22";"40";NA;"Kaiser_control"
"324";"P22";"400";NA;"Hackett et al 2019"
"325";"P22";"401";NA;"Nel et al 2017"
"326";"P22";"402";NA;"Oleques et al 2019"
"327";"P22";"403";NA;"Jolls et al 2019"
"328";"P22";"404";NA;"Biella et al 2019"
"329";"P22";"406";NA;"Adedoja et al 2019"
"330";"P22";"407";NA;"Villalobos et al 2019"
"331";"P22";"408";NA;"Lara-Romero et al 2019"
"332";"P22";"409";NA;"Lara-Romero et al 2019"
"333";"P22";"41";NA;"Kaiser_restored"
"334";"P22";"410";NA;"Lara-Romero et al 2019"
"335";"P22";"411";NA;"Lara-Romero et al 2019"
"336";"P22";"412";NA;"Traveset et al 2013"
"337";"P22";"413";NA;"Traveset et al 2013"
"338";"P22";"414";NA;"Traveset et al 2013"
"339";"P22";"415";NA;"Traveset et al 2013"
"340";"P22";"416";NA;"Traveset et al 2013"
"341";"P22";"417";NA;"Ferrero et al. 2013"
"342";"P22";"418";NA;"Simanonok & Burkle 2014"
"343";"P22";"419";NA;"Sritongchuay et al 2019"
"344";"P22";"42";NA;"Santos2010"
"345";"P22";"420";NA;"Sritongchuay et al 2019"
"346";"P22";"421";NA;"Neli 2014"
"347";"P22";"422";NA;"Son 2019"
"348";"P22";"423";NA;"Son 2019"
"349";"P22";"424";NA;"Son 2019"
"350";"P22";"425";NA;"Son 2019"
"351";"P22";"426";NA;"Son 2019"
"352";"P22";"427";NA;"Son 2019"
"353";"P22";"428";NA;"Son 2019"
"354";"P22";"429";NA;"Son 2019"
"355";"P22";"43";NA;"bartomeus2008"
"356";"P22";"430";NA;"Son 2019"
"357";"P22";"431";NA;"Son 2019"
"358";"P22";"432";NA;"Son 2019"
"359";"P22";"433";NA;"Son 2019"
"360";"P22";"434";NA;"Son 2019"
"361";"P22";"435";NA;"Son 2019"
"362";"P22";"436";NA;"Son 2019"
"363";"P22";"437";NA;"Son 2019"
"364";"P22";"438";NA;"Watts et al 2016 + thesis"
"365";"P22";"439";NA;"Watts et al 2016 + thesis"
"366";"P22";"44";NA;"Olito-Fox2014"
"367";"P22";"440";NA;"Watts et al 2016 + thesis"
"368";"P22";"441";NA;"Watts et al 2016 + thesis"
"369";"P22";"442";NA;"Watts et al 2016 + thesis"
"370";"P22";"443";NA;"Watts et al 2016 + thesis"
"371";"P22";"444";NA;"Watts et al 2016 + thesis"
"372";"P22";"445";NA;"Baldock et al 2019"
"373";"P22";"446";NA;"Baldock et al 2019"
"374";"P22";"447";NA;"Baldock et al 2019"
"375";"P22";"448";NA;"Baldock et al 2019"
"376";"P22";"45";NA;"Gilarranz2014_amarante"
"377";"P22";"46";NA;"Gilarranz2014_barrosa"
"378";"P22";"47";NA;"Gilarranz2014_cincocerros"
"379";"P22";"48";NA;"Gilarranz2014_difuntito"
"380";"P22";"49";NA;"Gilarranz2014_difuntos"
"381";"P22";"5";NA;"clement1923"
"382";"P22";"50";NA;"Gilarranz2014_elmorro"
"383";"P22";"51";NA;"Gilarranz2014_labrava"
"384";"P22";"52";NA;"Gilarranz2014_lachata"
"385";"P22";"53";NA;"Gilarranz2014_lapaja"
"386";"P22";"54";NA;"Gilarranz2014_piedraalta"
"387";"P22";"55";NA;"Gilarranz2014_vigilancia"
"388";"P22";"56";NA;"Gilarranz2014_volcan"
"389";"P22";"57";NA;"Benadi2013_1(950m)"
"390";"P22";"58";NA;"Benadi2013_2(1170m)"
"391";"P22";"59";NA;"Benadi2013_3(1340m)"
"392";"P22";"6";NA;"dupont2003"
"393";"P22";"60";NA;"Benadi2013_4(1700m)"
"394";"P22";"61";NA;"Benadi2013_5(1800m)"
"395";"P22";"62";NA;"Benadi2013_6(2020m)"
"396";"P22";"63";NA;"Kaiser-Bunbury2017_Bernica"
"397";"P22";"64";NA;"Kaiser-Bunbury2017_Casse-dent"
"398";"P22";"65";NA;"Kaiser-Bunbury2017_Copolia"
"399";"P22";"66";NA;"Kaiser-Bunbury2017_La-Reserve"
"400";"P22";"67";NA;"Kaiser-Bunbury2017_Rosebelle"
"401";"P22";"68";NA;"Kaiser-Bunbury2017_Salazie"
"402";"P22";"69";NA;"Kaiser-Bunbury2017_Tea-plantation"
"403";"P22";"7";NA;"eberling1999"
"404";"P22";"70";NA;"Kaiser-Bunbury2017_Trois-freres"
"405";"P22";"71";NA;"Fang2012"
"406";"P22";"72";NA;"Chiawo2012"
"407";"P22";"73";NA;"Gess2010"
"408";"P22";"74";NA;"Kato1996"
"409";"P22";"75";NA;"Shay2016"
"410";"P22";"76";NA;"Struck1994"
"411";"P22";"77";NA;"Hassina2015"
"412";"P22";"78";NA;"Ingversen2006"
"413";"P22";"79";NA;"Kato2000"
"414";"P22";"8";NA;"herrera1988"
"415";"P22";"80";NA;"Witt1998"
"416";"P22";"81";NA;"Varassin2012"
"417";"P22";"82";NA;"Aguiar 2003"
"418";"P22";"83";NA;"Morales et al 2006"
"419";"P22";"84";NA;"Morales et al 2006"
"420";"P22";"85";NA;"Morales et al 2006"
"421";"P22";"86";NA;"Morales et al 2006"
"422";"P22";"87";NA;"Morales et al 2006"
"423";"P22";"88";NA;"Morales et al 2006"
"424";"P22";"89";NA;"Morales et al 2006"
"425";"P22";"9";NA;"hocking1968"
"426";"P22";"90";NA;"Morales et al 2006"
"427";"P22";"91";NA;"Albrecht et al 2010"
"428";"P22";"92";NA;"Albrecht et al 2010"
"429";"P22";"93";NA;"Albrecht et al 2010"
"430";"P22";"94";NA;"Albrecht et al 2010"
"431";"P22";"95";NA;"Albrecht et al 2010"
"432";"P22";"96";NA;"Andena et al 2005"
"433";"P22";"97";NA;"Baldock et al 2011"
"434";"P22";"98";NA;"Baldock et al 2011"
"435";"P22";"99";NA;"Carman et al 2016"
