"";"network_db";"network_id";"reference";"citation"
"80167";"gateway";"SEW02";NA;"Digel et al. (2014)"
"80897";"gateway";"SEW03";NA;"Digel et al. (2014)"
"83056";"gateway";"SEW04";NA;"Digel et al. (2014)"
"84660";"gateway";"SEW05";NA;"Digel et al. (2014)"
"85899";"gateway";"SEW06";NA;"Digel et al. (2014)"
"87890";"gateway";"SEW07";NA;"Digel et al. (2014)"
"90677";"gateway";"SEW08";NA;"Digel et al. (2014)"
"92574";"gateway";"SEW09";NA;"Digel et al. (2014)"
"93613";"gateway";"SEW18";NA;"Digel et al. (2014)"
"95552";"gateway";"SEW35";NA;"Digel et al. (2014)"
"96736";"gateway";"SEW36";NA;"Digel et al. (2014)"
"97696";"gateway";"SEW37";NA;"Digel et al. (2014)"
"99727";"gateway";"SEW41";NA;"Digel et al. (2014)"
"101484";"gateway";"SEW43";NA;"Digel et al. (2014)"
"103298";"gateway";"SEW48";NA;"Digel et al. (2014)"
"105181";"gateway";"Kongsfjorden";NA;"Ekloef et al. (2013)"
"106842";"gateway";"Alford lake";NA;"Sutherland (1989), Havens (1992)"
"107062";"gateway";"Balsam lake";NA;"Sutherland (1989), Havens (1992)"
"107323";"gateway";"Beaver lake";NA;"Sutherland (1989), Havens (1992)"
"107590";"gateway";"Big hope lake";NA;"Sutherland (1989), Havens (1992)"
"107918";"gateway";"Brandy lake";NA;"Sutherland (1989), Havens (1992)"
"108039";"gateway";"Bridge brook lake";NA;"Sutherland (1989), Havens (1992)"
"108592";"gateway";"Brook trout lake";NA;"Sutherland (1989), Havens (1992)"
"108611";"gateway";"Buck pond";NA;"Sutherland (1989), Havens (1992)"
"108764";"gateway";"Burntbridge lake";NA;"Sutherland (1989), Havens (1992)"
"108947";"gateway";"Cascade lake";NA;"Sutherland (1989), Havens (1992)"
"109065";"gateway";"Chub lake";NA;"Sutherland (1989), Havens (1992)"
"109148";"gateway";"Chub pond";NA;"Sutherland (1989), Havens (1992)"
"109564";"gateway";"Connera lake";NA;"Sutherland (1989), Havens (1992)"
"109982";"gateway";"Constable lake";NA;"Sutherland (1989), Havens (1992)"
"110043";"gateway";"Deep lake";NA;"Sutherland (1989), Havens (1992)"
"110071";"gateway";"Emerald lake";NA;"Sutherland (1989), Havens (1992)"
"110129";"gateway";"Falls lake";NA;"Sutherland (1989), Havens (1992)"
"110281";"gateway";"Fawn lake";NA;"Sutherland (1989), Havens (1992)"
"110403";"gateway";"Federation lake";NA;"Sutherland (1989), Havens (1992)"
"110460";"gateway";"Goose lake";NA;"Sutherland (1989), Havens (1992)"
"110558";"gateway";"Grass lake";NA;"Sutherland (1989), Havens (1992)"
"110723";"gateway";"Gull lake";NA;"Sutherland (1989), Havens (1992)"
"110935";"gateway";"Gull lake north";NA;"Sutherland (1989), Havens (1992)"
"110960";"gateway";"Helldiver pond";NA;"Sutherland (1989), Havens (1992)"
"111129";"gateway";"High pond";NA;"Sutherland (1989), Havens (1992)"
"111216";"gateway";"Hoel lake";NA;"Sutherland (1989), Havens (1992)"
"111787";"gateway";"Horseshoe Lake";NA;"Sutherland (1989), Havens (1992)"
"112042";"gateway";"Indian Lake";NA;"Sutherland (1989), Havens (1992)"
"112144";"gateway";"Little Rainbow Lake";NA;"Sutherland (1989), Havens (1992)"
"112391";"gateway";"Long Lake";NA;"Sutherland (1989), Havens (1992)"
"112808";"gateway";"Loon Lake";NA;"Sutherland (1989), Havens (1992)"
"112926";"gateway";"Lost Lake";NA;"Sutherland (1989), Havens (1992)"
"113074";"gateway";"Lost Lake East";NA;"Sutherland (1989), Havens (1992)"
"113211";"gateway";"Lower Sister Lake";NA;"Sutherland (1989), Havens (1992)"
"113372";"gateway";"Oswego Lake";NA;"Sutherland (1989), Havens (1992)"
"113510";"gateway";"Owl Lake";NA;"Sutherland (1989), Havens (1992)"
"113581";"gateway";"Rat Lake";NA;"Sutherland (1989), Havens (1992)"
"113854";"gateway";"Razorback Lake";NA;"Sutherland (1989), Havens (1992)"
"114033";"gateway";"Rock Lake";NA;"Sutherland (1989), Havens (1992)"
"114076";"gateway";"Russian Lake";NA;"Sutherland (1989), Havens (1992)"
"114137";"gateway";"Safford Lake";NA;"Sutherland (1989), Havens (1992)"
"114362";"gateway";"Sand Lake";NA;"Sutherland (1989), Havens (1992)"
"114444";"gateway";"South Lake";NA;"Sutherland (1989), Havens (1992)"
"114480";"gateway";"Squaw Lake";NA;"Sutherland (1989), Havens (1992)"
"114649";"gateway";"Stink Lake";NA;"Sutherland (1989), Havens (1992)"
"114930";"gateway";"Twelfth Tee Lake";NA;"Sutherland (1989), Havens (1992)"
"115013";"gateway";"Twin Lake East";NA;"Sutherland (1989), Havens (1992)"
"115030";"gateway";"Twin Lake West";NA;"Sutherland (1989), Havens (1992)"
"115090";"gateway";"Whipple Lake";NA;"Sutherland (1989), Havens (1992)"
"115226";"gateway";"Wolf Lake";NA;"Sutherland (1989), Havens (1992)"
"115268";"gateway";"Weddell Sea";NA;"Jacob et al. (2011)"
"131309";"gateway";"Tuesday Lake 1984";NA;"Jonsson et al. (2005) "
"131578";"gateway";"Tuesday Lake 1986";NA;"Jonsson et al. (2005) "
"131819";"gateway";"Chilean Intertidal Curaumilla";NA;"Kefi et al. (2015)"
"133159";"gateway";"Chilean Intertidal El Quisco";NA;"Kefi et al. (2015)"
"134506";"gateway";"Chilean Intertidal Las Cruces";NA;"Kefi et al. (2015)"
"135863";"gateway";"Chilean Intertidal Los Molles";NA;"Kefi et al. (2015)"
"137215";"gateway";"Chesapeake Bay";NA;"Kroll, unpublished "
"153036";"gateway";"Carpinteria";NA;"Lafferty et al. (2006)"
"156996";"gateway";"Scottish Lake";NA;"Layer et al. (2010)"
"157343";"gateway";"Afon Hafren 2005";NA;"Layer et al. (2010)"
"157452";"gateway";"Allt a Mharcaidh";NA;"Layer et al. (2010)"
"157719";"gateway";"Broadstone Stream";NA;"Layer et al. (2010)"
"157826";"gateway";"Dargall Lane";NA;"Layer et al. (2010)"
"157898";"gateway";"Duddon Pike Beck";NA;"Layer et al. (2010)"
"158089";"gateway";"Hardknott Gill";NA;"Layer et al. (2010)"
"158471";"gateway";"Mill Stream";NA;"Layer et al. (2010)"
"159914";"gateway";"Mosendale Beck";NA;"Layer et al. (2010)"
"159999";"gateway";"Old Lodge";NA;"Layer et al. (2010)"
"160086";"gateway";"Alert";NA;"Legagneux et al. (2014)"
"160122";"gateway";"Bylot";NA;"Legagneux et al. (2014)"
"160154";"gateway";"Herschel";NA;"Legagneux et al. (2014)"
"160209";"gateway";"Nenetsky";NA;"Legagneux et al. (2014)"
"160280";"gateway";"Svalbard";NA;"Legagneux et al. (2014)"
"160301";"gateway";"Yamal";NA;"Legagneux et al. (2014)"
"160366";"gateway";"Zackenberg";NA;"Legagneux et al. (2014)"
"160403";"gateway";"Gearagh";NA;"McLaughlin et al. (2010)"
"160786";"gateway";"Dutch Microfauna food web PlotA";NA;"Mulder & Elser (2009)"
"161631";"gateway";"Dutch Microfauna food web PlotB";NA;"Mulder & Elser (2009)"
"162220";"gateway";"Dutch Microfauna food web PlotC";NA;"Mulder & Elser (2009)"
"163122";"gateway";"Bure Stream";NA;"Gray et al. (2015), Thompson et al. (2017)"
"165060";"gateway";"Loddon Stream";NA;"Gray et al. (2015), Thompson et al. (2017)"
"167612";"gateway";"Lyde Stream";NA;"Gray et al. (2015), Thompson et al. (2017)"
"169653";"gateway";"Test Stream";NA;"Gray et al. (2015), Thompson et al. (2017)"
"172848";"gateway";"Wensum Stream";NA;"Gray et al. (2015), Thompson et al. (2017)"
"176352";"gateway";"Lake Malawi";NA;"Nsiku (1999)"
"176494";"gateway";"Iceland stream IS7 April 2009";NA;"O'Gorman et al. (2012)"
"176663";"gateway";"Iceland stream IS7 August 2008";NA;"O'Gorman et al. (2012)"
"177284";"gateway";"Iceland stream IS8  April 2009";NA;"O'Gorman et al. (2012)"
"177500";"gateway";"Iceland stream IS8 August 2008";NA;"O'Gorman et al. (2012)"
"177760";"gateway";"Caribbean Reef";NA;"Opitz (1996)"
"181073";"gateway";"FloridaIslandE1";NA;"Piechnik et al. (2008), Simberloff and Wilson (1969)"
"184633";"gateway";"FloridaIslandE2";NA;"Piechnik et al. (2008), Simberloff and Wilson (1969)"
"184931";"gateway";"FloridaIslandE3";NA;"Piechnik et al. (2008), Simberloff and Wilson (1969)"
"188602";"gateway";"FloridaIslandE7";NA;"Piechnik et al. (2008), Simberloff and Wilson (1969)"
"188903";"gateway";"FloridaIslandE9";NA;"Piechnik et al. (2008), Simberloff and Wilson (1969)"
"189264";"gateway";"Lough Hyne";NA;"Jacob et al. (2015)"
"194332";"gateway";"Blackrock Stream";NA;"Townsend et al. (1998)"
"194707";"gateway";"Broad Stream";NA;"Townsend et al. (1998)"
"195272";"gateway";"Canton Creek";NA;"Townsend et al. (1998)"
"195980";"gateway";"Dempsters Stream";NA;"Townsend et al. (1998)"
"196946";"gateway";"German Creek";NA;"Townsend et al. (1998)"
"197299";"gateway";"Healy Creek";NA;"Townsend et al. (1998)"
"197933";"gateway";"Kye Burn";NA;"Townsend et al. (1998)"
"198562";"gateway";"Little Kye Burn";NA;"Townsend et al. (1998)"
"198933";"gateway";"Stony Stream";NA;"Townsend et al. (1998)"
"199765";"gateway";"Sutton Stream";NA;"Townsend et al. (1998)"
"200188";"gateway";"AP1";NA;"Mendonca et al. (2018)"
"200205";"gateway";"AP2";NA;"Mendonca et al. (2018)"
"200245";"gateway";"AP3";NA;"Mendonca et al. (2018)"
"200297";"gateway";"AP4";NA;"Mendonca et al. (2018)"
"200321";"gateway";"BP1";NA;"Mendonca et al. (2018)"
"200412";"gateway";"BP2";NA;"Mendonca et al. (2018)"
"200448";"gateway";"BP3";NA;"Mendonca et al. (2018)"
"200497";"gateway";"CGP1";NA;"Mendonca et al. (2018)"
"200524";"gateway";"CGP2";NA;"Mendonca et al. (2018)"
"200558";"gateway";"CGP3";NA;"Mendonca et al. (2018)"
"200661";"gateway";"CR1P1";NA;"Mendonca et al. (2018)"
"201179";"gateway";"CR1P2";NA;"Mendonca et al. (2018)"
"201666";"gateway";"CR1P3";NA;"Mendonca et al. (2018)"
"201950";"gateway";"CR1P4";NA;"Mendonca et al. (2018)"
"202200";"gateway";"CR2P1";NA;"Mendonca et al. (2018)"
"202573";"gateway";"CR2P2";NA;"Mendonca et al. (2018)"
"202950";"gateway";"CR2P3";NA;"Mendonca et al. (2018)"
"203183";"gateway";"CR2P4";NA;"Mendonca et al. (2018)"
"203334";"gateway";"F1P1";NA;"Mendonca et al. (2018)"
"203578";"gateway";"F1P2";NA;"Mendonca et al. (2018)"
"203835";"gateway";"F1P3";NA;"Mendonca et al. (2018)"
"204053";"gateway";"F1P4";NA;"Mendonca et al. (2018)"
"204348";"gateway";"F2P1";NA;"Mendonca et al. (2018)"
"204710";"gateway";"F2P2";NA;"Mendonca et al. (2018)"
"204889";"gateway";"F2P3";NA;"Mendonca et al. (2018)"
"205155";"gateway";"F2P4";NA;"Mendonca et al. (2018)"
"205412";"gateway";"FP1";NA;"Mendonca et al. (2018)"
"205472";"gateway";"FXAP1";NA;"Mendonca et al. (2018)"
"205852";"gateway";"FXAP2";NA;"Mendonca et al. (2018)"
"206200";"gateway";"FXAP3";NA;"Mendonca et al. (2018)"
"206460";"gateway";"FXAP4";NA;"Mendonca et al. (2018)"
"206599";"gateway";"FXBP1";NA;"Mendonca et al. (2018)"
"206785";"gateway";"FXBP2";NA;"Mendonca et al. (2018)"
"207111";"gateway";"FXBP3";NA;"Mendonca et al. (2018)"
"207489";"gateway";"FXBP4";NA;"Mendonca et al. (2018)"
"207913";"gateway";"GJAP1";NA;"Mendonca et al. (2018)"
"208131";"gateway";"GJAP2";NA;"Mendonca et al. (2018)"
"208278";"gateway";"GJAP3";NA;"Mendonca et al. (2018)"
"208365";"gateway";"GJAP4";NA;"Mendonca et al. (2018)"
"208451";"gateway";"GJBP1";NA;"Mendonca et al. (2018)"
"208830";"gateway";"GJBP2";NA;"Mendonca et al. (2018)"
"209074";"gateway";"GJBP3";NA;"Mendonca et al. (2018)"
"209251";"gateway";"GJBP4";NA;"Mendonca et al. (2018)"
"209345";"gateway";"L1P1";NA;"Mendonca et al. (2018)"
"209810";"gateway";"L1P2";NA;"Mendonca et al. (2018)"
"210104";"gateway";"L1P3";NA;"Mendonca et al. (2018)"
"210495";"gateway";"L1P4";NA;"Mendonca et al. (2018)"
"210811";"gateway";"L2P1";NA;"Mendonca et al. (2018)"
"211131";"gateway";"L2P2";NA;"Mendonca et al. (2018)"
"211582";"gateway";"L2P3";NA;"Mendonca et al. (2018)"
"211690";"gateway";"L2P4";NA;"Mendonca et al. (2018)"
"211950";"gateway";"L3P1";NA;"Mendonca et al. (2018)"
"212164";"gateway";"L3P2";NA;"Mendonca et al. (2018)"
"212269";"gateway";"L3P3";NA;"Mendonca et al. (2018)"
"212733";"gateway";"L3P4";NA;"Mendonca et al. (2018)"
"212998";"gateway";"L4P1";NA;"Mendonca et al. (2018)"
"213488";"gateway";"L4P2";NA;"Mendonca et al. (2018)"
"213948";"gateway";"L4P3";NA;"Mendonca et al. (2018)"
"214186";"gateway";"L4P4";NA;"Mendonca et al. (2018)"
"214478";"gateway";"MBP1";NA;"Mendonca et al. (2018)"
"214693";"gateway";"MBP2";NA;"Mendonca et al. (2018)"
"214785";"gateway";"MBP3";NA;"Mendonca et al. (2018)"
"215138";"gateway";"MBP4";NA;"Mendonca et al. (2018)"
"215300";"gateway";"PC1P1";NA;"Mendonca et al. (2018)"
"215396";"gateway";"PC1P2";NA;"Mendonca et al. (2018)"
"215511";"gateway";"PC1P3";NA;"Mendonca et al. (2018)"
"215631";"gateway";"PC1P4";NA;"Mendonca et al. (2018)"
"215713";"gateway";"PC2P1";NA;"Mendonca et al. (2018)"
"215790";"gateway";"PC2P2";NA;"Mendonca et al. (2018)"
"215966";"gateway";"PC2P3";NA;"Mendonca et al. (2018)"
"216027";"gateway";"PC2P4";NA;"Mendonca et al. (2018)"
"216095";"gateway";"PC2P5";NA;"Mendonca et al. (2018)"
"216128";"gateway";"PGSBP1";NA;"Mendonca et al. (2018)"
"216172";"gateway";"PGSBP2";NA;"Mendonca et al. (2018)"
"216266";"gateway";"PGUBP1";NA;"Mendonca et al. (2018)"
"216314";"gateway";"PGUBP2";NA;"Mendonca et al. (2018)"
"216365";"gateway";"PGUBP3";NA;"Mendonca et al. (2018)"
"216433";"gateway";"PGUBP4";NA;"Mendonca et al. (2018)"
"216487";"gateway";"PP1I1";NA;"Mendonca et al. (2018)"
"216606";"gateway";"PP1I2";NA;"Mendonca et al. (2018)"
"216636";"gateway";"PP1I3";NA;"Mendonca et al. (2018)"
"216660";"gateway";"PP1I4";NA;"Mendonca et al. (2018)"
"216720";"gateway";"PP2I1";NA;"Mendonca et al. (2018)"
"216806";"gateway";"PP2I2";NA;"Mendonca et al. (2018)"
"216875";"gateway";"PP2I3";NA;"Mendonca et al. (2018)"
"216968";"gateway";"PP2I4";NA;"Mendonca et al. (2018)"
"217032";"gateway";"PP2M1";NA;"Mendonca et al. (2018)"
"217079";"gateway";"PP2M2";NA;"Mendonca et al. (2018)"
"217137";"gateway";"PP2M3";NA;"Mendonca et al. (2018)"
"217195";"gateway";"PP2M4";NA;"Mendonca et al. (2018)"
"217244";"gateway";"RMP1";NA;"Mendonca et al. (2018)"
"217371";"gateway";"RMP2";NA;"Mendonca et al. (2018)"
"217438";"gateway";"RMP3";NA;"Mendonca et al. (2018)"
"217478";"gateway";"RMP4";NA;"Mendonca et al. (2018)"
"217523";"gateway";"RMP5";NA;"Mendonca et al. (2018)"
"217620";"gateway";"RV1P1";NA;"Mendonca et al. (2018)"
"218065";"gateway";"RV1P2";NA;"Mendonca et al. (2018)"
"218422";"gateway";"RV1P3";NA;"Mendonca et al. (2018)"
"218738";"gateway";"RV1P4";NA;"Mendonca et al. (2018)"
"219061";"gateway";"RV2P1";NA;"Mendonca et al. (2018)"
"219438";"gateway";"RV2P2";NA;"Mendonca et al. (2018)"
"219609";"gateway";"RV2P3";NA;"Mendonca et al. (2018)"
"219929";"gateway";"RV2P4";NA;"Mendonca et al. (2018)"
"220139";"gateway";"SF1I1";NA;"Mendonca et al. (2018)"
"220169";"gateway";"SF1I2";NA;"Mendonca et al. (2018)"
"220227";"gateway";"SF1I3";NA;"Mendonca et al. (2018)"
"220334";"gateway";"SF1I4";NA;"Mendonca et al. (2018)"
"220414";"gateway";"SF1M1";NA;"Mendonca et al. (2018)"
"220442";"gateway";"SF1M2";NA;"Mendonca et al. (2018)"
"220458";"gateway";"SF1M3";NA;"Mendonca et al. (2018)"
"220488";"gateway";"SF1M4";NA;"Mendonca et al. (2018)"
"220519";"gateway";"SF2I1";NA;"Mendonca et al. (2018)"
"220553";"gateway";"SF2I2";NA;"Mendonca et al. (2018)"
"220604";"gateway";"SF2I3";NA;"Mendonca et al. (2018)"
"220635";"gateway";"SF2I4";NA;"Mendonca et al. (2018)"
"220667";"gateway";"SF2M1";NA;"Mendonca et al. (2018)"
"220699";"gateway";"SF2M2";NA;"Mendonca et al. (2018)"
"220729";"gateway";"SF2M3";NA;"Mendonca et al. (2018)"
"220784";"gateway";"SF2M4";NA;"Mendonca et al. (2018)"
"220833";"gateway";"SP1";NA;"Mendonca et al. (2018)"
"220857";"gateway";"WP1";NA;"Mendonca et al. (2018)"
"221224";"gateway";"WP2";NA;"Mendonca et al. (2018)"
"221352";"gateway";"WP3";NA;"Mendonca et al. (2018)"
"221641";"gateway";"WP4";NA;"Mendonca et al. (2018)"
"221788";"gateway";"Skipwith Pond";NA;"Warren (1989)"
