"";"network_db";"network_id";"reference";"citation"
"68";"D21";"52_Brazil";"Araújo et al. (2013) Plant Syst. Evol., 299, 1119–1133/ Maruyama et al. (2014) Biotropica, 46, 740–747.";"Araújo_2013"
"69";"D21";"53_Brazil";"Rodrigues & Rodrigues (2014) Braz. J. Biol., 74, 659–676.";"Rodrigues_2014"
"70";"D21";"54_Brazil";"Araujo & Sazima M (2003) Flora, 198, 427–435";"Araujo_2003"
"71";"D21";"55_Brazil";"Vasconcelos & Lombardi (1999) Ararajuba, 7, 71–79.";"Vasconcelos_1999"
"72";"D21";"56_Brazil";"Rodrigues & Araujo (2011) Braz. J. Biol., 71, 611–622.";"Rodrigues_2011"
"73";"D21";"57_Brazil";"Barbosa-Filho & Araujo (2013). Biota Neotrop., 13, 21-27";"Barbosa_2013"
"74";"D21";"58_Brazil";"Abreu & Vieira (2004) Lundiana, 5, 129–134";"Abreu_2004"
"75";"D21";"86_Brazil";"Own unpublished data";"D21_unpublished_data"
"76";"D21";"59_Brazil";"Fonseca et al. (2015) An. Acad. Bras. Ciên., 87, 2163-2175";"Fonseca_2015"
"77";"D21";"60_Brazil";"Canela (2006) Ph.D thesis. University of Campinas, Brazil.";"Canela_2006"
"78";"D21";"61_Brazil";"Sazima et al. (1996) Bot. Acta, 109, 149–160";"Sazima_1996"
"79";"D21";"92_Brazil";"Buzato et al. (2000) Biotropica, 32, 824-841";"Buzato_2000"
"80";"D21";"62_Brazil";"Vizentin-Bugoni et al. (2016) J. Anim. Ecol., 85, 262–272";"Vizentin_2016"
"81";"D21";"63_Brazil";"Maruyama et al. (2015) Oecologia, 178,783–793";"Maruyama_2015"
"82";"D21";"64_Brazil";"Maruyama et al. (2015) Oecologia, 178,783–793";"Maruyama_2015"
"83";"D21";"65_Brazil";"Own unpublished data";"D21_unpublished_data"
"84";"D21";"66_Brazil";"Maruyama et al. (2015) Oecologia, 178,783–793";"Maruyama_2015"
"85";"D21";"91_Brazil";"Buzato et al. (2000) Biotropica, 32, 824-841";"Buzato_2000"
"86";"D21";"67_Brazil";"Snow & Snow (1986) Hornero, 12, 286–296";"Snow_1986"
"87";"D21";"68_Brazil";"Own unpublished data";"D21_unpublished_data"
"88";"D21";"69_Brazil";"Own unpublished data";"D21_unpublished_data"
"89";"D21";"70_Brazil";"Own unpublished data";"D21_unpublished_data"
"90";"D21";"73_Brazil";"Own unpublished data";"D21_unpublished_data"
"91";"D21";"72_Brazil";"Own unpublished data";"D21_unpublished_data"
"92";"D21";"71_Brazil";"Own unpublished data";"D21_unpublished_data"
"93";"D21";"74_Brazil";"Own unpublished data";"D21_unpublished_data"
