"";"network_db";"network_id";"reference";"citation";"doi"
"169";"mangal";"4268";NA;"kolpelke2017";"10.1002/ecy.1832"
"170";"mangal";"4269";NA;"kolpelke2017";"10.1002/ecy.1832"
"171";"mangal";"4270";NA;"kolpelke2017";"10.1002/ecy.1832"
"172";"mangal";"4271";NA;"kolpelke2017";"10.1002/ecy.1832"
"173";"mangal";"4272";NA;"kolpelke2017";"10.1002/ecy.1832"
"174";"mangal";"4273";NA;"kolpelke2017";"10.1002/ecy.1832"
"175";"mangal";"4274";NA;"kolpelke2017";"10.1002/ecy.1832"
"176";"mangal";"4275";NA;"kolpelke2017";"10.1002/ecy.1832"
"177";"mangal";"4276";NA;"kolpelke2017";"10.1002/ecy.1832"
"178";"mangal";"4277";NA;"kolpelke2017";"10.1002/ecy.1832"
"179";"mangal";"4278";NA;"kolpelke2017";"10.1002/ecy.1832"
"180";"mangal";"4279";NA;"kolpelke2017";"10.1002/ecy.1832"
"181";"mangal";"4280";NA;"kolpelke2017";"10.1002/ecy.1832"
"182";"mangal";"4281";NA;"kolpelke2017";"10.1002/ecy.1832"
"183";"mangal";"4282";NA;"kolpelke2017";"10.1002/ecy.1832"
"184";"mangal";"4283";NA;"kolpelke2017";"10.1002/ecy.1832"
"185";"mangal";"4284";NA;"kolpelke2017";"10.1002/ecy.1832"
"186";"mangal";"4285";NA;"kolpelke2017";"10.1002/ecy.1832"
"187";"mangal";"4452";NA;"kolpelke2017";"10.1002/ecy.1832"
"188";"mangal";"4286";NA;"kolpelke2017";"10.1002/ecy.1832"
"189";"mangal";"4287";NA;"kolpelke2017";"10.1002/ecy.1832"
"190";"mangal";"4288";NA;"kolpelke2017";"10.1002/ecy.1832"
"191";"mangal";"4289";NA;"kolpelke2017";"10.1002/ecy.1832"
"192";"mangal";"4290";NA;"kolpelke2017";"10.1002/ecy.1832"
"193";"mangal";"4291";NA;"kolpelke2017";"10.1002/ecy.1832"
"194";"mangal";"4292";NA;"kolpelke2017";"10.1002/ecy.1832"
"195";"mangal";"4293";NA;"kolpelke2017";"10.1002/ecy.1832"
"196";"mangal";"4294";NA;"kolpelke2017";"10.1002/ecy.1832"
"197";"mangal";"4295";NA;"kolpelke2017";"10.1002/ecy.1832"
"198";"mangal";"4296";NA;"kolpelke2017";"10.1002/ecy.1832"
"199";"mangal";"4297";NA;"kolpelke2017";"10.1002/ecy.1832"
"200";"mangal";"4298";NA;"kolpelke2017";"10.1002/ecy.1832"
"201";"mangal";"4299";NA;"kolpelke2017";"10.1002/ecy.1832"
"202";"mangal";"4300";NA;"kolpelke2017";"10.1002/ecy.1832"
"203";"mangal";"4301";NA;"kolpelke2017";"10.1002/ecy.1832"
"204";"mangal";"4302";NA;"kolpelke2017";"10.1002/ecy.1832"
"205";"mangal";"4303";NA;"kolpelke2017";"10.1002/ecy.1832"
"206";"mangal";"4304";NA;"kolpelke2017";"10.1002/ecy.1832"
"207";"mangal";"4305";NA;"kolpelke2017";"10.1002/ecy.1832"
"208";"mangal";"4306";NA;"kolpelke2017";"10.1002/ecy.1832"
"209";"mangal";"4307";NA;"kolpelke2017";"10.1002/ecy.1832"
"210";"mangal";"4308";NA;"kolpelke2017";"10.1002/ecy.1832"
"211";"mangal";"4309";NA;"kolpelke2017";"10.1002/ecy.1832"
"212";"mangal";"4310";NA;"kolpelke2017";"10.1002/ecy.1832"
"213";"mangal";"4311";NA;"kolpelke2017";"10.1002/ecy.1832"
"214";"mangal";"4312";NA;"kolpelke2017";"10.1002/ecy.1832"
"215";"mangal";"4313";NA;"kolpelke2017";"10.1002/ecy.1832"
"216";"mangal";"4314";NA;"kolpelke2017";"10.1002/ecy.1832"
"217";"mangal";"4315";NA;"kolpelke2017";"10.1002/ecy.1832"
"218";"mangal";"4316";NA;"kolpelke2017";"10.1002/ecy.1832"
"219";"mangal";"4317";NA;"kolpelke2017";"10.1002/ecy.1832"
"220";"mangal";"4318";NA;"kolpelke2017";"10.1002/ecy.1832"
"221";"mangal";"4319";NA;"kolpelke2017";"10.1002/ecy.1832"
"222";"mangal";"4320";NA;"kolpelke2017";"10.1002/ecy.1832"
"223";"mangal";"4321";NA;"kolpelke2017";"10.1002/ecy.1832"
"224";"mangal";"4322";NA;"kolpelke2017";"10.1002/ecy.1832"
"225";"mangal";"4323";NA;"kolpelke2017";"10.1002/ecy.1832"
"226";"mangal";"4324";NA;"kolpelke2017";"10.1002/ecy.1832"
"227";"mangal";"4325";NA;"kolpelke2017";"10.1002/ecy.1832"
"228";"mangal";"4326";NA;"kolpelke2017";"10.1002/ecy.1832"
"229";"mangal";"4327";NA;"kolpelke2017";"10.1002/ecy.1832"
"230";"mangal";"4328";NA;"kolpelke2017";"10.1002/ecy.1832"
"231";"mangal";"4329";NA;"kolpelke2017";"10.1002/ecy.1832"
"232";"mangal";"4330";NA;"kolpelke2017";"10.1002/ecy.1832"
"233";"mangal";"4331";NA;"kolpelke2017";"10.1002/ecy.1832"
"234";"mangal";"4332";NA;"kolpelke2017";"10.1002/ecy.1832"
"235";"mangal";"4333";NA;"kolpelke2017";"10.1002/ecy.1832"
"236";"mangal";"4334";NA;"kolpelke2017";"10.1002/ecy.1832"
"237";"mangal";"4335";NA;"kolpelke2017";"10.1002/ecy.1832"
"238";"mangal";"4336";NA;"kolpelke2017";"10.1002/ecy.1832"
"239";"mangal";"4337";NA;"kolpelke2017";"10.1002/ecy.1832"
"240";"mangal";"4338";NA;"kolpelke2017";"10.1002/ecy.1832"
"241";"mangal";"4339";NA;"kolpelke2017";"10.1002/ecy.1832"
"242";"mangal";"4340";NA;"kolpelke2017";"10.1002/ecy.1832"
"243";"mangal";"4341";NA;"kolpelke2017";"10.1002/ecy.1832"
"244";"mangal";"4342";NA;"kolpelke2017";"10.1002/ecy.1832"
"245";"mangal";"4343";NA;"kolpelke2017";"10.1002/ecy.1832"
"246";"mangal";"4344";NA;"kolpelke2017";"10.1002/ecy.1832"
"247";"mangal";"4345";NA;"kolpelke2017";"10.1002/ecy.1832"
"248";"mangal";"4346";NA;"kolpelke2017";"10.1002/ecy.1832"
"249";"mangal";"4347";NA;"kolpelke2017";"10.1002/ecy.1832"
"250";"mangal";"4348";NA;"kolpelke2017";"10.1002/ecy.1832"
"251";"mangal";"4349";NA;"kolpelke2017";"10.1002/ecy.1832"
"252";"mangal";"4350";NA;"kolpelke2017";"10.1002/ecy.1832"
"253";"mangal";"4351";NA;"kolpelke2017";"10.1002/ecy.1832"
"254";"mangal";"4352";NA;"kolpelke2017";"10.1002/ecy.1832"
"255";"mangal";"4353";NA;"kolpelke2017";"10.1002/ecy.1832"
"256";"mangal";"4354";NA;"kolpelke2017";"10.1002/ecy.1832"
"257";"mangal";"4355";NA;"kolpelke2017";"10.1002/ecy.1832"
"258";"mangal";"4356";NA;"kolpelke2017";"10.1002/ecy.1832"
"259";"mangal";"4357";NA;"kolpelke2017";"10.1002/ecy.1832"
"260";"mangal";"4358";NA;"kolpelke2017";"10.1002/ecy.1832"
"261";"mangal";"4359";NA;"kolpelke2017";"10.1002/ecy.1832"
"262";"mangal";"4360";NA;"kolpelke2017";"10.1002/ecy.1832"
"263";"mangal";"4361";NA;"kolpelke2017";"10.1002/ecy.1832"
"264";"mangal";"4362";NA;"kolpelke2017";"10.1002/ecy.1832"
"265";"mangal";"4363";NA;"kolpelke2017";"10.1002/ecy.1832"
"266";"mangal";"4364";NA;"kolpelke2017";"10.1002/ecy.1832"
"267";"mangal";"4365";NA;"kolpelke2017";"10.1002/ecy.1832"
"268";"mangal";"4366";NA;"kolpelke2017";"10.1002/ecy.1832"
"269";"mangal";"4367";NA;"kolpelke2017";"10.1002/ecy.1832"
"270";"mangal";"4368";NA;"kolpelke2017";"10.1002/ecy.1832"
"271";"mangal";"4369";NA;"kolpelke2017";"10.1002/ecy.1832"
"272";"mangal";"4370";NA;"kolpelke2017";"10.1002/ecy.1832"
"273";"mangal";"4371";NA;"kolpelke2017";"10.1002/ecy.1832"
"274";"mangal";"4372";NA;"kolpelke2017";"10.1002/ecy.1832"
"275";"mangal";"4373";NA;"kolpelke2017";"10.1002/ecy.1832"
"276";"mangal";"4374";NA;"kolpelke2017";"10.1002/ecy.1832"
"277";"mangal";"4375";NA;"kolpelke2017";"10.1002/ecy.1832"
"278";"mangal";"4376";NA;"kolpelke2017";"10.1002/ecy.1832"
"279";"mangal";"4377";NA;"kolpelke2017";"10.1002/ecy.1832"
"280";"mangal";"4378";NA;"kolpelke2017";"10.1002/ecy.1832"
"281";"mangal";"4379";NA;"kolpelke2017";"10.1002/ecy.1832"
"282";"mangal";"4380";NA;"kolpelke2017";"10.1002/ecy.1832"
"283";"mangal";"4381";NA;"kolpelke2017";"10.1002/ecy.1832"
"284";"mangal";"4382";NA;"kolpelke2017";"10.1002/ecy.1832"
"285";"mangal";"4383";NA;"kolpelke2017";"10.1002/ecy.1832"
"286";"mangal";"4384";NA;"kolpelke2017";"10.1002/ecy.1832"
"287";"mangal";"4385";NA;"kolpelke2017";"10.1002/ecy.1832"
"288";"mangal";"4386";NA;"kolpelke2017";"10.1002/ecy.1832"
"289";"mangal";"4387";NA;"kolpelke2017";"10.1002/ecy.1832"
"290";"mangal";"4388";NA;"kolpelke2017";"10.1002/ecy.1832"
"291";"mangal";"4389";NA;"kolpelke2017";"10.1002/ecy.1832"
"292";"mangal";"4390";NA;"kolpelke2017";"10.1002/ecy.1832"
"293";"mangal";"4391";NA;"kolpelke2017";"10.1002/ecy.1832"
"294";"mangal";"4392";NA;"kolpelke2017";"10.1002/ecy.1832"
"295";"mangal";"4393";NA;"kolpelke2017";"10.1002/ecy.1832"
"296";"mangal";"4394";NA;"kolpelke2017";"10.1002/ecy.1832"
"297";"mangal";"4395";NA;"kolpelke2017";"10.1002/ecy.1832"
"298";"mangal";"4396";NA;"kolpelke2017";"10.1002/ecy.1832"
"299";"mangal";"4397";NA;"kolpelke2017";"10.1002/ecy.1832"
"300";"mangal";"4398";NA;"kolpelke2017";"10.1002/ecy.1832"
"301";"mangal";"4399";NA;"kolpelke2017";"10.1002/ecy.1832"
"302";"mangal";"4400";NA;"kolpelke2017";"10.1002/ecy.1832"
"303";"mangal";"4401";NA;"kolpelke2017";"10.1002/ecy.1832"
"304";"mangal";"4402";NA;"kolpelke2017";"10.1002/ecy.1832"
"305";"mangal";"4403";NA;"kolpelke2017";"10.1002/ecy.1832"
"306";"mangal";"4404";NA;"kolpelke2017";"10.1002/ecy.1832"
"307";"mangal";"4405";NA;"kolpelke2017";"10.1002/ecy.1832"
"308";"mangal";"4406";NA;"kolpelke2017";"10.1002/ecy.1832"
"309";"mangal";"4407";NA;"kolpelke2017";"10.1002/ecy.1832"
"310";"mangal";"4408";NA;"kolpelke2017";"10.1002/ecy.1832"
"311";"mangal";"4409";NA;"kolpelke2017";"10.1002/ecy.1832"
"312";"mangal";"4410";NA;"kolpelke2017";"10.1002/ecy.1832"
"313";"mangal";"4411";NA;"kolpelke2017";"10.1002/ecy.1832"
"314";"mangal";"4412";NA;"kolpelke2017";"10.1002/ecy.1832"
"315";"mangal";"4413";NA;"kolpelke2017";"10.1002/ecy.1832"
"316";"mangal";"4414";NA;"kolpelke2017";"10.1002/ecy.1832"
"317";"mangal";"4415";NA;"kolpelke2017";"10.1002/ecy.1832"
"318";"mangal";"4416";NA;"kolpelke2017";"10.1002/ecy.1832"
"319";"mangal";"4417";NA;"kolpelke2017";"10.1002/ecy.1832"
"320";"mangal";"4418";NA;"kolpelke2017";"10.1002/ecy.1832"
"321";"mangal";"4419";NA;"kolpelke2017";"10.1002/ecy.1832"
"322";"mangal";"4420";NA;"kolpelke2017";"10.1002/ecy.1832"
"323";"mangal";"4421";NA;"kolpelke2017";"10.1002/ecy.1832"
"324";"mangal";"4422";NA;"kolpelke2017";"10.1002/ecy.1832"
"325";"mangal";"4423";NA;"kolpelke2017";"10.1002/ecy.1832"
"326";"mangal";"4424";NA;"kolpelke2017";"10.1002/ecy.1832"
"327";"mangal";"4425";NA;"kolpelke2017";"10.1002/ecy.1832"
"328";"mangal";"4426";NA;"kolpelke2017";"10.1002/ecy.1832"
"329";"mangal";"4427";NA;"kolpelke2017";"10.1002/ecy.1832"
"330";"mangal";"4428";NA;"kolpelke2017";"10.1002/ecy.1832"
"331";"mangal";"4429";NA;"kolpelke2017";"10.1002/ecy.1832"
"332";"mangal";"4430";NA;"kolpelke2017";"10.1002/ecy.1832"
"333";"mangal";"4431";NA;"kolpelke2017";"10.1002/ecy.1832"
"334";"mangal";"4432";NA;"kolpelke2017";"10.1002/ecy.1832"
"335";"mangal";"4433";NA;"kolpelke2017";"10.1002/ecy.1832"
"336";"mangal";"4434";NA;"kolpelke2017";"10.1002/ecy.1832"
"337";"mangal";"4435";NA;"kolpelke2017";"10.1002/ecy.1832"
"338";"mangal";"4436";NA;"kolpelke2017";"10.1002/ecy.1832"
"339";"mangal";"4437";NA;"kolpelke2017";"10.1002/ecy.1832"
"340";"mangal";"4438";NA;"kolpelke2017";"10.1002/ecy.1832"
"341";"mangal";"4439";NA;"kolpelke2017";"10.1002/ecy.1832"
"342";"mangal";"4440";NA;"kolpelke2017";"10.1002/ecy.1832"
"343";"mangal";"4441";NA;"kolpelke2017";"10.1002/ecy.1832"
"344";"mangal";"4442";NA;"kolpelke2017";"10.1002/ecy.1832"
"345";"mangal";"4443";NA;"kolpelke2017";"10.1002/ecy.1832"
"346";"mangal";"4444";NA;"kolpelke2017";"10.1002/ecy.1832"
"347";"mangal";"4445";NA;"kolpelke2017";"10.1002/ecy.1832"
"348";"mangal";"4446";NA;"kolpelke2017";"10.1002/ecy.1832"
"349";"mangal";"4447";NA;"kolpelke2017";"10.1002/ecy.1832"
"350";"mangal";"4448";NA;"kolpelke2017";"10.1002/ecy.1832"
"351";"mangal";"4449";NA;"kolpelke2017";"10.1002/ecy.1832"
"352";"mangal";"4450";NA;"kolpelke2017";"10.1002/ecy.1832"
"353";"mangal";"4451";NA;"kolpelke2017";"10.1002/ecy.1832"
"354";"mangal";"4453";NA;"kolpelke2017";"10.1002/ecy.1832"
"355";"mangal";"4454";NA;"kolpelke2017";"10.1002/ecy.1832"
"356";"mangal";"4455";NA;"kolpelke2017";"10.1002/ecy.1832"
"357";"mangal";"4456";NA;"kolpelke2017";"10.1002/ecy.1832"
"358";"mangal";"4457";NA;"kolpelke2017";"10.1002/ecy.1832"
"359";"mangal";"4458";NA;"kolpelke2017";"10.1002/ecy.1832"
"360";"mangal";"4459";NA;"kolpelke2017";"10.1002/ecy.1832"
"361";"mangal";"4460";NA;"kolpelke2017";"10.1002/ecy.1832"
"362";"mangal";"4461";NA;"kolpelke2017";"10.1002/ecy.1832"
"363";"mangal";"4462";NA;"kolpelke2017";"10.1002/ecy.1832"
"364";"mangal";"4463";NA;"kolpelke2017";"10.1002/ecy.1832"
"365";"mangal";"4464";NA;"kolpelke2017";"10.1002/ecy.1832"
"366";"mangal";"4465";NA;"kolpelke2017";"10.1002/ecy.1832"
"367";"mangal";"4466";NA;"kolpelke2017";"10.1002/ecy.1832"
"368";"mangal";"4467";NA;"kolpelke2017";"10.1002/ecy.1832"
"369";"mangal";"4468";NA;"kolpelke2017";"10.1002/ecy.1832"
