"";"network_db";"network_id";"reference";"citation"
"41";"TI22";"Macfadyen_A8";NA;"Macfadyen_A8"
"42";"TI22";"Macfadyen_A9";NA;"Macfadyen_A9"
"43";"TI22";"Macfadyen_B1";NA;"Macfadyen_B1"
"44";"TI22";"Macfadyen_B2";NA;"Macfadyen_B2"
"45";"TI22";"Macfadyen_B3";NA;"Macfadyen_B3"
"46";"TI22";"Macfadyen_B4";NA;"Macfadyen_B4"
"47";"TI22";"Macfadyen_B5";NA;"Macfadyen_B5"
"48";"TI22";"Macfadyen_B6";NA;"Macfadyen_B6"
"49";"TI22";"Macfadyen_B7";NA;"Macfadyen_B7"
"50";"TI22";"Macfadyen_B8";NA;"Macfadyen_B8"
"51";"TI22";"Macfadyen_B9";NA;"Macfadyen_B9"
"52";"TI22";"Macfadyen_B10";NA;"Macfadyen_B10"
"53";"TI22";"martins2020";NA;"martins2020"
"54";"TI22";"Masetti2004_A";NA;"Masetti2004_A"
"55";"TI22";"Masetti2004_B";NA;"Masetti2004_B"
"56";"TI22";"Masetti2004_C";NA;"Masetti2004_C"
"57";"TI22";"massa2001_A";NA;"massa2001_A"
"58";"TI22";"massa2001_B";NA;"massa2001_B"
"59";"TI22";"memmott1994";NA;"memmott1994"
"60";"TI22";"muller1999";NA;"muller1999"
"61";"TI22";"nakagawa_1";NA;"nakagawa_1"
"62";"TI22";"nakagawa_2";NA;"nakagawa_2"
"63";"TI22";"novotny2005";NA;"novotny2005"
"64";"TI22";"novotny2012";NA;"novotny2012"
"65";"TI22";"pearson&altermatt2013";NA;"pearson&altermatt2013"
"66";"TI22";"Peralta2017";NA;"Peralta2017"
"67";"TI22";"Pitteloud2020_B1";NA;"Pitteloud2020_B1"
"68";"TI22";"Pitteloud2020_B2";NA;"Pitteloud2020_B2"
"69";"TI22";"Pitteloud2020_B3";NA;"Pitteloud2020_B3"
"70";"TI22";"Pitteloud2020_B4";NA;"Pitteloud2020_B4"
"71";"TI22";"Pitteloud2020_B5.1";NA;"Pitteloud2020_B5.1"
"72";"TI22";"Pitteloud2020_B5.2";NA;"Pitteloud2020_B5.2"
"73";"TI22";"Pitteloud2020_B6";NA;"Pitteloud2020_B6"
"74";"TI22";"Pitteloud2020_B7";NA;"Pitteloud2020_B7"
"75";"TI22";"Pitteloud2020_B8";NA;"Pitteloud2020_B8"
"76";"TI22";"Pitteloud2020_C1";NA;"Pitteloud2020_C1"
"77";"TI22";"Pitteloud2020_C2";NA;"Pitteloud2020_C2"
"78";"TI22";"Pitteloud2020_C3";NA;"Pitteloud2020_C3"
"79";"TI22";"Pitteloud2020_C4";NA;"Pitteloud2020_C4"
"80";"TI22";"Pitteloud2020_C5";NA;"Pitteloud2020_C5"
"81";"TI22";"Pitteloud2020_C6";NA;"Pitteloud2020_C6"
"82";"TI22";"Pitteloud2020_C7";NA;"Pitteloud2020_C7"
"83";"TI22";"Pitteloud2020_C8";NA;"Pitteloud2020_C8"
"84";"TI22";"Pitteloud2020_F1";NA;"Pitteloud2020_F1"
"85";"TI22";"Pitteloud2020_F2";NA;"Pitteloud2020_F2"
"86";"TI22";"Pitteloud2020_F3";NA;"Pitteloud2020_F3"
"87";"TI22";"Pitteloud2020_F4";NA;"Pitteloud2020_F4"
"88";"TI22";"Pitteloud2020_F5";NA;"Pitteloud2020_F5"
"89";"TI22";"Pitteloud2020_F6";NA;"Pitteloud2020_F6"
"90";"TI22";"Pitteloud2020_F7";NA;"Pitteloud2020_F7"
"91";"TI22";"Pitteloud2020_F8";NA;"Pitteloud2020_F8"
"92";"TI22";"Pitteloud2020_G1";NA;"Pitteloud2020_G1"
"93";"TI22";"Pitteloud2020_G2";NA;"Pitteloud2020_G2"
"94";"TI22";"Pitteloud2020_G3";NA;"Pitteloud2020_G3"
"95";"TI22";"Pitteloud2020_G4";NA;"Pitteloud2020_G4"
"96";"TI22";"Pitteloud2020_G5";NA;"Pitteloud2020_G5"
"97";"TI22";"Pitteloud2020_G6";NA;"Pitteloud2020_G6"
"98";"TI22";"Pitteloud2020_G7";NA;"Pitteloud2020_G7"
"99";"TI22";"Pitteloud2020_G8";NA;"Pitteloud2020_G8"
"100";"TI22";"Pitteloud2020_M1";NA;"Pitteloud2020_M1"
"101";"TI22";"Pitteloud2020_M2";NA;"Pitteloud2020_M2"
"102";"TI22";"Pitteloud2020_M3";NA;"Pitteloud2020_M3"
"103";"TI22";"Pitteloud2020_M4";NA;"Pitteloud2020_M4"
"104";"TI22";"Pitteloud2020_M5";NA;"Pitteloud2020_M5"
"105";"TI22";"Pitteloud2020_M6";NA;"Pitteloud2020_M6"
"106";"TI22";"Pitteloud2020_M7";NA;"Pitteloud2020_M7"
"107";"TI22";"Pitteloud2020_M8";NA;"Pitteloud2020_M8"
"108";"TI22";"Pitteloud2020_S1";NA;"Pitteloud2020_S1"
"109";"TI22";"Pitteloud2020_S2";NA;"Pitteloud2020_S2"
"110";"TI22";"Pitteloud2020_S3";NA;"Pitteloud2020_S3"
"111";"TI22";"Pitteloud2020_S4";NA;"Pitteloud2020_S4"
"112";"TI22";"Pitteloud2020_S5";NA;"Pitteloud2020_S5"
"113";"TI22";"Pitteloud2020_S6";NA;"Pitteloud2020_S6"
"114";"TI22";"Pitteloud2020_S7";NA;"Pitteloud2020_S7"
"115";"TI22";"Pitteloud2020_S8";NA;"Pitteloud2020_S8"
"116";"TI22";"pocock2012_aphid";NA;"pocock2012_aphid"
"117";"TI22";"prado2004";NA;"prado2004"
"118";"TI22";"Saavedra2017_initial_A";NA;"Saavedra2017_initial_A"
"119";"TI22";"Saavedra2017_initial_B";NA;"Saavedra2017_initial_B"
"120";"TI22";"Saavedra2017_initial_C";NA;"Saavedra2017_initial_C"
"121";"TI22";"Saavedra2017_middle_A";NA;"Saavedra2017_middle_A"
"122";"TI22";"Saavedra2017_middle_B";NA;"Saavedra2017_middle_B"
"123";"TI22";"Saavedra2017_middle_C";NA;"Saavedra2017_middle_C"
"124";"TI22";"Saavedra2017_late_A";NA;"Saavedra2017_late_A"
"125";"TI22";"Saavedra2017_late_B";NA;"Saavedra2017_late_B"
"126";"TI22";"Saavedra2017_late_C";NA;"Saavedra2017_late_C"
"127";"TI22";"Sanjaya2016";NA;"Sanjaya2016"
"128";"TI22";"Santos2006";NA;"Santos2006"
"129";"TI22";"SantosdeAraujo2019";NA;"SantosdeAraujo2019"
"130";"TI22";"seifert2020_A";NA;"seifert2020_A"
"131";"TI22";"seifert2020_B";NA;"seifert2020_B"
"132";"TI22";"seifert2020_C";NA;"seifert2020_C"
"133";"TI22";"shimada2020";NA;"shimada2020"
"134";"TI22";"Shinohara2019_Abandoned_1";NA;"Shinohara2019_Abandoned_1"
"135";"TI22";"Shinohara2019_Abandoned_2";NA;"Shinohara2019_Abandoned_2"
"136";"TI22";"Shinohara2019_Abandoned_3";NA;"Shinohara2019_Abandoned_3"
"137";"TI22";"Shinohara2019_Abandoned_4";NA;"Shinohara2019_Abandoned_4"
"138";"TI22";"Shinohara2019_Extensively_managed_1";NA;"Shinohara2019_Extensively_managed_1"
"139";"TI22";"Shinohara2019_Extensively_managed_2";NA;"Shinohara2019_Extensively_managed_2"
"140";"TI22";"Shinohara2019_Extensively_managed_3";NA;"Shinohara2019_Extensively_managed_3"
"141";"TI22";"Shinohara2019_Extensively_managed_4";NA;"Shinohara2019_Extensively_managed_4"
"142";"TI22";"Shinohara2019_Intensively_managed_1";NA;"Shinohara2019_Intensively_managed_1"
"143";"TI22";"Shinohara2019_Intensively_managed_2";NA;"Shinohara2019_Intensively_managed_2"
"144";"TI22";"Shinohara2019_Intensively_managed_3";NA;"Shinohara2019_Intensively_managed_3"
"145";"TI22";"Shinohara2019_Intensively_managed_4";NA;"Shinohara2019_Intensively_managed_4"
"146";"TI22";"Silveira2021_nonpreserved";NA;"Silveira2021_nonpreserved"
"147";"TI22";"Silveira2021_preserved";NA;"Silveira2021_preserved"
"148";"TI22";"stary2008";NA;"stary2008"
"149";"TI22";"sugiura2020";NA;"sugiura2020"
"150";"TI22";"Sugiura2010";NA;"Sugiura2010"
"151";"TI22";"Szpeiner2008";NA;"Szpeiner2008"
"152";"TI22";"Tahar2015";NA;"Tahar2015"
"153";"TI22";"tavakilian1997";NA;"tavakilian1997"
"154";"TI22";"tcharntke";NA;"tcharntke"
"155";"TI22";"Todorov2014";NA;"Todorov2014"
"156";"TI22";"ueckert";NA;"ueckert"
"157";"TI22";"Volf2017_Tomakomai";NA;"Volf2017_Tomakomai"
"158";"TI22";"Volf2017_Lanzhot";NA;"Volf2017_Lanzhot"
"159";"TI22";"Volf2017_Mikulcice";NA;"Volf2017_Mikulcice"
"160";"TI22";"Xi2020";NA;"Xi2020"
"161";"TI22";"Zhu2018";NA;"Zhu2018"
