"";"network_db";"network_id";"reference";"citation"
"14";"WOL";"M_PL_002";"Arroyo, M.T.K., R. Primack & J.J. Armesto. 1982. Community studies in pollination ecology in the high temperate Andes of central Chile. I. Pollination mechanisms and altitudinal variation. Amer. J. Bot. 69:82-97.";"Arroyo et al 1982"
"15";"WOL";"M_PL_003";"Arroyo, M.T.K., R. Primack & J.J. Armesto. 1982. Community studies in pollination ecology in the high temperate Andes of central Chile. I. Pollination mechanisms and altitudinal variation. Amer. J. Bot. 69:82-97.";"Arroyo et al 1982"
"16";"WOL";"M_PL_029";"Primack, R.B. (1983). Insect pollination in the New Zealand mountain flora. New Zealand J. Bot. 21, 317-333. Craigieb.";"Primack 1983"
"17";"WOL";"M_SD_018";"Mack, AL and Wright, DD. (1996) Notes on occurrence and feeding of birds at Crater Mountain Biological Research Station, Papua New Guinea. Emu 96: 89-101. ";"Mack & Wright 1996"
"18";"WOL";"M_PL_015";"Petanidou, T. (1991). Pollination ecology in a phryganic ecosystem. Unp. PhD. Thesis, Aristotelian University, Thessaloniki.";"Petanidou 1991"
"19";"WOL";"M_PL_016";"Herrera, J. (1988) Pollination relatioships in southern spanish mediterranean shrublands. Journal of Ecology 76: 274-287.";"Herrera 1988"
"20";"WOL";"M_PL_036";"Olesen unpubl.";"Olesen unpublished"
"21";"WOL";"M_SD_006";"Carlo et al. (2003) Avian fruit preferences across a Puerto Rican forested landscape: pattern consistency and implications for seed removal. Oecologia 134: 119-131";"Carlo et al 2003"
"22";"WOL";"M_SD_017";"Tutin, C.E.G., Ham, R.M., White, L.J.T., Harrison, M.J.S. 1997. The primate community of the Lopé Reserve, Gabon: diets, responses to fruit scarcity, and effects on biomass. American Journal of Primatology, 42: 1-24.";"Tutin et al 1997"
"23";"WOL";"M_PL_026";"McMullen, C. K. 1993. Flower-visiting insects of the Galapagos Islands. Pan-Pacific Entomologist 69:95-106";"MacMullen 1993"
"24";"WOL";"M_PL_012";"Olesen unpubl.";"Olesen unpublished"
"25";"WOL";"M_SD_011";"Snow, B. and Snow, D. (1988). Birds and berries, Calton, England.";"Snow & Snow 1988"
"26";"WOL";"M_PL_030";"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.";"Ramirez & Brito 1992"
"27";"WOL";"M_SD_014";"Jordano P. (1985) El ciclo anual de los paseriformes frugívoros en el matorral mediterráneo del sur de España: importancia de su invernada y variaciones interanuales. Ardeola, 32, 69-94.";"Jordano 1985"
"28";"WOL";"M_PL_020";"Kevan P. G. 1970. High Arctic insect-flower relations: The interrelationships of arthropods and flowers at Lake Hazen, Ellesmere Island, Northwest Territories, Canada. Ph.D. thesis, University of Alberta, Edmonton, 399 pp.";"Kevan 1970"
"29";"WOL";"M_PL_014";"Hocking, B. 1968. Insect-flower associations in the high Arctic with special reference to nectar. Oikos 19:359-388.";"Hocking 1968"
"30";"WOL";"M_PL_018";"Olesen unpubl.";"Olesen unpublished"
"31";"WOL";"M_PL_006";"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant–insect flower visitor webs. J. Anim. Ecol. 71: 32–43.";"Dicks et al 2002"
"32";"WOL";"M_SD_022";"Silva, W.R., P. De Marco, E. Hasui, and V.S.M. Gomes (2002) Patterns of fruit-frugivores interactions in two Atlantic Forest bird communities of South-eastern Brazil: implications for conservation. Pp. 423-435. In: D.J. Levey, W.R. Silva and M. Galetti (eds.) Seed dispersal and frugivory: ecology, evolution and conservation. Wallinford: CAB International.";"Silva et al 2002"
"33";"WOL";"M_PL_035";"Percival, M. (1974). Floral Ecology of Coastal Scrub in Southeast Jamaica. Biotropica, 6, 104-129.";"Percival 1974"
"34";"WOL";"M_SD_016";"Lambert F. (1989). Fig-eating by birds in a Malaysian lowland rain forest. J. Trop. Ecol., 5, 401-412.";"Lambert 1989"
"35";"WOL";"M_PL_013";"Ollerton, J., S. D. Johnson, L. Cranmer, and S. Kellie. 2003. The pollination ecology of an assemblage of grassland asclepiads in South Africa. Annals of Botany 92:807-834.";"Ollerton et al 2003"
"36";"WOL";"M_PL_022";"Medan, D., N. H. Montaldo, M. Devoto, A. Mantese, V. Vasellati, and N. H. Bartoloni. 2002. Plant-pollinator relationships at two altitudes in the Andes of Mendoza, Argentina. Arctic Antarctic and Alpine Research 34:233-241.";"Medan et all 2002"
"37";"WOL";"M_PL_009";"Elberling, H. & Olesen, J. M. 1999. The structure of a high latitude plant-pollinator system: The dominance of flies. Ecography 22:314-323.";"Elberling & Olesen 1999"
"38";"WOL";"M_PL_011";"Olesen, J.M., Eskildsen, L.I. & Venkatasamy, S. (2002). Div. Distr., 8:181-192.";"Olesen et al 2002"
"39";"WOL";"M_PL_024";"Mosquin, T., and J. E. H. Martin. 1967. Observations on the pollination biology of plants on Melville Island, N.W.T., Canada. Canadian Field Naturalist 81:201-205.";"Mosquin & Martin 1967"
"40";"WOL";"M_SD_019";"Wheelwright, N.T., Haber, W.A., Murray, K.G., Guindon, C. 1984. Tropical fruit-eating birds and their food plants: a survey of a Costa Rican lower montane forest. Biotropica, 16: 173-192.";"Wheelwright et al 1984"
"41";"WOL";"M_SD_002";"Beehler, B. 1983. Frugivory and polygamy in birds of paradise. Auk, 100: 1-12.";"Beehler 1983"
"42";"WOL";"M_SD_008";"Frost, P.G.H. 1980. Fruit-frugivore interactions in a South African coastal dune forest. Pages 1179-1184 in: R. Noring (ed.). Acta XVII Congresus Internationalis Ornithologici, Deutsches Ornithologische Gessenshaft, Berlin.";"Frost 1980"
"43";"WOL";"M_SD_020";"P. Jordano, unpubl.";"Jordano unpublished"
"44";"WOL";"M_SD_021";"P. Jordano, unpubl.";"Jordano unpublished"
"45";"WOL";"M_PL_025";"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.";"Motten 1982"
"46";"WOL";"FW_012";"Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145–161";"Thompson and Townsend 2003"
"47";"WOL";"FW_012_01";"Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145–161";"Thompson and Townsend 2003"
"48";"WOL";"FW_012_02";"Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145–161";"Thompson and Townsend 2003"
"49";"WOL";"M_SD_013";"Hammann, A. & Curio, B. (1999) Interactions among frugivores and fleshy fruit trees in a Philippine submontane rainforest.";"Hammann & Curio 1999"
"50";"WOL";"M_PL_033";"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.";"Small 1976"
"51";"WOL";"M_PL_005";"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.";"Clements & Long 1923"
"52";"WOL";"M_SD_001";"Baird, J.W. 1980. The selection and use of fruit by birds in an eastern forest. Wilson Bulletin 92: 63-73.";"Baird 1980"
"53";"WOL";"M_PL_023";"Medan, D., N. H. Montaldo, M. Devoto, A. Mantese, V. Vasellati, and N. H. Bartoloni. 2002. Plant-pollinator relationships at two altitudes in the Andes of Mendoza, Argentina. Arctic Antarctic and Alpine Research 34:233-241.";"Medan et all 2002"
"54";"WOL";"M_SD_009";"Galetti, M., Pizo, M.A. 1996. Fruit eating birds in a forest fragment in southeastern Brazil. Ararajuba, Revista Brasileira de Ornitologia, 4: 71-79.";"Galetti & Pizo 1996"
"55";"WOL";"M_SD_012";"Galetti, M., Pizo, M.A. 1996. Fruit eating birds in a forest fragment in southeastern Brazil. Ararajuba, Revista Brasileira de Ornitologia, 4: 71-79.";"Galetti & Pizo 1996"
"56";"WOL";"M_PL_007";"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant–insect flower visitor webs. J. Anim. Ecol. 71: 32–43.";"Dicks et al 2002"
"57";"WOL";"M_PL_019";"Inouye, D. W., and G. H. Pyke. 1988. Pollination biology in the Snowy Mountains of Australia: comparisons with montane Colorado, USA. Australian Journal of Ecology 13:191-210.";"Inouye & Pyke 1988"
"58";"WOL";"M_PL_008";"Dupont YL, Hansen DM and Olesen JM (2003) Structure of a plant-flower-visitor network in the high-altitude sub-alpine desert of Tenerife, Canary Islands. Ecography 26:301-310.";"Dupont et al 2003"
"59";"WOL";"M_SD_007";"Crome, F.H.J. 1975. The ecology of fruit pigeons in tropical Northern Queensland. Australian Journal of Wildlife Research, 2: 155-185.";"Crome 1975"
"60";"WOL";"M_SD_010";"Snow, B.K., Snow, D.W. 1971. The feeding ecology of tanagers and honeycreepers in Trinidad. Auk, 88: 291-322.";"Snow & Snow 1971"
"61";"WOL";"M_SD_023";"Noma, N. 1997. Annual fluctuations of sapfruits production and synchronization within and inter species in a warm temperate forest on Yakushima Island, Japan. Tropics, 6: 441-449.";"Noma 1997"
"62";"WOL";"M_PL_010";"Elberling & Olesen unpubl.";"Elberling & Olesen unpublished"
"63";"WOL";"M_PL_037";"Montero AC (2005).The Ecology of Three Pollination Networks. MSc thesis (Univ of Aarhus, Aarhus, Denmark).";"Montero 2005"
"64";"WOL";"M_PL_038";"Montero AC (2005).The Ecology of Three Pollination Networks. MSc thesis (Univ of Aarhus, Aarhus, Denmark).";"Montero 2005"
"65";"WOL";"M_PL_040";"Ingversen TT (2006). Plant–pollinator interactions on Jamaica and Dominica: The centrality, asymmetry and modularity of networks. Msc thesis (Univ of Aarhus, Aarhus, Denmark).";"Ingversen 2006"
"66";"WOL";"M_PL_041";"Ingversen TT (2006) MSc thesis (Univ of Aarhus, Aarhus, Denmark). (MSc, 2006, Tanja Toftemark Ingversen, Plant–pollinator interactions on Jamaica and Dominica: The centrality, asymmetry and modularity of networks)";"Ingversen 2006"
"67";"WOL";"M_PL_042";"Philipp M, Böcher J, Siegismund HR, Nielsen LR (2006) Ecography 29:531-540. (Philipp, M., Böcher, J., Siegismund, H. R. and Nielsen, L. R. 2006. Structure of a plant-pollinator network on a pahoehoe lava desert of the Galápagos Islands. – Ecography 29: 531– 40.)";"Phillipp et al 2006"
"68";"WOL";"M_PL_043";"Montero AC (2005).The Ecology of Three Pollination Networks. MSc thesis (Univ of Aarhus, Aarhus, Denmark).";"Montero 2005"
"69";"WOL";"M_PL_044";"Kato M (2000).Anthophilous insect community and plant-pollinator interactions on Amami Islands in the Ryukyu Archipelago, Japan. Contr Biol Lab Kyoto Univ 29:157-252.";"Kato 2000"
"70";"WOL";"M_PL_045";"Lundgren R, Olesen JM (2005). The Dense and Highly Connected World of Greenland's Plants and Their Pollinators. Arc Antarc Alp Res 37:514-520.";"Lundgren & Olesen 2005"
"71";"WOL";"M_PL_050";"Stald, L., Valido, A. & Olesen, J. M. 2003. Struktur og dynamik i rum og tid at et bestøvningsnetværk på Tenerife, De Kanariske Øer. MSc-thesis, Univ. of Aarhus, Denmark.";"Stald et al 2003"
"72";"WOL";"M_PL_039";"Stald L (2003). Struktur og dynamik i rum og tid af et bestøvningsnetværk på Tenerife, De Kanariske Øer. Msc thesis (Univ of Aarhus, Aarhus, Denmark).";"Stald 2003"
"73";"WOL";"M_PL_051";"Vázquez DP. 2002. Interactions among Introduced Ungulates, Plants, and Pollinators: A Field Study in the Temperate Forest of the Southern Andes. Ph.D. Dissertation. Department of Ecology and Evolutionary Biology, University of Tennessee, Knoxville.";"Vázquez 2002"
"74";"WOL";"M_PL_053";"Yamazaki, K. & Kato, M. 2003. Flowering phenology and anthophilous insect community in a grassland ecosystem at Mt. Yufu, Western Japan. Contributions from the Biological Laboratory, Kyoto University 29: 255-318.";"Yamazaki & Kato 2003"
"75";"WOL";"M_PL_054";"Kakutani, T., T. Inoue, M. Kato and H. Ichihashi (1990) Insect-flower relationship in the campus of Kyoto University, Kyoto: An overview of the flowering phenology and the seasonal pattern of insect visits. Contribution from the Biological Laboratory, Kyoto University, 27: 465-521.";"Kakutani et al 1990"
"76";"WOL";"M_PL_055";"Kato & Miura (1996). Flowering phenology and anthophilous insect community at a threatened natural lowland marsh at Nakaikemi in Tsuruga, Japan. Kyoto University, Vol. 29: 1-48";"Kato & Miura 1996"
"77";"WOL";"M_PL_056";"Kato et al. 1993. Flowering Phenology and Anthophilous Insect Community in the Cool-Temperate Subalpine Forests and Meadows at Mt. Kushigata in the Central Part of Japan. Contributions from the Biological Laboratory, Kyoto University 28: 119-172";"Kato et al 1993"
"78";"WOL";"M_PL_057";"Inoue et al 1990. Insect-flower Relationship in the Temperate Deciduous Forest of Kibune, Kyoto : An Overview of the Flowering Phenology and the Seasonal Pattern of Insect Visits.";"Inoue et al 1990"
"79";"WOL";"M_SD_024";"Guitián, J. (1983). Relaciones entre los frutos y los passeriformes en un bosque montano de la cordillera cantábrica occidental. PhD Thesis, Univ. Santiago, Spain.";"Guitián 1983"
"80";"WOL";"M_SD_026";"Data unpublished, however see Jordano 1993";"Unpublished, see Jordano 1993"
"81";"WOL";"M_SD_027";"Data unpublished, however see Jordano 1993";"Unpublished, see Jordano 1993"
"82";"WOL";"M_SD_028";"Data unpublished, however see Jordano 1993";"Unpublished, see Jordano 1993"
"83";"WOL";"M_SD_029";"Data unpublished, however see Jordano 1993";"Unpublished, see Jordano 1993"
"84";"WOL";"M_SD_030";"Data unpublished, however see Jordano 1993";"Unpublished, see Jordano 1993"
"85";"WOL";"M_PL_052";"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.";"Witt 1998"
"86";"WOL";"M_PL_047";"Dupont & Olesen(2009). J. Animal Ecology, 78:346-353.";"Dupont & Olesen 2009"
"87";"WOL";"M_PL_048";"Dupont & Olesen(2009). J. Animal Ecology, 78:346-353.";"Dupont & Olesen 2009"
"88";"WOL";"M_PL_049";"Bek S (2006). A pollination network from a Danish forest meadow. MSc thesis (Univ of Aarhus, Aarhus, Denmark).";"Bek 2006"
"89";"WOL";"M_SD_025";"Sorensen, A. E. (1981). Interactions between birds and fruit in a temperate woodland. Oecologia 50: 242–249.";"Sorensen 1981"
"90";"WOL";"M_PL_046";"Bundgaard, M. (2003). Tidslig og rumlig variation i et plante-bestøvernetværk. Msc thesis. University of Aarhus. Aarhus, Denmark.";"Bundgaard 2003"
"91";"WOL";"M_PL_058";"Bartomeus, I., Vilà, M. & Santamaria, L., 2008. Contrasting effects of invasive plants in plant-pollinator networks. Oecologia 155: 761-770.";"Bartomeus et al 2008"
"92";"WOL";"M_PL_059";"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096–1101.";"Bezerra et al 2009"
"93";"WOL";"A_HP_001";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"94";"WOL";"A_HP_002";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"95";"WOL";"A_HP_003";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"96";"WOL";"A_HP_004";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"97";"WOL";"A_HP_005";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"98";"WOL";"A_HP_006";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"99";"WOL";"A_HP_007";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"100";"WOL";"A_HP_008";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"101";"WOL";"A_HP_009";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"102";"WOL";"A_HP_010";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"103";"WOL";"A_HP_011";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"104";"WOL";"A_HP_012";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"105";"WOL";"A_HP_013";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"106";"WOL";"A_HP_014";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"107";"WOL";"A_HP_015";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"108";"WOL";"A_HP_016";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"109";"WOL";"A_HP_017";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"110";"WOL";"A_HP_018";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"111";"WOL";"A_HP_019";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"112";"WOL";"A_HP_020";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"113";"WOL";"A_HP_021";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"114";"WOL";"A_HP_022";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"115";"WOL";"A_HP_023";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"116";"WOL";"A_HP_024";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"117";"WOL";"A_HP_025";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"118";"WOL";"A_HP_026";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"119";"WOL";"A_HP_027";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"120";"WOL";"A_HP_028";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"121";"WOL";"A_HP_029";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"122";"WOL";"A_HP_030";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"123";"WOL";"A_HP_031";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"124";"WOL";"A_HP_032";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"125";"WOL";"A_HP_033";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"126";"WOL";"A_HP_034";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"127";"WOL";"A_HP_035";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"128";"WOL";"A_HP_036";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"129";"WOL";"A_HP_037";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"130";"WOL";"A_HP_038";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"131";"WOL";"A_HP_039";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"132";"WOL";"A_HP_040";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"133";"WOL";"A_HP_041";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"134";"WOL";"A_HP_042";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"135";"WOL";"A_HP_043";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"136";"WOL";"A_HP_044";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"137";"WOL";"A_HP_045";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"138";"WOL";"A_HP_046";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"139";"WOL";"A_HP_047";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"140";"WOL";"A_HP_048";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
