"";"network_db";"network_id";"reference";"citation"
"70";"B22";"A_HP_Macfadyen2009_paras-herb_A1";NA;"Macfadyen2009_paras-herb_A1"
"71";"B22";"A_HP_Macfadyen2009_paras-herb_A10";NA;"Macfadyen2009_paras-herb_A10"
"72";"B22";"A_HP_Macfadyen2009_paras-herb_A2";NA;"Macfadyen2009_paras-herb_A2"
"73";"B22";"A_HP_Macfadyen2009_paras-herb_A3";NA;"Macfadyen2009_paras-herb_A3"
"74";"B22";"A_HP_Macfadyen2009_paras-herb_A4";NA;"Macfadyen2009_paras-herb_A4"
"75";"B22";"A_HP_Macfadyen2009_paras-herb_A5";NA;"Macfadyen2009_paras-herb_A5"
"76";"B22";"A_HP_Macfadyen2009_paras-herb_A6";NA;"Macfadyen2009_paras-herb_A6"
"77";"B22";"A_HP_Macfadyen2009_paras-herb_A7";NA;"Macfadyen2009_paras-herb_A7"
"78";"B22";"A_HP_Macfadyen2009_paras-herb_A8";NA;"Macfadyen2009_paras-herb_A8"
"79";"B22";"A_HP_Macfadyen2009_paras-herb_A9";NA;"Macfadyen2009_paras-herb_A9"
"80";"B22";"A_HP_Macfadyen2009_paras-herb_B1";NA;"Macfadyen2009_paras-herb_B1"
"81";"B22";"A_HP_Macfadyen2009_paras-herb_B2";NA;"Macfadyen2009_paras-herb_B2"
"82";"B22";"A_HP_Macfadyen2009_paras-herb_B3";NA;"Macfadyen2009_paras-herb_B3"
"83";"B22";"A_HP_Macfadyen2009_paras-herb_B4";NA;"Macfadyen2009_paras-herb_B4"
"84";"B22";"A_HP_Macfadyen2009_paras-herb_B5";NA;"Macfadyen2009_paras-herb_B5"
"85";"B22";"A_HP_Macfadyen2009_paras-herb_B6";NA;"Macfadyen2009_paras-herb_B6"
"86";"B22";"A_HP_Macfadyen2009_paras-herb_B7";NA;"Macfadyen2009_paras-herb_B7"
"87";"B22";"A_HP_Macfadyen2009_paras-herb_B8";NA;"Macfadyen2009_paras-herb_B8"
"88";"B22";"A_HP_Mendonca";NA;"Mendonca"
"89";"B22";"A_HP_Pilosof2013_1982";NA;"Pilosof2013_1982"
"90";"B22";"A_HP_Pilosof2013_1983";NA;"Pilosof2013_1983"
"91";"B22";"A_HP_Pilosof2013_1984";NA;"Pilosof2013_1984"
"92";"B22";"A_HP_Pilosof2013_1985";NA;"Pilosof2013_1985"
"93";"B22";"A_HP_Pilosof2013_1986";NA;"Pilosof2013_1986"
"94";"B22";"A_HP_Pilosof2013_1987";NA;"Pilosof2013_1987"
"95";"B22";"A_HP_Rauque";NA;"Rauque"
"96";"B22";"A_HP_Stireman2003";NA;"Stireman2003"
"97";"B22";"A_HP_Sugiura2007";NA;"Sugiura2007"
"98";"B22";"A_PH_Basset1996";NA;"Basset1996"
"99";"B22";"A_PH_Bergamini";NA;"Bergamini"
"100";"B22";"A_PH_Coley2006";NA;"Coley2006"
"101";"B22";"A_PH_HennemanXXXX-1";NA;"HennemanXXXX-1"
"102";"B22";"A_PH_HennemanXXXX-2";NA;"HennemanXXXX-2"
"103";"B22";"A_PH_Ibanez2013";NA;"Ibanez2013"
"104";"B22";"A_PH_Janzen1980";NA;"Janzen1980"
"105";"B22";"A_PH_Janzen2003";NA;"Janzen2003"
"106";"B22";"A_PH_Joern-Altuda";NA;"Joern-Altuda"
"107";"B22";"A_PH_Joern-Marathon";NA;"Joern-Marathon"
"108";"B22";"A_PH_Lewis2002";NA;"Lewis2002"
"109";"B22";"A_PH_Macfadyen2009_plant-herb_A1";NA;"Macfadyen2009_plant-herb_A1"
"110";"B22";"A_PH_Macfadyen2009_plant-herb_A10";NA;"Macfadyen2009_plant-herb_A10"
"111";"B22";"A_PH_Macfadyen2009_plant-herb_A2";NA;"Macfadyen2009_plant-herb_A2"
"112";"B22";"A_PH_Macfadyen2009_plant-herb_A3";NA;"Macfadyen2009_plant-herb_A3"
"113";"B22";"A_PH_Macfadyen2009_plant-herb_A4";NA;"Macfadyen2009_plant-herb_A4"
"114";"B22";"A_PH_Macfadyen2009_plant-herb_A5";NA;"Macfadyen2009_plant-herb_A5"
"115";"B22";"A_PH_Macfadyen2009_plant-herb_A6";NA;"Macfadyen2009_plant-herb_A6"
"116";"B22";"A_PH_Macfadyen2009_plant-herb_A7";NA;"Macfadyen2009_plant-herb_A7"
"117";"B22";"A_PH_Macfadyen2009_plant-herb_A8";NA;"Macfadyen2009_plant-herb_A8"
"118";"B22";"A_PH_Macfadyen2009_plant-herb_B1";NA;"Macfadyen2009_plant-herb_B1"
"119";"B22";"A_PH_Macfadyen2009_plant-herb_B2";NA;"Macfadyen2009_plant-herb_B2"
"120";"B22";"A_PH_Macfadyen2009_plant-herb_B3";NA;"Macfadyen2009_plant-herb_B3"
"121";"B22";"A_PH_Macfadyen2009_plant-herb_B4";NA;"Macfadyen2009_plant-herb_B4"
"122";"B22";"A_PH_Macfadyen2009_plant-herb_B8";NA;"Macfadyen2009_plant-herb_B8"
"123";"B22";"A_PH_Macfadyen2009_plant-herb_B9";NA;"Macfadyen2009_plant-herb_B9"
"124";"B22";"A_PH_Novotny2005";NA;"Novotny2005"
"125";"B22";"A_PH_Novotny2012";NA;"Novotny2012"
"126";"B22";"A_PH_Pearse2013";NA;"Pearse2013"
"127";"B22";"A_PH_site01_period01_Martins";NA;"site01_period01_Martins"
"128";"B22";"A_PH_site03_period01_Martins";NA;"site03_period01_Martins"
"129";"B22";"A_PH_site04_period01_Martins";NA;"site04_period01_Martins"
"130";"B22";"A_PH_site05_period01_Martins";NA;"site05_period01_Martins"
"131";"B22";"A_PH_site06_period01_Martins";NA;"site06_period01_Martins"
"132";"B22";"A_PH_site07_period01_Martins";NA;"site07_period01_Martins"
"133";"B22";"A_PH_site08_period01_Martins";NA;"site08_period01_Martins"
"134";"B22";"A_PH_site09_period01_Martins";NA;"site09_period01_Martins"
"135";"B22";"A_PH_site10_period01_Martins";NA;"site10_period01_Martins"
"136";"B22";"A_PH_Stary2008";NA;"Stary2008"
"137";"B22";"A_PH_Tavakilian1997";NA;"Tavakilian1997"
"138";"B22";"A_PH_Ueckert";NA;"Ueckert"
"139";"B22";"M_AP_Bluthgen2004";NA;"Bluthgen2004"
"140";"B22";"M_AP_Fonseca1996";NA;"Fonseca1996"
"141";"B22";"M_AP_Passmore2012-2107-FF";NA;"Passmore2012-2107-FF"
"142";"B22";"M_AP_Passmore2012-2108-FF";NA;"Passmore2012-2108-FF"
"143";"B22";"M_AP_Passmore2012-Camp41-CF";NA;"Passmore2012-Camp41-CF"
"144";"B22";"M_AP_Passmore2012-Colosso-FF";NA;"Passmore2012-Colosso-FF"
"145";"B22";"M_AP_Passmore2012-Dimona-CF";NA;"Passmore2012-Dimona-CF"
"146";"B22";"M_AP_Passmore2012-Florestal-CF";NA;"Passmore2012-Florestal-CF"
"147";"B22";"M_AP_Passmore2012-PortoAlegre-CF";NA;"Passmore2012-PortoAlegre-CF"
"148";"B22";"M_AP_Passmore2012-PortoAlegre-FF";NA;"Passmore2012-PortoAlegre-FF"
"149";"B22";"M_PL_Abreu";NA;"Abreu"
"150";"B22";"M_PL_Arizmendi";NA;"Arizmendi"
"151";"B22";"M_PL_Arroyo1982-1";NA;"Arroyo1982-1"
"152";"B22";"M_PL_Arroyo1982-2";NA;"Arroyo1982-2"
"153";"B22";"M_PL_Arroyo1982-3";NA;"Arroyo1982-3"
"154";"B22";"M_PL_Barrett1987";NA;"Barrett1987"
"155";"B22";"M_PL_Bartomeus";NA;"Bartomeus"
"156";"B22";"M_PL_Bezerra2009";NA;"Bezerra2009"
"157";"B22";"M_PL_Brosi2017_Back_of_Baldy_Bend_2014_Control";NA;"Brosi2017_Back_of_Baldy_Bend_2014_Control"
"158";"B22";"M_PL_Brosi2017_Back_of_Baldy_Bend_2014_Manipulation";NA;"Brosi2017_Back_of_Baldy_Bend_2014_Manipulation"
"159";"B22";"M_PL_Brosi2017_Belleview_Bench_2013_Control";NA;"Brosi2017_Belleview_Bench_2013_Control"
"160";"B22";"M_PL_Brosi2017_Belleview_Bench_2013_Manipulation";NA;"Brosi2017_Belleview_Bench_2013_Manipulation"
"161";"B22";"M_PL_Brosi2017_Brush_Creek_Sign_2014_Control";NA;"Brosi2017_Brush_Creek_Sign_2014_Control"
"162";"B22";"M_PL_Brosi2017_Brush_Creek_Sign_2014_Manipulation";NA;"Brosi2017_Brush_Creek_Sign_2014_Manipulation"
"163";"B22";"M_PL_Brosi2017_Brush_Creek_Steep_2013_Control";NA;"Brosi2017_Brush_Creek_Steep_2013_Control"
"164";"B22";"M_PL_Brosi2017_Brush_Creek_Steep_2013_Manipulation";NA;"Brosi2017_Brush_Creek_Steep_2013_Manipulation"
"165";"B22";"M_PL_Brosi2017_Cold_Springs_Ranch_2014_Control";NA;"Brosi2017_Cold_Springs_Ranch_2014_Control"
"166";"B22";"M_PL_Brosi2017_Cold_Springs_Ranch_2014_Manipulation";NA;"Brosi2017_Cold_Springs_Ranch_2014_Manipulation"
"167";"B22";"M_PL_Brosi2017_Gothic_CG_2014_Control";NA;"Brosi2017_Gothic_CG_2014_Control"
"168";"B22";"M_PL_Brosi2017_Gothic_CG_2014_Manipulation";NA;"Brosi2017_Gothic_CG_2014_Manipulation"
"169";"B22";"M_PL_Brosi2017_Gothic_Road_2013_Control";NA;"Brosi2017_Gothic_Road_2013_Control"
"170";"B22";"M_PL_Brosi2017_Gothic_Road_2013_Manipulation";NA;"Brosi2017_Gothic_Road_2013_Manipulation"
"171";"B22";"M_PL_Brosi2017_Gothic_Road_Grate_2014_Control";NA;"Brosi2017_Gothic_Road_Grate_2014_Control"
"172";"B22";"M_PL_Brosi2017_Gothic_Road_Grate_2014_Manipulation";NA;"Brosi2017_Gothic_Road_Grate_2014_Manipulation"
"173";"B22";"M_PL_Brosi2017_Gothic_Road_Steep_2013_Control";NA;"Brosi2017_Gothic_Road_Steep_2013_Control"
"174";"B22";"M_PL_Brosi2017_Gothic_Road_Steep_2013_Manipulation";NA;"Brosi2017_Gothic_Road_Steep_2013_Manipulation"
"175";"B22";"M_PL_Brosi2017_Gothic_Road_Steep_2014_Control";NA;"Brosi2017_Gothic_Road_Steep_2014_Control"
"176";"B22";"M_PL_Brosi2017_Gothic_Road_Steep_2014_Manipulation";NA;"Brosi2017_Gothic_Road_Steep_2014_Manipulation"
"177";"B22";"M_PL_Brosi2017_Gothic_Town_2014_Control";NA;"Brosi2017_Gothic_Town_2014_Control"
"178";"B22";"M_PL_Brosi2017_Gothic_Town_2014_Manipulation";NA;"Brosi2017_Gothic_Town_2014_Manipulation"
"179";"B22";"M_PL_Brosi2017_Judd_Falls_TH_2013_Control";NA;"Brosi2017_Judd_Falls_TH_2013_Control"
"180";"B22";"M_PL_Brosi2017_Judd_Falls_TH_2013_Manipulation";NA;"Brosi2017_Judd_Falls_TH_2013_Manipulation"
"181";"B22";"M_PL_Brosi2017_Judd_Falls_TH_2014_Control";NA;"Brosi2017_Judd_Falls_TH_2014_Control"
"182";"B22";"M_PL_Brosi2017_Judd_Falls_TH_2014_Manipulation";NA;"Brosi2017_Judd_Falls_TH_2014_Manipulation"
"183";"B22";"M_PL_Brosi2017_Past_Rustlers_2013_Control";NA;"Brosi2017_Past_Rustlers_2013_Control"
"184";"B22";"M_PL_Brosi2017_Past_Rustlers_2013_Manipulation";NA;"Brosi2017_Past_Rustlers_2013_Manipulation"
"185";"B22";"M_PL_Brosi2017_Rustlers_2013_Control";NA;"Brosi2017_Rustlers_2013_Control"
"186";"B22";"M_PL_Brosi2017_Rustlers_2013_Manipulation";NA;"Brosi2017_Rustlers_2013_Manipulation"
"187";"B22";"M_PL_Burkle2013";NA;"Burkle2013"
"188";"B22";"M_PL_CaraDonna_rmbl_interaction_networks_data_EDI";NA;"CaraDonna_rmbl_interaction_networks_data_EDI"
"189";"B22";"M_PL_Carstensen2017_Brazil_Cedro";NA;"Carstensen2017_Brazil_Cedro"
"190";"B22";"M_PL_Carstensen2017_Brazil_Elefante";NA;"Carstensen2017_Brazil_Elefante"
"191";"B22";"M_PL_Carstensen2017_Brazil_Gigante";NA;"Carstensen2017_Brazil_Gigante"
"192";"B22";"M_PL_Carstensen2017_Brazil_Midway";NA;"Carstensen2017_Brazil_Midway"
"193";"B22";"M_PL_Carstensen2017_Brazil_Paulino";NA;"Carstensen2017_Brazil_Paulino"
"194";"B22";"M_PL_Carstensen2017_Brazil_Soizig";NA;"Carstensen2017_Brazil_Soizig"
"195";"B22";"M_PL_Carstensen2017_Brazil_Tinkerbell";NA;"Carstensen2017_Brazil_Tinkerbell"
"196";"B22";"M_PL_Carstensen2017_ElHierro";NA;"Carstensen2017_ElHierro"
"197";"B22";"M_PL_Carstensen2017_Fuerteventura";NA;"Carstensen2017_Fuerteventura"
"198";"B22";"M_PL_Carstensen2017_Gomera";NA;"Carstensen2017_Gomera"
"199";"B22";"M_PL_Carstensen2017_GranCanaria";NA;"Carstensen2017_GranCanaria"
"200";"B22";"M_PL_Carstensen2017_TenerifeSyd";NA;"Carstensen2017_TenerifeSyd"
"201";"B22";"M_PL_Carstensen2017_Teno";NA;"Carstensen2017_Teno"
"202";"B22";"M_PL_Carstensen2017_WesternSahara";NA;"Carstensen2017_WesternSahara"
"203";"B22";"M_PL_Clements1923";NA;"Clements1923"
"204";"B22";"M_PL_Cotton";NA;"Cotton"
"205";"B22";"M_PL_Dicks2002-1";NA;"Dicks2002-1"
"206";"B22";"M_PL_Dicks2002-2";NA;"Dicks2002-2"
"207";"B22";"M_PL_Dupont2003";NA;"Dupont2003"
"208";"B22";"M_PL_Dupont2009-1";NA;"Dupont2009-1"
"209";"B22";"M_PL_Dupont2009-2";NA;"Dupont2009-2"
"210";"B22";"M_PL_Elberling1999";NA;"Elberling1999"
"211";"B22";"M_PL_Gilarranz_2015_Amarante";NA;"Gilarranz_2015_Amarante"
"212";"B22";"M_PL_Gilarranz_2015_Barrosa";NA;"Gilarranz_2015_Barrosa"
"213";"B22";"M_PL_Gilarranz_2015_CincoCerros";NA;"Gilarranz_2015_CincoCerros"
"214";"B22";"M_PL_Gilarranz_2015_Difunito";NA;"Gilarranz_2015_Difunito"
"215";"B22";"M_PL_Gilarranz_2015_Difuntos";NA;"Gilarranz_2015_Difuntos"
"216";"B22";"M_PL_Gilarranz_2015_ElMorro";NA;"Gilarranz_2015_ElMorro"
"217";"B22";"M_PL_Gilarranz_2015_LaBrava";NA;"Gilarranz_2015_LaBrava"
"218";"B22";"M_PL_Gilarranz_2015_LaChata";NA;"Gilarranz_2015_LaChata"
"219";"B22";"M_PL_Gilarranz_2015_LaPaja";NA;"Gilarranz_2015_LaPaja"
"220";"B22";"M_PL_Gilarranz_2015_PiedraAlta";NA;"Gilarranz_2015_PiedraAlta"
"221";"B22";"M_PL_Gilarranz_2015_Vigilancia";NA;"Gilarranz_2015_Vigilancia"
"222";"B22";"M_PL_Gilarranz_2015_Volcan";NA;"Gilarranz_2015_Volcan"
"223";"B22";"M_PL_Herrera1988";NA;"Herrera1988"
"224";"B22";"M_PL_High_mountain_matrix_Norfolk";NA;"High_mountain_matrix_Norfolk"
"225";"B22";"M_PL_Hocking1968";NA;"Hocking1968"
"226";"B22";"M_PL_Inoue1990";NA;"Inoue1990"
"227";"B22";"M_PL_Inouye1988";NA;"Inouye1988"
"228";"B22";"M_PL_Kaiser-Bunbury_2010_060_01";NA;"Kaiser-Bunbury_2010_060_01"
"229";"B22";"M_PL_Kaiser-Bunbury_2010_060_02";NA;"Kaiser-Bunbury_2010_060_02"
"230";"B22";"M_PL_Kaiser-Bunbury_2010_060_03";NA;"Kaiser-Bunbury_2010_060_03"
"231";"B22";"M_PL_Kaiser-Bunbury_2010_060_04";NA;"Kaiser-Bunbury_2010_060_04"
"232";"B22";"M_PL_Kaiser-Bunbury_2010_060_05";NA;"Kaiser-Bunbury_2010_060_05"
"233";"B22";"M_PL_Kaiser-Bunbury_2010_060_06";NA;"Kaiser-Bunbury_2010_060_06"
"234";"B22";"M_PL_Kaiser-Bunbury_2010_060_07";NA;"Kaiser-Bunbury_2010_060_07"
"235";"B22";"M_PL_Kaiser-Bunbury_2010_060_08";NA;"Kaiser-Bunbury_2010_060_08"
"236";"B22";"M_PL_Kaiser-Bunbury_2010_060_09";NA;"Kaiser-Bunbury_2010_060_09"
"237";"B22";"M_PL_Kaiser-Bunbury_2010_060_10";NA;"Kaiser-Bunbury_2010_060_10"
"238";"B22";"M_PL_Kaiser-Bunbury_2010_060_11";NA;"Kaiser-Bunbury_2010_060_11"
"239";"B22";"M_PL_Kaiser-Bunbury_2010_060_12";NA;"Kaiser-Bunbury_2010_060_12"
"240";"B22";"M_PL_Kaiser-Bunbury_2010_060_13";NA;"Kaiser-Bunbury_2010_060_13"
"241";"B22";"M_PL_Kaiser-Bunbury_2010_060_14";NA;"Kaiser-Bunbury_2010_060_14"
"242";"B22";"M_PL_Kaiser-Bunbury_2010_060_15";NA;"Kaiser-Bunbury_2010_060_15"
"243";"B22";"M_PL_Kaiser-Bunbury_2010_060_16";NA;"Kaiser-Bunbury_2010_060_16"
"244";"B22";"M_PL_Kaiser-Bunbury_2010_060_17";NA;"Kaiser-Bunbury_2010_060_17"
"245";"B22";"M_PL_Kaiser-Bunbury_2010_060_18";NA;"Kaiser-Bunbury_2010_060_18"
"246";"B22";"M_PL_Kaiser-Bunbury_2010_060_19";NA;"Kaiser-Bunbury_2010_060_19"
"247";"B22";"M_PL_Kaiser-Bunbury_2010_060_20";NA;"Kaiser-Bunbury_2010_060_20"
"248";"B22";"M_PL_Kaiser-Bunbury_2010_060_21";NA;"Kaiser-Bunbury_2010_060_21"
"249";"B22";"M_PL_Kaiser-Bunbury_2010_060_22";NA;"Kaiser-Bunbury_2010_060_22"
"250";"B22";"M_PL_Kaiser-Bunbury_2010_060_23";NA;"Kaiser-Bunbury_2010_060_23"
"251";"B22";"M_PL_Kaiser-Bunbury_2010_060_24";NA;"Kaiser-Bunbury_2010_060_24"
"252";"B22";"M_PL_Kaiser-Bunbury_2014_061_01";NA;"Kaiser-Bunbury_2014_061_01"
"253";"B22";"M_PL_Kaiser-Bunbury_2014_061_02";NA;"Kaiser-Bunbury_2014_061_02"
"254";"B22";"M_PL_Kaiser-Bunbury_2014_061_03";NA;"Kaiser-Bunbury_2014_061_03"
"255";"B22";"M_PL_Kaiser-Bunbury_2014_061_04";NA;"Kaiser-Bunbury_2014_061_04"
"256";"B22";"M_PL_Kaiser-Bunbury_2014_061_05";NA;"Kaiser-Bunbury_2014_061_05"
"257";"B22";"M_PL_Kaiser-Bunbury_2014_061_06";NA;"Kaiser-Bunbury_2014_061_06"
"258";"B22";"M_PL_Kaiser-Bunbury_2014_061_07";NA;"Kaiser-Bunbury_2014_061_07"
"259";"B22";"M_PL_Kaiser-Bunbury_2014_061_08";NA;"Kaiser-Bunbury_2014_061_08"
"260";"B22";"M_PL_Kaiser-Bunbury_2014_061_09";NA;"Kaiser-Bunbury_2014_061_09"
"261";"B22";"M_PL_Kaiser-Bunbury_2014_061_10";NA;"Kaiser-Bunbury_2014_061_10"
"262";"B22";"M_PL_Kaiser-Bunbury_2014_061_11";NA;"Kaiser-Bunbury_2014_061_11"
"263";"B22";"M_PL_Kaiser-Bunbury_2014_061_12";NA;"Kaiser-Bunbury_2014_061_12"
"264";"B22";"M_PL_Kaiser-Bunbury_2014_061_13";NA;"Kaiser-Bunbury_2014_061_13"
"265";"B22";"M_PL_Kaiser-Bunbury_2014_061_14";NA;"Kaiser-Bunbury_2014_061_14"
"266";"B22";"M_PL_Kaiser-Bunbury_2014_061_15";NA;"Kaiser-Bunbury_2014_061_15"
"267";"B22";"M_PL_Kaiser-Bunbury_2014_061_16";NA;"Kaiser-Bunbury_2014_061_16"
"268";"B22";"M_PL_Kaiser-Bunbury_2014_061_17";NA;"Kaiser-Bunbury_2014_061_17"
"269";"B22";"M_PL_Kaiser-Bunbury_2014_061_18";NA;"Kaiser-Bunbury_2014_061_18"
"270";"B22";"M_PL_Kaiser-Bunbury_2014_061_19";NA;"Kaiser-Bunbury_2014_061_19"
"271";"B22";"M_PL_Kaiser-Bunbury_2014_061_20";NA;"Kaiser-Bunbury_2014_061_20"
"272";"B22";"M_PL_Kaiser-Bunbury_2014_061_21";NA;"Kaiser-Bunbury_2014_061_21"
"273";"B22";"M_PL_Kaiser-Bunbury_2014_061_22";NA;"Kaiser-Bunbury_2014_061_22"
"274";"B22";"M_PL_Kaiser-Bunbury_2014_061_23";NA;"Kaiser-Bunbury_2014_061_23"
"275";"B22";"M_PL_Kaiser-Bunbury_2014_061_24";NA;"Kaiser-Bunbury_2014_061_24"
"276";"B22";"M_PL_Kaiser-Bunbury_2014_061_25";NA;"Kaiser-Bunbury_2014_061_25"
"277";"B22";"M_PL_Kaiser-Bunbury_2014_061_26";NA;"Kaiser-Bunbury_2014_061_26"
"278";"B22";"M_PL_Kaiser-Bunbury_2014_061_27";NA;"Kaiser-Bunbury_2014_061_27"
"279";"B22";"M_PL_Kaiser-Bunbury_2014_061_28";NA;"Kaiser-Bunbury_2014_061_28"
"280";"B22";"M_PL_Kaiser-Bunbury_2014_061_29";NA;"Kaiser-Bunbury_2014_061_29"
"281";"B22";"M_PL_Kaiser-Bunbury_2014_061_30";NA;"Kaiser-Bunbury_2014_061_30"
"282";"B22";"M_PL_Kaiser-Bunbury_2014_061_31";NA;"Kaiser-Bunbury_2014_061_31"
"283";"B22";"M_PL_Kaiser-Bunbury_2014_061_32";NA;"Kaiser-Bunbury_2014_061_32"
"284";"B22";"M_PL_Kaiser-Bunbury_2014_061_35";NA;"Kaiser-Bunbury_2014_061_35"
"285";"B22";"M_PL_Kaiser-Bunbury_2014_061_36";NA;"Kaiser-Bunbury_2014_061_36"
"286";"B22";"M_PL_Kaiser-Bunbury_2014_061_37";NA;"Kaiser-Bunbury_2014_061_37"
"287";"B22";"M_PL_Kaiser-Bunbury_2014_061_38";NA;"Kaiser-Bunbury_2014_061_38"
"288";"B22";"M_PL_Kaiser-Bunbury_2014_061_39";NA;"Kaiser-Bunbury_2014_061_39"
"289";"B22";"M_PL_Kaiser-Bunbury_2014_061_40";NA;"Kaiser-Bunbury_2014_061_40"
"290";"B22";"M_PL_Kaiser-Bunbury_2014_061_43";NA;"Kaiser-Bunbury_2014_061_43"
"291";"B22";"M_PL_Kaiser-Bunbury_2014_061_44";NA;"Kaiser-Bunbury_2014_061_44"
"292";"B22";"M_PL_Kaiser-Bunbury_2014_061_45";NA;"Kaiser-Bunbury_2014_061_45"
"293";"B22";"M_PL_Kaiser-Bunbury_2014_061_46";NA;"Kaiser-Bunbury_2014_061_46"
