"";"TI_HERB_4657";"TI_HERB_4658";"TI_HERB_4659";"TI_HERB_4660";"TI_HERB_4661";"TI_HERB_4662";"TI_HERB_4663";"TI_HERB_4664";"TI_HERB_4665";"TI_HERB_4666";"TI_HERB_4667";"TI_HERB_4668";"TI_HERB_4669";"TI_HERB_4670";"TI_HERB_4671";"TI_HERB_4672";"TI_HERB_4673";"TI_HERB_4674";"TI_HERB_4675";"TI_HERB_4676"
"TI_PLANT_4019";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"TI_PLANT_4020";0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1
"TI_PLANT_4021";0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0
"TI_PLANT_4022";0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0
"TI_PLANT_4023";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0
"TI_PLANT_3939";0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"TI_PLANT_4024";0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0
"TI_PLANT_4025";0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4026";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"TI_PLANT_3887";0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;1
"TI_PLANT_4027";0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0
"TI_PLANT_4028";0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0
"TI_PLANT_4029";0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1
"TI_PLANT_4030";0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;1;0;1;0
"TI_PLANT_4031";0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;1
"TI_PLANT_4032";1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
"TI_PLANT_4033";0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1
"TI_PLANT_4034";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0
"TI_PLANT_4035";0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0
"TI_PLANT_4036";0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0
"TI_PLANT_4037";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"TI_PLANT_4038";0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0
"TI_PLANT_3943";0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;1;1;1;0
"TI_PLANT_4039";0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;1;1;0
"TI_PLANT_4040";1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0
"TI_PLANT_4041";0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;1
"TI_PLANT_4042";1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0
"TI_PLANT_4043";0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1
"TI_PLANT_4044";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"TI_PLANT_4045";0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0
"TI_PLANT_4046";0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0
"TI_PLANT_4047";0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0
"TI_PLANT_4048";0;1;0;0;0;0;0;1;0;0;1;1;0;1;1;0;1;0;1;0
"TI_PLANT_4049";1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0
"TI_PLANT_4050";0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0
"TI_PLANT_4051";1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;1;0
"TI_PLANT_4052";0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0
"TI_PLANT_4053";1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0
"TI_PLANT_4054";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"TI_PLANT_3949";0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1
"TI_PLANT_4055";0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0
"TI_PLANT_3950";0;1;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0
"TI_PLANT_4056";0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
"TI_PLANT_4057";1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0
"TI_PLANT_4058";0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1
"TI_PLANT_4059";0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0
"TI_PLANT_4060";0;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;1;0
"TI_PLANT_4061";0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1
"TI_PLANT_4062";1;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1
"TI_PLANT_4063";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"TI_PLANT_4064";0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4065";1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
"TI_PLANT_4066";0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"TI_PLANT_4067";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
"TI_PLANT_4068";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"TI_PLANT_4069";0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_3892";1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1
"TI_PLANT_4070";0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0
"TI_PLANT_4071";0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;1;0
"TI_PLANT_4072";0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
"TI_PLANT_4073";0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1
"TI_PLANT_4074";1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0
"TI_PLANT_4075";0;0;0;1;1;0;0;1;1;0;1;1;0;1;0;0;1;0;0;0
"TI_PLANT_4076";1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0
"TI_PLANT_4077";1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1
"TI_PLANT_4078";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"TI_PLANT_4079";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"TI_PLANT_4080";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4081";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4082";0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4083";0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4084";1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0
"TI_PLANT_4085";0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;1;0;0;0;0
"TI_PLANT_4086";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"TI_PLANT_4087";0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0
"TI_PLANT_4088";1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
"TI_PLANT_4089";0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4090";0;1;0;0;1;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0
"TI_PLANT_4091";0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4092";0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0
"TI_PLANT_4093";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_3967";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"TI_PLANT_4094";0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1
"TI_PLANT_4095";0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0
"TI_PLANT_4096";0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
"TI_PLANT_4097";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"TI_PLANT_4098";1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"TI_PLANT_4099";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0
"TI_PLANT_4100";1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0
"TI_PLANT_4101";0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"TI_PLANT_4102";0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1
"TI_PLANT_4103";0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0
"TI_PLANT_4104";1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;0;1
"TI_PLANT_4105";0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;1;1;1;1
