"";"gateway_node_260";"gateway_node_276";"gateway_node_454";"gateway_node_534";"gateway_node_607";"gateway_node_742";"gateway_node_885";"gateway_node_963";"gateway_node_1416";"gateway_node_1523";"gateway_node_1573";"gateway_node_1582";"gateway_node_1623";"gateway_node_1676";"gateway_node_1979";"gateway_node_2141";"gateway_node_2261";"gateway_node_2342";"gateway_node_2364";"gateway_node_2365";"gateway_node_2366";"gateway_node_2367";"gateway_node_2368";"gateway_node_2602";"gateway_node_2638";"gateway_node_2646";"gateway_node_2681";"gateway_node_3586";"gateway_node_3919";"gateway_node_3946";"gateway_node_3998";"gateway_node_4293";"gateway_node_4512";"gateway_node_4537";"gateway_node_4540";"gateway_node_4626";"gateway_node_4784";"gateway_node_4883";"gateway_node_4917";"gateway_node_285";"gateway_node_1680";"gateway_node_2072";"gateway_node_3931";"gateway_node_4356";"gateway_node_4373";"gateway_node_4905";"gateway_node_1200";"gateway_node_1878";"gateway_node_54";"gateway_node_63";"gateway_node_64";"gateway_node_253";"gateway_node_254";"gateway_node_1091";"gateway_node_1293";"gateway_node_1298";"gateway_node_1410";"gateway_node_1595";"gateway_node_1596";"gateway_node_1886";"gateway_node_1889";"gateway_node_1894";"gateway_node_1895";"gateway_node_2100";"gateway_node_2984";"gateway_node_3215";"gateway_node_3222";"gateway_node_3228";"gateway_node_3232";"gateway_node_3236";"gateway_node_3241";"gateway_node_3249";"gateway_node_3326";"gateway_node_3339";"gateway_node_4317";"gateway_node_4719";"gateway_node_4764";"gateway_node_4517";"gateway_node_3435";"gateway_node_338";"gateway_node_3918"
"gateway_node_4512";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
"gateway_node_4537";0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;0;1;1;0;0;0;1;0;1;1;0;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0
"gateway_node_4540";0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
"gateway_node_4626";1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;1;1;1;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
"gateway_node_4784";1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0
"gateway_node_4883";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0
"gateway_node_4917";0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0
"gateway_node_285";0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"gateway_node_1680";1;1;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
"gateway_node_2072";1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;1;1;1;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
"gateway_node_3931";0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"gateway_node_4356";0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_4373";1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"gateway_node_4905";1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"gateway_node_1200";0;0;0;1;1;0;0;1;1;0;0;0;1;1;0;0;1;0;1;1;1;1;0;0;1;1;0;1;1;0;1;0;0;0;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0
"gateway_node_1878";0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0
"gateway_node_54";1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_63";0;1;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0
"gateway_node_64";1;0;1;1;1;0;0;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;1;1;0;1;0;1;1;1;1;1;0;1;1;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_253";1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_254";1;0;0;1;0;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0
"gateway_node_1091";1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_1293";1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_1298";1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_1410";1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_1595";1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_1596";1;1;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0
"gateway_node_1886";1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_1889";0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0
"gateway_node_1894";1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"gateway_node_1895";1;1;1;1;0;0;1;1;0;1;1;0;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0
"gateway_node_2100";1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_2984";1;0;1;1;1;0;0;1;0;1;0;0;1;1;1;0;0;0;1;1;0;1;0;0;1;1;1;1;1;0;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0
"gateway_node_3215";0;0;1;1;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0
"gateway_node_3222";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"gateway_node_3228";0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;0;0;0;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0
"gateway_node_3232";1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0
"gateway_node_3236";1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"gateway_node_3241";1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3249";1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0
