"";"TI_HERB_4657";"TI_HERB_4658";"TI_HERB_4659";"TI_HERB_4660";"TI_HERB_4661";"TI_HERB_4662";"TI_HERB_4663";"TI_HERB_4664";"TI_HERB_4665";"TI_HERB_4666";"TI_HERB_4667";"TI_HERB_4668";"TI_HERB_4669";"TI_HERB_4670";"TI_HERB_4671";"TI_HERB_4672";"TI_HERB_4673";"TI_HERB_4674";"TI_HERB_4675";"TI_HERB_4676"
"TI_PLANT_4001";0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4002";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4003";0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"TI_PLANT_4004";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4005";1;1;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0
"TI_PLANT_4006";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4007";1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
"TI_PLANT_4008";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"TI_PLANT_4009";1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4010";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"TI_PLANT_4011";0;1;0;1;0;1;1;1;1;0;1;0;0;1;1;0;1;1;1;0
"TI_PLANT_4012";1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;0;0;1
"TI_PLANT_3927";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4013";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"TI_PLANT_3928";1;1;1;1;0;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1
"TI_PLANT_4014";1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0
"TI_PLANT_4015";0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"TI_PLANT_4016";1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4017";0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"TI_PLANT_4018";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"TI_PLANT_4019";1;1;1;1;0;0;1;1;0;0;1;0;0;1;1;1;0;0;0;1
"TI_PLANT_4020";0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4021";0;0;1;1;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0
"TI_PLANT_4022";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4023";0;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0
"TI_PLANT_3939";1;1;1;0;0;1;1;0;1;0;1;0;0;0;1;1;1;0;0;0
"TI_PLANT_4024";1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0
"TI_PLANT_4025";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4026";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"TI_PLANT_3887";0;1;0;1;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1
"TI_PLANT_4027";0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0
"TI_PLANT_4028";0;1;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0
"TI_PLANT_4029";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4030";0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
"TI_PLANT_4031";0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1
"TI_PLANT_4032";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4033";0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
"TI_PLANT_4034";1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1
"TI_PLANT_4035";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4036";0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4037";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4038";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_3943";0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4039";0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"TI_PLANT_4040";1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4041";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4042";0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0
"TI_PLANT_4043";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0
"TI_PLANT_4044";0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4045";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4046";1;1;1;0;1;1;1;1;0;1;1;0;0;1;1;1;1;0;1;0
"TI_PLANT_4047";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4048";0;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4049";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"TI_PLANT_4050";1;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"TI_PLANT_4051";1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"TI_PLANT_4052";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4053";1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1
"TI_PLANT_4054";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_3949";1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0
"TI_PLANT_4055";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"TI_PLANT_3950";0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4056";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"TI_PLANT_4057";1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4058";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4059";0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"TI_PLANT_4060";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4061";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4062";1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4063";0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4064";0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
"TI_PLANT_4065";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1
"TI_PLANT_4066";0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0
"TI_PLANT_4067";1;1;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0
"TI_PLANT_4068";1;1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;0;0;0;0
"TI_PLANT_4069";1;1;1;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1
"TI_PLANT_3892";0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4070";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4071";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"TI_PLANT_4072";1;0;1;1;0;1;1;1;1;0;1;1;0;0;1;1;1;0;1;1
"TI_PLANT_4073";0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
"TI_PLANT_4074";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4075";1;1;0;1;0;0;1;0;1;0;0;0;1;0;1;1;0;1;0;1
"TI_PLANT_4076";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
"TI_PLANT_4077";1;1;0;1;0;0;1;0;0;0;1;0;0;1;1;1;1;1;0;0
"TI_PLANT_4078";1;0;0;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0
"TI_PLANT_4079";0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"TI_PLANT_4080";1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4081";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4082";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4083";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4084";0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4085";0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
"TI_PLANT_4086";1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"TI_PLANT_4087";0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4088";1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
"TI_PLANT_4089";1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
"TI_PLANT_4090";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"TI_PLANT_4091";1;0;1;1;1;0;1;0;0;0;1;1;1;0;0;0;0;1;0;0
"TI_PLANT_4092";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"TI_PLANT_4093";0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0
"TI_PLANT_3967";1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4094";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"TI_PLANT_4095";0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;0
"TI_PLANT_4096";1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0
"TI_PLANT_4097";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"TI_PLANT_4098";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4099";1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4100";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"TI_PLANT_4101";0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0
"TI_PLANT_4102";0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_4103";0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
"TI_PLANT_4104";0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0
"TI_PLANT_4105";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
