"","gateway_node_2423","gateway_node_105","gateway_node_3201","gateway_node_4001","gateway_node_2719","gateway_node_3646","gateway_node_2079","gateway_node_805","gateway_node_5232","gateway_node_1972","gateway_node_3499","gateway_node_3147","gateway_node_3185","gateway_node_807","gateway_node_289","gateway_node_1151","gateway_node_3264","gateway_node_3435","gateway_node_2718","gateway_node_3645","gateway_node_4779","gateway_node_3665","gateway_node_3673","gateway_node_1190","gateway_node_22","gateway_node_2592","gateway_node_2031","gateway_node_4335","gateway_node_3455","gateway_node_563","gateway_node_257","gateway_node_4662","gateway_node_282","gateway_node_3379","gateway_node_3890","gateway_node_5063","gateway_node_1104","gateway_node_2568","gateway_node_1125","gateway_node_606","gateway_node_1314","gateway_node_4590","gateway_node_456","gateway_node_1571","gateway_node_2769","gateway_node_870","gateway_node_3850","gateway_node_2846"
"gateway_node_1104",1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0
"gateway_node_2568",1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0
"gateway_node_1125",1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0
"gateway_node_606",0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"gateway_node_1314",1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0
"gateway_node_4590",0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0
"gateway_node_456",0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
"gateway_node_1571",1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
"gateway_node_2769",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"gateway_node_870",0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0
"gateway_node_3850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gateway_node_2846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
