"";"gateway_node_2718";"gateway_node_2079";"gateway_node_4001";"gateway_node_3379";"gateway_node_2423";"gateway_node_3201";"gateway_node_2782";"gateway_node_3646";"gateway_node_2588";"gateway_node_548";"gateway_node_5232";"gateway_node_1972";"gateway_node_3499";"gateway_node_3147";"gateway_node_807";"gateway_node_289";"gateway_node_4574";"gateway_node_5043";"gateway_node_1151";"gateway_node_3264";"gateway_node_3435";"gateway_node_3185";"gateway_node_4779";"gateway_node_1672";"gateway_node_3673";"gateway_node_22";"gateway_node_2592";"gateway_node_2618";"gateway_node_2031";"gateway_node_4335";"gateway_node_3455";"gateway_node_563";"gateway_node_4598";"gateway_node_257";"gateway_node_4662";"gateway_node_3645";"gateway_node_2795";"gateway_node_3916";"gateway_node_5040";"gateway_node_282";"gateway_node_3890";"gateway_node_5063";"gateway_node_2568";"gateway_node_1125";"gateway_node_4590";"gateway_node_456";"gateway_node_1571";"gateway_node_2769";"gateway_node_865";"gateway_node_2846"
"gateway_node_1972";0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0
"gateway_node_3499";0;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1
"gateway_node_3147";0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0
"gateway_node_807";1;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"gateway_node_289";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0
"gateway_node_4574";0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0
"gateway_node_5043";0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
"gateway_node_1151";0;0;1;1;1;1;0;1;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"gateway_node_3264";0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"gateway_node_3435";1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0
"gateway_node_3185";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1
"gateway_node_4779";0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0
"gateway_node_1672";0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3673";0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
"gateway_node_22";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
"gateway_node_2592";0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"gateway_node_2618";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"gateway_node_2031";1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_4335";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1
"gateway_node_3455";1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1
"gateway_node_563";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0
"gateway_node_4598";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1
"gateway_node_257";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"gateway_node_4662";0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1
"gateway_node_3645";1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0
"gateway_node_2795";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;1;1;0;0;1
"gateway_node_3916";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
"gateway_node_5040";0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0
"gateway_node_282";0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0
"gateway_node_3890";1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"gateway_node_5063";1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0
"gateway_node_2568";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1
"gateway_node_1125";0;0;0;0;0;1;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1
"gateway_node_4590";0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0
"gateway_node_456";0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1
"gateway_node_1571";0;1;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0
"gateway_node_2769";1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;1;0
"gateway_node_865";0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"gateway_node_2846";0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1
