"";"gateway_node_2718";"gateway_node_3646";"gateway_node_2079";"gateway_node_4001";"gateway_node_2423";"gateway_node_5232";"gateway_node_1972";"gateway_node_3499";"gateway_node_3147";"gateway_node_3185";"gateway_node_1151";"gateway_node_3264";"gateway_node_3435";"gateway_node_4779";"gateway_node_4598";"gateway_node_3665";"gateway_node_257";"gateway_node_356";"gateway_node_22";"gateway_node_2592";"gateway_node_2618";"gateway_node_3613";"gateway_node_3740";"gateway_node_805";"gateway_node_2031";"gateway_node_4335";"gateway_node_3201";"gateway_node_3267";"gateway_node_3379";"gateway_node_3890";"gateway_node_5063";"gateway_node_4590";"gateway_node_1571";"gateway_node_2769";"gateway_node_3850"
"gateway_node_4335";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;0;0;1
"gateway_node_3201";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0
"gateway_node_3267";0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0
"gateway_node_3379";0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0
"gateway_node_3890";0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0
"gateway_node_5063";0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
"gateway_node_4590";0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0
"gateway_node_1571";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0
"gateway_node_2769";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
"gateway_node_3850";1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
