"";"gateway_node_1847";"gateway_node_1326";"gateway_node_1380";"gateway_node_1381";"gateway_node_2496";"gateway_node_2491";"gateway_node_5021";"gateway_node_2314";"gateway_node_3014";"gateway_node_1647";"gateway_node_630";"gateway_node_2494";"gateway_node_1374";"gateway_node_1150";"gateway_node_4504";"gateway_node_4380";"gateway_node_1845";"gateway_node_3475";"gateway_node_1233";"gateway_node_1234";"gateway_node_2133";"gateway_node_2909";"gateway_node_1443";"gateway_node_1448";"gateway_node_4595";"gateway_node_1430";"gateway_node_4839";"gateway_node_4429";"gateway_node_2983";"gateway_node_465";"gateway_node_4745";"gateway_node_1194";"gateway_node_1560";"gateway_node_4418";"gateway_node_4419";"gateway_node_1227";"gateway_node_4279";"gateway_node_3003";"gateway_node_823";"gateway_node_3776";"gateway_node_3777"
"gateway_node_4595";0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"gateway_node_1430";0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
"gateway_node_4839";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0
"gateway_node_4429";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
"gateway_node_2983";1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"gateway_node_465";0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0
"gateway_node_4745";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0
"gateway_node_1194";1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0
"gateway_node_1560";1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0
"gateway_node_4418";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0
"gateway_node_4419";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;0
"gateway_node_1227";1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"gateway_node_4279";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0
"gateway_node_3003";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0
"gateway_node_823";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
"gateway_node_3776";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"gateway_node_3777";0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1
