"";"mangal_node_0090";"mangal_node_6163";"mangal_node_0469";"mangal_node_6158";"mangal_node_6159";"mangal_node_6164";"mangal_node_0224";"mangal_node_4211";"mangal_node_4165";"mangal_node_6168";"mangal_node_6153";"mangal_node_4203";"mangal_node_4208";"mangal_node_6150";"mangal_node_5262";"mangal_node_6165";"mangal_node_6151";"mangal_node_5264";"mangal_node_6160";"mangal_node_6155";"mangal_node_0493";"mangal_node_6162";"mangal_node_6167";"mangal_node_5259";"mangal_node_4926";"mangal_node_6154";"mangal_node_4899";"mangal_node_6156";"mangal_node_0806";"mangal_node_6157";"mangal_node_4176";"mangal_node_6166";"mangal_node_5261";"mangal_node_6169";"mangal_node_2118";"mangal_node_0038";"mangal_node_4651";"mangal_node_4585";"mangal_node_6170";"mangal_node_5123";"mangal_node_0775";"mangal_node_6152";"mangal_node_0448";"mangal_node_4336";"mangal_node_0443";"mangal_node_4641";"mangal_node_6161"
"mangal_node_2118";0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
"mangal_node_0038";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0
"mangal_node_4651";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"mangal_node_4585";0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0
"mangal_node_6170";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"mangal_node_5123";0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"mangal_node_0775";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"mangal_node_6152";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
"mangal_node_0448";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0
"mangal_node_4336";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0
"mangal_node_0443";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"mangal_node_4641";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"mangal_node_6161";0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
