"";"gateway_node_1218";"gateway_node_1373";"gateway_node_1723";"gateway_node_1724";"gateway_node_2684";"gateway_node_3072";"gateway_node_3438";"gateway_node_4253";"gateway_node_4373";"gateway_node_4546";"gateway_node_60";"gateway_node_64";"gateway_node_251";"gateway_node_254";"gateway_node_529";"gateway_node_1090";"gateway_node_1091";"gateway_node_1200";"gateway_node_1301";"gateway_node_1402";"gateway_node_1878";"gateway_node_1883";"gateway_node_1946";"gateway_node_2095";"gateway_node_2096";"gateway_node_2101";"gateway_node_2106";"gateway_node_2984";"gateway_node_3001";"gateway_node_3224";"gateway_node_3237";"gateway_node_3332";"gateway_node_4317";"gateway_node_4642";"gateway_node_4745";"gateway_node_2897";"gateway_node_4828"
"gateway_node_60";0;1;0;0;1;0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0
"gateway_node_64";0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;1
"gateway_node_251";0;1;1;0;0;0;1;0;1;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0
"gateway_node_254";0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1
"gateway_node_529";0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0
"gateway_node_1090";0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0
"gateway_node_1091";0;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
"gateway_node_1200";1;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;1;0;1;0;1;1;0;0
"gateway_node_1301";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"gateway_node_1402";0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
"gateway_node_1878";0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"gateway_node_1883";1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;1;0;1;1;1;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0
"gateway_node_1946";1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1
"gateway_node_2095";0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;1;0
"gateway_node_2096";0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0
"gateway_node_2101";0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_2106";0;1;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"gateway_node_2984";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0
"gateway_node_3001";1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0
"gateway_node_3224";0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;1;0;0
"gateway_node_3237";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;1;1
"gateway_node_3332";0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1;1;0;1;1;0;1;0;0;1;0;0
"gateway_node_4317";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1
"gateway_node_4642";1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1
"gateway_node_4745";0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0
"gateway_node_2897";0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;1;1;1;0
"gateway_node_4828";0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1
