"";"gateway_node_5232";"gateway_node_1033";"gateway_node_5228";"gateway_node_5034";"gateway_node_1717";"gateway_node_4001";"gateway_node_4036";"gateway_node_3817";"gateway_node_4554";"gateway_node_1312";"gateway_node_1972";"gateway_node_1858";"gateway_node_4694";"gateway_node_3499";"gateway_node_3497";"gateway_node_2411";"gateway_node_3662";"gateway_node_729";"gateway_node_249";"gateway_node_3435";"gateway_node_1056";"gateway_node_4808";"gateway_node_355";"gateway_node_3614";"gateway_node_3264";"gateway_node_2437";"gateway_node_574";"gateway_node_3281";"gateway_node_3890";"gateway_node_667";"gateway_node_827";"gateway_node_829";"gateway_node_5120";"gateway_node_5063";"gateway_node_3629";"gateway_node_1433";"gateway_node_4588";"gateway_node_4400";"gateway_node_4592";"gateway_node_839";"gateway_node_978";"gateway_node_33";"gateway_node_1156";"gateway_node_2769";"gateway_node_2384";"gateway_node_2113";"gateway_node_2117";"gateway_node_3957"
"gateway_node_1972";1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;1;0
"gateway_node_1858";0;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0
"gateway_node_4694";1;0;0;1;1;0;0;1;0;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;1;0;1;0;0;0
"gateway_node_3499";0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1
"gateway_node_3497";1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0
"gateway_node_2411";0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0
"gateway_node_3662";0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;1;1;0
"gateway_node_729";0;0;1;1;0;0;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;1;0;0;0;1;0;0;0;1;1;1;0
"gateway_node_249";0;0;1;0;1;1;1;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0
"gateway_node_3435";0;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0
"gateway_node_1056";1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;1;0;1
"gateway_node_4808";1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
"gateway_node_355";0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"gateway_node_3614";0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0
"gateway_node_3264";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1
"gateway_node_2437";1;1;0;0;1;0;1;0;1;1;0;1;0;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;0;1;1;1
"gateway_node_574";1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"gateway_node_3281";0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1
"gateway_node_3890";0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"gateway_node_667";0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"gateway_node_827";0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;0;1;0;0;0;1;0;1;0
"gateway_node_829";1;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0
"gateway_node_5120";0;0;0;1;1;0;1;0;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
"gateway_node_5063";0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1
"gateway_node_3629";0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;1;1;1;0;1
"gateway_node_1433";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1
"gateway_node_4588";0;1;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0;1;1;1
"gateway_node_4400";1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0
"gateway_node_4592";0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0
"gateway_node_839";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0
"gateway_node_978";1;1;0;1;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0
"gateway_node_33";1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;1;0;0;1;0;1
"gateway_node_1156";0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;1;1;0;1;1;1;0;0;1;0
"gateway_node_2769";0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0
"gateway_node_2384";1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"gateway_node_2113";0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1
"gateway_node_2117";1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0
"gateway_node_3957";1;0;1;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
