"";"gateway_node_2409";"gateway_node_1847";"gateway_node_2606";"gateway_node_196";"gateway_node_3763";"gateway_node_1326";"gateway_node_1381";"gateway_node_2496";"gateway_node_2491";"gateway_node_2314";"gateway_node_1141";"gateway_node_1988";"gateway_node_3992";"gateway_node_3991";"gateway_node_630";"gateway_node_1704";"gateway_node_892";"gateway_node_1119";"gateway_node_1150";"gateway_node_5021";"gateway_node_3014";"gateway_node_457";"gateway_node_596";"gateway_node_1845";"gateway_node_3475";"gateway_node_1233";"gateway_node_1234";"gateway_node_2909";"gateway_node_4595";"gateway_node_1011";"gateway_node_4421";"gateway_node_3002";"gateway_node_3003";"gateway_node_998";"gateway_node_3993";"gateway_node_3776";"gateway_node_3777"
"gateway_node_1704";0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;1
"gateway_node_892";0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"gateway_node_1119";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1
"gateway_node_1150";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0
"gateway_node_5021";0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"gateway_node_3014";0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
"gateway_node_457";0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0
"gateway_node_596";1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"gateway_node_1845";0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
"gateway_node_3475";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;1
"gateway_node_1233";0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;0
"gateway_node_1234";0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"gateway_node_2909";0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;1;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0
"gateway_node_4595";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;0
"gateway_node_1011";0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0
"gateway_node_4421";1;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"gateway_node_3002";1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0
"gateway_node_3003";0;0;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"gateway_node_998";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
"gateway_node_3993";0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;1
"gateway_node_3776";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0
"gateway_node_3777";0;0;0;0;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;1
