"network_id";"original_id";"study_common";"network_db";"network_year";"network_lat";"network_lon";"network_interaction";"network_main_animal_taxa";"network_main_animal_taxa_2";"network_richness";"network_topology_type";"habitat_type";"tavg";"tmax";"tmin";"prec";"bio_01";"bio_02";"bio_03";"bio_04";"bio_05";"bio_06";"bio_07";"bio_08";"bio_09";"bio_10";"bio_11";"bio_12";"bio_13";"bio_14";"bio_15";"bio_16";"bio_17";"bio_18";"bio_19";"human_footprint_1993";"human_footprint_2009";"network_sampling_intensity"
"AI22_69";"AI22_69";"Moreira_2015";"AI22";2011;-13,111;-41,518;"pollination";"Invertebrates";"Invertebrates";32;"bipartite";"Anthropic habitats";19,5875833384196;25,270891011067;14,7253195612422;66,8209195940484;19,5929162406922;12,303166809082;73,6409253692625;126,15944114685;27,5400001525879;10,8330000305176;16,707000656128;20,5083337783814;18,3860004043579;20,6250005722046;17,7205005073548;942,729999999998;147,07;22,2999999999995;58,14201084137;408,44;81,6999999999995;366,07;91,299999999999;7,3929001579447;11,736040493491;0,329140294302192
"AI22_55";"AI22_55";"Moreira_2015";"AI22";2011;-13,03;-41,598;"pollination";"Invertebrates";"Invertebrates";41;"bipartite";"Savanna";19,571666661898;25,2420512743483;14,723479856676;66,6824798528632;19,5787505149839;12,2716667175293;73,0456340789793;124,927638244628;27,6399996757505;10,8399999141691;16,799999332428;20,4574995994565;18,4074995040891;20,623333263397;17,7250001907346;940,700000000026;147,100000000002;20,6000000000023;59,5468969345068;413,700000000004;76,800000000007;364,700000000004;86,4500000000094;3,05514327453626;3,05514327453626;0,358057437019716
"AI22_53";"AI22_53";"Moreira_2015";"AI22";2011;-13,021;-41,549;"pollination";"Invertebrates";"Invertebrates";24;"bipartite";"Savanna";20,0270832777024;25,733621793527;15,144336113301;64,1503360789685;20,0320833206178;12,3541665554047;73,580739212036;125,991850662233;28,0450001716615;11,2550000190736;16,7899993896485;20,9425000190736;18,8166666984559;21,0758332252504;18,1600004196168;901,349999999996;146;15,5499999999983;63,8276018142709;405,900000000001;63,8999999999973;359,850000000001;69,3999999999957;2,25683331462559;2,25683331462559;0,418121005003545
"AI22_49";"AI22_49";"Moreira_2015";"AI22";2011;-13,015;-41,47;"pollination";"Invertebrates";"Invertebrates";37;"bipartite";"Savanna";20,2022502660752;25,7405575719247;15,4390576888179;64,8381243684545;20,1928747558594;12,0184163761139;73,8188960266113;127,081976089477;27,890999584198;11,6100003242493;16,2809993553162;21,1016668510437;18,930334224701;21,1970006370545;18,2971661376953;911,19;153;16;65,1199066162112;412;62,9999999999996;368,630000000002;68,0799999999992;4,15626006120922;4,15626006120922;0,344791413583806
"AI22_51";"AI22_51";"Moreira_2015";"AI22";2011;-13,01;-41,627;"pollination";"Invertebrates";"Invertebrates";28;"bipartite";"Anthropic habitats";19,1289998356502;24,7587692518723;14,3073405830328;68,4490073113701;19,1312502861023;12,1933334350586;73,0139707183836;123,836252288819;27,1770005416871;10,476999912262;16,7000006294251;20,0006666564942;17,9739998245239;20,1701661109925;17,290666179657;968,539999999996;149,3;25,1999999999993;56,2174090194708;415,57;85,9699999999985;368,3;99,1299999999975;6,31507424694698;6,31507424694698;0,338501600193165
"AI22_34";"AI22_34";"Moreira_2015";"AI22";2011;-12,984;-41,527;"pollination";"Invertebrates";"Invertebrates";20;"bipartite";"Savanna";20,0476666132608;25,6828972968076;15,2236831244443;63,9469498023012;20,0512921142577;12,2024165439605;73,4642518615723;126,418881378173;27,9289997291564;11,3190001678466;16,6099987030029;20,9573341751098;18,8209992980956;21,0891656875609;18,1709996604919;898,250000000006;147,09;15,8900000000005;64,4561874389641;406,81;63,3100000000021;359,710000000001;67,3000000000026;2,72781556448123;3,57585917305525;0,424264068711928
"AI22_30";"AI22_30";"Moreira_2015";"AI22";2011;-12,97;-41,594;"pollination";"Invertebrates";"Invertebrates";33;"bipartite";"Savanna";19,9191666666666;25,6009359291272;15,0528644976948;63,2821978062328;19,9213751220703;12,3060834312439;73,250493850708;125,630468978882;27,979999923706;11,1799999904632;16,7999992370605;20,8100004196167;18,7416664123535;20,9766665077209;18,0600004196167;888,660000000003;142,97;16,2000000000004;63,844406585693;401,800000000001;62,030000000001;353,070000000001;68,9900000000012;2,27055375504101;2,27055375504101;0,356262651597213
"AI22_25";"AI22_25";"Moreira_2015";"AI22";2011;-12,925;-41,552;"pollination";"Invertebrates";"Invertebrates";39;"bipartite";"Savanna";19,8562500079471;25,445096060557;15,0650961913467;62,5977628173248;19,8558326721189;12,1099997520446;73,3717601776118;126,690585327149;27,7449999809263;11,2400000095365;16,5049999237061;20,7658340454099;18,638333892822;20,8991672515867;17,9716661453245;878,600000000022;143;15,5000000000017;64,0726795196511;396,150000000001;61,5500000000056;350,600000000003;67,6500000000063;8,84743515351228;8,84743515351228;0,368910117177902
"AI22_959";"AI22_959";"Ribeiro_2018";"AI22";2011;-25,289;-48,684;"pollination";"Invertebrates";"Invertebrates";126;"bipartite";"Forest";21,2217500416436;25,1074422859532;17,8963708212785;126,007704209927;21,2247917556761;8,41291687965387;48,8753495788574;305,599202880859;29,7559995841978;12,5430001640319;17,2129994201659;25,119833087921;17,6849999618529;25,119833087921;17,6849999618529;1825,89000000003;259,480000000005;66,2000000000012;44,9981813049316;753,810000000014;233,980000000006;753,810000000014;233,980000000006;4,89755587917975;5,03837505722035;0,242240697562477
"AI22_987";"AI22_987";"Ribeiro_2018";"AI22";2011;-25,365;-48,775;"pollination";"Invertebrates";"Invertebrates";137;"bipartite";"Forest";21,1585833994548;25,1259678405371;17,7703963811756;122,602329841411;21,1658330917358;8,58149973869324;49,310477104187;306,07115600586;29,8029992485047;12,3999996185303;17,4029996299744;25,0713323020935;17,6298332595825;25,0713323020935;17,6298332595825;1774,98;249,37;67,3700000000004;43,5201036834717;724,350000000001;237,54;724,350000000001;237,54;12,357829283946;12,5922567691074;0,261686234739549
"AI22_977";"AI22_977";"Ribeiro_2018";"AI22";2011;-25,316;-48,659;"pollination";"Invertebrates";"Invertebrates";128;"bipartite";"Forest";21,1414166021347;24,9655703981106;17,8467133604301;127,712246690712;21,131583328247;8,30533344268799;48,5691996383667;305,141196594237;29,6400005340576;12,5400001525879;17,1000003814697;25,042833442688;17,6233341217041;25,042833442688;17,6233341217041;1851,73;261,8;68,3;44,5175316238404;763,469999999999;243,130000000001;763,469999999999;243,130000000001;12,2436748272434;12,2436748272434;0,236979788779244
"AI22_967";"AI22_967";"Ribeiro_2018";"AI22";2011;-25,313;-48,669;"pollination";"Invertebrates";"Invertebrates";91;"bipartite";"Forest";21,2236666679382;25,0796666512122;17,9104523582773;126,65958571183;21,218958454132;8,36408340454093;48,6566496658324;307,008690185546;29,7299996757506;12,5400001525879;17,1899995231627;25,1388336944579;17,6693334197998;25,1388336944579;17,6693334197998;1835,68000000002;259,700000000002;68,0300000000004;44,4233460617066;755,64000000001;239,530000000003;755,64000000001;239,530000000003;9,7261075401034;9,7261075401034;0,239356776939085
"AI22_968";"AI22_968";"Ribeiro_2018";"AI22";2011;-25,313;-48,67;"herbivory";"Invertebrates";"Invertebrates";57;"bipartite";"Forest";21,2236666679382;25,0796666512122;17,9104523582773;126,65958571183;21,218958454132;8,36408340454093;48,6566496658324;307,008690185546;29,7299996757506;12,5400001525879;17,1899995231627;25,1388336944579;17,6693334197998;25,1388336944579;17,6693334197998;1835,68000000002;259,700000000002;68,0300000000004;44,4233460617066;755,64000000001;239,530000000003;755,64000000001;239,530000000003;9,7261075401034;9,7261075401034;0,268369448083831
"AI22_979";"AI22_979";"Ribeiro_2018";"AI22";2011;-25,316;-48,661;"pollination";"Invertebrates";"Invertebrates";110;"bipartite";"Forest";21,1414166021347;24,9655703981106;17,8467133604301;127,712246690712;21,131583328247;8,30533344268799;48,5691996383667;305,141196594237;29,6400005340576;12,5400001525879;17,1000003814697;25,042833442688;17,6233341217041;25,042833442688;17,6233341217041;1851,73;261,8;68,3;44,5175316238404;763,469999999999;243,130000000001;763,469999999999;243,130000000001;12,2436748272434;12,2436748272434;0,244903625953523
"AI22_963";"AI22_963";"Ribeiro_2018";"AI22";2011;-25,308;-48,699;"pollination";"Invertebrates";"Invertebrates";92;"bipartite";"Forest";21,3125001827876;25,2771154837731;17,9281868857778;124,011186836823;21,3206250190735;8,57375016212463;49,1330322265625;308,508901977539;29,9499998092651;12,5;17,4499998092651;25,2533332824707;17,7416667938232;25,2533332824707;17,7416667938232;1795,65;255,35;65,85;44,7858818054199;740,2;230,95;740,2;230,95;8,74583636628287;8,74583636628287;0,273063587645694
"AI22_972";"AI22_972";"Ribeiro_2018";"AI22";2011;-25,313;-48,697;"pollination";"Invertebrates";"Invertebrates";122;"bipartite";"Forest";21,3125001827876;25,2771154837731;17,9281868857778;124,011186836823;21,3206250190735;8,57375016212463;49,1330322265625;308,508901977539;29,9499998092651;12,5;17,4499998092651;25,2533332824707;17,7416667938232;25,2533332824707;17,7416667938232;1795,65;255,35;65,85;44,7858818054199;740,2;230,95;740,2;230,95;8,74583636628287;8,74583636628287;0,261563482757494
"AI22_984";"AI22_984";"Ribeiro_2018";"AI22";2011;-25,363;-48,778;"herbivory";"Invertebrates";"Invertebrates";58;"bipartite";"Forest";21,0578333854675;25,0193716650743;17,6629431474602;123,1233432132;21,0582502174377;8,58250026702881;49,5164251708984;304,507167358398;29,6529992485046;12,3199998569489;17,332999420166;24,9341660118103;17,526999835968;24,9341660118103;17,526999835968;1783,11;251,94;67,67;43,8646692657471;729,15;236,68;729,15;236,68;11,3019391868468;11,5363666720082;0,333333333333333
"AI22_981";"AI22_981";"Ribeiro_2018";"AI22";2011;-25,316;-48,662;"pollination";"Invertebrates";"Invertebrates";46;"bipartite";"Forest";21,1414166021347;24,9655703981106;17,8467133604301;127,712246690712;21,131583328247;8,30533344268799;48,5691996383667;305,141196594237;29,6400005340576;12,5400001525879;17,1000003814697;25,042833442688;17,6233341217041;25,042833442688;17,6233341217041;1851,73;261,8;68,3;44,5175316238404;763,469999999999;243,130000000001;763,469999999999;243,130000000001;12,2436748272434;12,2436748272434;0,372677996249965
"AI22_961";"AI22_961";"Ribeiro_2018";"AI22";2011;-25,28;-48,732;"pollination";"Invertebrates";"Invertebrates";38;"bipartite";"Forest";21,3228334824244;25,2701409766612;17,9332838744034;122,7670838889;21,3192498779296;8,55966661453246;49,1934879684448;306,745703735351;29,8899995803833;12,489999961853;17,3999996185303;25,218833618164;17,7583330345153;25,218833618164;17,7583330345153;1776,98;252;65,01;44,5717004013061;729,290000000001;229,120000000001;729,290000000001;229,120000000001;9,67922265509582;2,6792230027742;0,348991220226056
"AI22_223";"AI22_223";"Aoki_2012";"AI22";2010;-18,094;-57,477;"pollination";"Invertebrates";"Invertebrates";52;"bipartite";"Forest";25,9594166262948;30,7529551512159;21,8600264936842;82,0441598847456;25,9648752021793;10,3750833320618;63,2627043151855;209,946901397707;33,2289996719363;16,8289995384219;16,4000001335144;27,6734999465946;23,0479999542239;27,8434993171695;23,0468333053592;1152,08999999999;199,569999999998;21;64,4730842590331;529,609999999996;75,3000000000008;393,209999999996;108,129999999999;3,7752991742071;4,00004051591908;0,274873708374511
"AI22_1236";"AI22_1236";"AI22_1236";"AI22";2009;-4,283;-39;"pollination";"Invertebrates";"Invertebrates";28;"bipartite";"Forest";22,2204167524974;26,2542628153777;18,7746200086433;101,226619971767;22,2272920608521;8,72624988555908;73,863840866089;66,2284904479979;28,0050002098084;16,1899996280671;11,8150005817413;22,2666666030884;22,4400001525879;22,9400001525879;21,2783329963685;1451,14999999999;285,449999999999;19,3499999999996;82,5264545440678;789,399999999998;61,0999999999988;181,249999999999;267,249999999997;7,26299152508315;7,6406923119468;0,365148371670111
"AI22_1076";"AI22_1076";"AI22_1076";"AI22";2008;-28,876;-49,466;"pollination";"Invertebrates";"Invertebrates";42;"bipartite";"Forest";19,3767499272029;24,037442159775;15,3762280206541;90,5440280071754;19,3734575843811;10,1047501182556;51,5574747085571;337,782542114258;28,6000003814697;9,0010000038147;19,599000377655;23,4715004348755;15,8538336658478;23,4715004348755;15,217166223526;1299,37;149,99;80,1800000000002;21,8518737983703;416;254,98;416;273,8;14,9950351556045;20,0445257925074;0,317311359481244
"AI22_341";"AI22_341";"AI22_341";"AI22";2007;-20,428;-43,508;"pollination";"Invertebrates";"Invertebrates";49;"bipartite";"Forest";16,8991664576531;22,1228588021719;12,4266447294676;107,313244665952;16,9020413208009;11,3122499752045;64,1507581329348;206,421105957031;24,6070004081727;6,9730000257493;17,6340005111694;18,6290000724793;14,0951669025422;19,1468331336976;14,0951669025422;1558,24999999999;306,899999999999;17,269999999999;80,1872523498539;821,639999999996;64,7099999999964;655,169999999998;64,7099999999964;14,1414341769096;16,8312846994102;0,369053812940441
"AI22_1283";"AI22_1283";"Silveira_2006";"AI22";2005;-7,16;-34,851;"pollination";"Invertebrates";"Invertebrates";81;"bipartite";"Anthropic habitats";25,7683331648508;29,8356408644945;22,281712550558;134,919045771992;25,7681243896484;8,81291651725772;76,6340553283694;92,4307891845708;31,2000007629395;19,7000007629395;11,5;25,594167137146;26,2424998283386;26,6691669464111;24,4108337402343;1945,89999999998;319,049999999996;44,3999999999992;61,1564126968381;853,799999999986;154,199999999999;438,549999999992;749,499999999995;37,9350584191265;37,9350584191265;0,266911652172324
"AI22_1285";"AI22_1285";"Silveira_2006";"AI22";2005;-7,179;-34,818;"pollination";"Invertebrates";"Invertebrates";61;"bipartite";"Anthropic habitats";25,669750140508;29,7207499227768;22,2091072814368;133,695973822982;25,6765410614013;8,76358312606812;76,2718183135981;92,6519129943864;31,1000003814697;19,6100004196166;11,4899999618531;25,4985000228881;26,1514995956421;26,5863339233398;24,3213324356078;1927,84000000001;316,489999999997;42,6200000000003;61,0963160705559;846,629999999997;152,940000000003;430,240000000001;744,709999999999;27,5950135498813;31,4255825525804;0,318104505140176
"AI22_1278";"AI22_1278";"Silveira_2006";"AI22";2005;-7,114;-34,853;"pollination";"Invertebrates";"Invertebrates";64;"bipartite";"Anthropic habitats";25,8591667493183;29,7749358054918;22,500293017831;135,182293038178;25,8577085494994;8,48708338737478;75,9825839996337;88,2354476928713;31,11500043869;19,9449997901916;11,1700006484984;25,7133332252502;26,2825000762939;26,7216664314269;24,5633336067199;1949,60000000003;328,649999999999;42,3500000000007;64,2696395874016;878,350000000006;142,650000000003;437,450000000009;760,150000000003;39,524909111346;39,524909111346;0,314800093867678
"AI22_1068";"AI22_1068";"AI22_1068";"AI22";2005;-27,843;-48,624;"pollination";"Invertebrates";"Invertebrates";67;"bipartite";"Forest";20,0460834296544;23,7066218580343;16,9009074551544;105,63890751619;20,0416669845581;7,94000004291527;48,1706577682495;311,641921081541;27,9899999618529;11,5070000267029;16,48299993515;23,9621670532226;16,987833518982;23,9621670532226;16,2799995422363;1523,93;186,629999999999;93,6999999999992;24,5183996772763;522,529999999998;290,400000000002;522,529999999998;300,659999999999;17,140868764703;27,8979877020182;0,409514179673961
"AI22_896";"AI22_896";"Singer_2001";"AI22";2000;-23,365;-44,826;"pollination";"Invertebrates";"Invertebrates";30;"bipartite";"Forest";22,3805000082651;26,685961561692;18,6877472868767;173,885613923789;22,3791252326964;9,3312501621247;56,0198940658572;233,649172668456;30,3459999275206;13,6890000247954;16,6569992637635;25,3458341407774;19,5841662597655;25,3458341407774;19,5841662597655;2540,53000000001;314,170000000001;107,930000000001;39,0045786285404;929,860000000006;338,539999999999;929,860000000006;338,539999999999;7,45888107115782;8,45888107115782;0,359811458564462
"B22_1";"A_HP_Arai_mcgregor";"Arai_mcgregor";"B22";NA;54,08492901;-121,1695552;"parasitism";NA;NA;61;"bipartite";"Forest";3,20850006361801;8,41288460173667;-1,25382966003357;57,8171703336881;3,20766670703887;11,2778330898285;31,9313383293152;885,60162902832;21,5090000343323;-13,8100001335144;35,3189993286133;13,7625000762939;-1,25766677737237;13,7625000762939;-7,9316667509079;856,89;92,1899999999998;45,0899999999998;21,6951402854919;257,19;150,9;257,19;202,72;0;0;0,410206327071183
