"null_model";"network_id";"network_interaction";"network_topology_type";"metric";"value";"z_score_full"
"degdist_soft";"AI22_1072";"pollination";"bipartite";"richness";25;0
"connectance";"AI22_1072";"pollination";"bipartite";"connectance";0,153846153846154;0
"degdist_hard";"AI22_1072";"pollination";"bipartite";"connectance";0,153846153846154;0
"degdist_soft";"AI22_1072";"pollination";"bipartite";"connectance";0,153846153846154;-0,0902052454204853
"connectance";"AI22_1072";"pollination";"bipartite";"degree.shannon";2,90240924650863;-10,4328061688582
"degdist_hard";"AI22_1072";"pollination";"bipartite";"degree.shannon";2,90240924650863;0
"degdist_soft";"AI22_1072";"pollination";"bipartite";"degree.shannon";2,90240924650863;1,98219966393832
"connectance";"AI22_1072";"pollination";"bipartite";"degree.mean";1,76;0
"degdist_hard";"AI22_1072";"pollination";"bipartite";"degree.mean";1,76;0
"degdist_soft";"AI22_1072";"pollination";"bipartite";"degree.mean";1,76;-0,0902052454204847
"connectance";"AI22_1072";"pollination";"bipartite";"degree.sd";1,87705443004015;10,4555720092743
"degdist_hard";"AI22_1072";"pollination";"bipartite";"degree.sd";1,87705443004015;0
"degdist_soft";"AI22_1072";"pollination";"bipartite";"degree.sd";1,87705443004015;-0,954673108006487
"connectance";"AI22_1072";"pollination";"bipartite";"degree.skewness";3,63451800926389;8,1520725256533
"degdist_hard";"AI22_1072";"pollination";"bipartite";"degree.skewness";3,63451800926389;0
"degdist_soft";"AI22_1072";"pollination";"bipartite";"degree.skewness";3,63451800926389;1,92971057671154
"connectance";"AI22_1072";"pollination";"bipartite";"degree.kurtosis";16,2344656383671;13,1132920998779
"degdist_hard";"AI22_1072";"pollination";"bipartite";"degree.kurtosis";16,2344656383671;0
"degdist_soft";"AI22_1072";"pollination";"bipartite";"degree.kurtosis";16,2344656383671;1,89265619469902
"connectance";"AI22_1072";"pollination";"bipartite";"modularity.betweenness";0,557851239669422;-3,06319293722711
"degdist_hard";"AI22_1072";"pollination";"bipartite";"modularity.betweenness";0,557851239669422;-0,0310631632100367
"degdist_soft";"AI22_1072";"pollination";"bipartite";"modularity.betweenness";0,557851239669422;2,93119826650352
"connectance";"AI22_1072";"pollination";"bipartite";"modularity.infomap";0,557851239669421;-3,15376592924089
"degdist_hard";"AI22_1072";"pollination";"bipartite";"modularity.infomap";0,557851239669421;0,0243251696603811
"degdist_soft";"AI22_1072";"pollination";"bipartite";"modularity.infomap";0,557851239669421;1,90841233846855
"connectance";"AI22_1072";"pollination";"bipartite";"nestedness";21,412037037037;9,77960492231231
"degdist_hard";"AI22_1072";"pollination";"bipartite";"nestedness";21,412037037037;0,56792204996837
"degdist_soft";"AI22_1072";"pollination";"bipartite";"nestedness";21,412037037037;0,196008571373061
"connectance";"AI22_1072";"pollination";"bipartite";"centrality.degree";0,373188405797101;11,2207034718944
"degdist_hard";"AI22_1072";"pollination";"bipartite";"centrality.degree";0,373188405797101;0
"degdist_soft";"AI22_1072";"pollination";"bipartite";"centrality.degree";0,373188405797101;0,17257240829557
"connectance";"AI22_1072";"pollination";"bipartite";"centrality.eigen";0,510826396826692;-1,35883554830086
"degdist_hard";"AI22_1072";"pollination";"bipartite";"centrality.eigen";0,510826396826692;-0,245170201107847
"degdist_soft";"AI22_1072";"pollination";"bipartite";"centrality.eigen";0,510826396826692;0,189539782655689
"connectance";"AI22_1072";"pollination";"bipartite";"interaction.overlap";0,396280642434489;25,7290171212804
"degdist_hard";"AI22_1072";"pollination";"bipartite";"interaction.overlap";0,396280642434489;-0,735277910688121
"degdist_soft";"AI22_1072";"pollination";"bipartite";"interaction.overlap";0,396280642434489;-1,59345699380139
"connectance";"AI22_1072";"pollination";"bipartite";"link.density";1,76;0
"degdist_hard";"AI22_1072";"pollination";"bipartite";"link.density";1,76;0
"degdist_soft";"AI22_1072";"pollination";"bipartite";"link.density";1,76;-0,0902052454204847
"connectance";"AI22_1076";"pollination";"bipartite";"richness";42;0
"degdist_hard";"AI22_1076";"pollination";"bipartite";"richness";42;0
"degdist_soft";"AI22_1076";"pollination";"bipartite";"richness";42;0
"connectance";"AI22_1076";"pollination";"bipartite";"connectance";0,105263157894737;0
"degdist_hard";"AI22_1076";"pollination";"bipartite";"connectance";0,105263157894737;0
"degdist_soft";"AI22_1076";"pollination";"bipartite";"connectance";0,105263157894737;0,0393098632482501
"connectance";"AI22_1076";"pollination";"bipartite";"degree.shannon";3,48980483665255;-5,92348563690288
"degdist_hard";"AI22_1076";"pollination";"bipartite";"degree.shannon";3,48980483665255;0
"degdist_soft";"AI22_1076";"pollination";"bipartite";"degree.shannon";3,48980483665255;2,73042349333904
"connectance";"AI22_1076";"pollination";"bipartite";"degree.mean";2,0952380952381;0
"degdist_hard";"AI22_1076";"pollination";"bipartite";"degree.mean";2,0952380952381;0
"degdist_soft";"AI22_1076";"pollination";"bipartite";"degree.mean";2,0952380952381;0,0393098632482527
"connectance";"AI22_1076";"pollination";"bipartite";"degree.sd";1,63512547157142;4,87643493176853
"degdist_hard";"AI22_1076";"pollination";"bipartite";"degree.sd";1,63512547157142;0
"degdist_soft";"AI22_1076";"pollination";"bipartite";"degree.sd";1,63512547157142;-1,49519172516249
"connectance";"AI22_1076";"pollination";"bipartite";"degree.skewness";1,4379011814289;1,50139540149398
"degdist_hard";"AI22_1076";"pollination";"bipartite";"degree.skewness";1,4379011814289;0
"degdist_soft";"AI22_1076";"pollination";"bipartite";"degree.skewness";1,4379011814289;0,666848875203497
"connectance";"AI22_1076";"pollination";"bipartite";"degree.kurtosis";4,00912514407824;0,424684865657756
"degdist_hard";"AI22_1076";"pollination";"bipartite";"degree.kurtosis";4,00912514407824;0
"degdist_soft";"AI22_1076";"pollination";"bipartite";"degree.kurtosis";4,00912514407824;-0,0467495634571009
"connectance";"AI22_1076";"pollination";"bipartite";"modularity.betweenness";0,662190082644628;0,494797021456827
"degdist_hard";"AI22_1076";"pollination";"bipartite";"modularity.betweenness";0,662190082644628;1,98326421028162
"degdist_soft";"AI22_1076";"pollination";"bipartite";"modularity.betweenness";0,662190082644628;3,35499025105708
"connectance";"AI22_1076";"pollination";"bipartite";"modularity.infomap";0,651859504132231;0,287249882804011
"degdist_hard";"AI22_1076";"pollination";"bipartite";"modularity.infomap";0,651859504132231;1,83426714649482
"degdist_soft";"AI22_1076";"pollination";"bipartite";"modularity.infomap";0,651859504132231;2,34949477883321
"connectance";"AI22_1076";"pollination";"bipartite";"nestedness";8,21540880503145;4,21173422786865
"degdist_hard";"AI22_1076";"pollination";"bipartite";"nestedness";8,21540880503145;-0,15276927734824
"degdist_soft";"AI22_1076";"pollination";"bipartite";"nestedness";8,21540880503145;-0,346433321644221
"connectance";"AI22_1076";"pollination";"bipartite";"centrality.degree";0,125609756097561;2,47428919558959
"degdist_hard";"AI22_1076";"pollination";"bipartite";"centrality.degree";0,125609756097561;0
"degdist_soft";"AI22_1076";"pollination";"bipartite";"centrality.degree";0,125609756097561;-0,697431410966074
"connectance";"AI22_1076";"pollination";"bipartite";"centrality.eigen";0,582527159422842;0,361883693513938
"degdist_hard";"AI22_1076";"pollination";"bipartite";"centrality.eigen";0,582527159422842;1,85544962970998
"degdist_soft";"AI22_1076";"pollination";"bipartite";"centrality.eigen";0,582527159422842;0,279793349902763
"connectance";"AI22_1076";"pollination";"bipartite";"interaction.overlap";0,167045204718335;7,85696297055819
"degdist_hard";"AI22_1076";"pollination";"bipartite";"interaction.overlap";0,167045204718335;1,02509526887405
"degdist_soft";"AI22_1076";"pollination";"bipartite";"interaction.overlap";0,167045204718335;-1,64149867016411
"connectance";"AI22_1076";"pollination";"bipartite";"link.density";2,0952380952381;0
"degdist_hard";"AI22_1076";"pollination";"bipartite";"link.density";2,0952380952381;0
"degdist_soft";"AI22_1076";"pollination";"bipartite";"link.density";2,0952380952381;0,0393098632482527
"connectance";"AI22_1128";"pollination";"bipartite";"richness";39;0
"degdist_hard";"AI22_1128";"pollination";"bipartite";"richness";39;0
"degdist_soft";"AI22_1128";"pollination";"bipartite";"richness";39;0
"connectance";"AI22_1128";"pollination";"bipartite";"connectance";0,102272727272727;0
"degdist_hard";"AI22_1128";"pollination";"bipartite";"connectance";0,102272727272727;0
"degdist_soft";"AI22_1128";"pollination";"bipartite";"connectance";0,102272727272727;0,205261153801282
"connectance";"AI22_1128";"pollination";"bipartite";"degree.shannon";3,36743538824738;-8,53021246439748
"degdist_hard";"AI22_1128";"pollination";"bipartite";"degree.shannon";3,36743538824738;0
"degdist_soft";"AI22_1128";"pollination";"bipartite";"degree.shannon";3,36743538824738;3,17904778878452
"connectance";"AI22_1128";"pollination";"bipartite";"degree.mean";1,84615384615385;0
"degdist_hard";"AI22_1128";"pollination";"bipartite";"degree.mean";1,84615384615385;0
"degdist_soft";"AI22_1128";"pollination";"bipartite";"degree.mean";1,84615384615385;0,205261153801315
"connectance";"AI22_1128";"pollination";"bipartite";"degree.sd";1,74021265395114;7,73565584318315
"degdist_hard";"AI22_1128";"pollination";"bipartite";"degree.sd";1,74021265395114;0
"degdist_soft";"AI22_1128";"pollination";"bipartite";"degree.sd";1,74021265395114;-1,13393966248104
"connectance";"AI22_1128";"pollination";"bipartite";"degree.skewness";2,63693671555474;3,80672545317558
"degdist_hard";"AI22_1128";"pollination";"bipartite";"degree.skewness";2,63693671555474;0
"degdist_soft";"AI22_1128";"pollination";"bipartite";"degree.skewness";2,63693671555474;1,58199934373447
"connectance";"AI22_1128";"pollination";"bipartite";"degree.kurtosis";10,0378263604907;3,43349014850854
"degdist_hard";"AI22_1128";"pollination";"bipartite";"degree.kurtosis";10,0378263604907;0
"degdist_soft";"AI22_1128";"pollination";"bipartite";"degree.kurtosis";10,0378263604907;1,12677164620226
"connectance";"AI22_1128";"pollination";"bipartite";"modularity.betweenness";0,685185185185185;-0,885587528718792
"degdist_hard";"AI22_1128";"pollination";"bipartite";"modularity.betweenness";0,685185185185185;1,26813560071608
"degdist_soft";"AI22_1128";"pollination";"bipartite";"modularity.betweenness";0,685185185185185;3,80871974023085
"connectance";"AI22_1128";"pollination";"bipartite";"modularity.infomap";0,668981481481482;-1,43859313654381
"degdist_hard";"AI22_1128";"pollination";"bipartite";"modularity.infomap";0,668981481481482;0,997425343084848
"degdist_soft";"AI22_1128";"pollination";"bipartite";"modularity.infomap";0,668981481481482;2,96035332357976
"connectance";"AI22_1128";"pollination";"bipartite";"nestedness";8,71313672922252;5,13535952377247
"degdist_hard";"AI22_1128";"pollination";"bipartite";"nestedness";8,71313672922252;-1,29758719458994
"degdist_soft";"AI22_1128";"pollination";"bipartite";"nestedness";8,71313672922252;-0,463557211768846
"connectance";"AI22_1128";"pollination";"bipartite";"centrality.degree";0,198435277382646;5,84258367772273
"degdist_hard";"AI22_1128";"pollination";"bipartite";"centrality.degree";0,198435277382646;0
"degdist_soft";"AI22_1128";"pollination";"bipartite";"centrality.degree";0,198435277382646;-0,0744770377375132
"connectance";"AI22_1128";"pollination";"bipartite";"centrality.eigen";0,550856132039993;-1,12120008920205
"degdist_hard";"AI22_1128";"pollination";"bipartite";"centrality.eigen";0,550856132039993;-0,309194911902604
"degdist_soft";"AI22_1128";"pollination";"bipartite";"centrality.eigen";0,550856132039993;-0,588855028932852
"connectance";"AI22_1128";"pollination";"bipartite";"interaction.overlap";0,217845869408369;15,3471661784867
"degdist_hard";"AI22_1128";"pollination";"bipartite";"interaction.overlap";0,217845869408369;0,463126528354812
"degdist_soft";"AI22_1128";"pollination";"bipartite";"interaction.overlap";0,217845869408369;-1,58227462477485
"connectance";"AI22_1128";"pollination";"bipartite";"link.density";1,84615384615385;0
"degdist_hard";"AI22_1128";"pollination";"bipartite";"link.density";1,84615384615385;0
"degdist_soft";"AI22_1128";"pollination";"bipartite";"link.density";1,84615384615385;0,205261153801315
"connectance";"AI22_1136";"pollination";"bipartite";"richness";32;0
"degdist_hard";"AI22_1136";"pollination";"bipartite";"richness";32;0
"degdist_soft";"AI22_1136";"pollination";"bipartite";"richness";32;0
"connectance";"AI22_1136";"pollination";"bipartite";"connectance";0,135964912280702;0
"degdist_hard";"AI22_1136";"pollination";"bipartite";"connectance";0,135964912280702;0
"degdist_soft";"AI22_1136";"pollination";"bipartite";"connectance";0,135964912280702;-0,0350632550323076
"connectance";"AI22_1136";"pollination";"bipartite";"degree.shannon";3,29420073284428;-2,10897442788483
"degdist_hard";"AI22_1136";"pollination";"bipartite";"degree.shannon";3,29420073284428;0
"degdist_soft";"AI22_1136";"pollination";"bipartite";"degree.shannon";3,29420073284428;3,02909585915207
"connectance";"AI22_1136";"pollination";"bipartite";"degree.mean";1,9375;0
"degdist_hard";"AI22_1136";"pollination";"bipartite";"degree.mean";1,9375;0
"degdist_soft";"AI22_1136";"pollination";"bipartite";"degree.mean";1,9375;-0,0350632550323221
"connectance";"AI22_1136";"pollination";"bipartite";"degree.sd";1,21648621433924;1,7715943381261
"degdist_hard";"AI22_1136";"pollination";"bipartite";"degree.sd";1,21648621433924;0
"degdist_soft";"AI22_1136";"pollination";"bipartite";"degree.sd";1,21648621433924;-2,15667670136002
"connectance";"AI22_1136";"pollination";"bipartite";"degree.skewness";1,10344496894819;0,106367816232202
"degdist_hard";"AI22_1136";"pollination";"bipartite";"degree.skewness";1,10344496894819;0
"degdist_soft";"AI22_1136";"pollination";"bipartite";"degree.skewness";1,10344496894819;0,557915490597611
"connectance";"AI22_1136";"pollination";"bipartite";"degree.kurtosis";3,28553185486565;-0,291322312559908
"degdist_hard";"AI22_1136";"pollination";"bipartite";"degree.kurtosis";3,28553185486565;0
"degdist_soft";"AI22_1136";"pollination";"bipartite";"degree.kurtosis";3,28553185486565;-0,0785107913654333
"connectance";"AI22_1136";"pollination";"bipartite";"modularity.betweenness";0,668054110301769;0,582026533815633
"degdist_hard";"AI22_1136";"pollination";"bipartite";"modularity.betweenness";0,668054110301769;0,828330807893413
"degdist_soft";"AI22_1136";"pollination";"bipartite";"modularity.betweenness";0,668054110301769;2,98148428393142
"connectance";"AI22_1136";"pollination";"bipartite";"modularity.infomap";0,654006243496358;0,284991360967247
"degdist_hard";"AI22_1136";"pollination";"bipartite";"modularity.infomap";0,654006243496358;0,654993950104485
"degdist_soft";"AI22_1136";"pollination";"bipartite";"modularity.infomap";0,654006243496358;2,04344737702249
"connectance";"AI22_1136";"pollination";"bipartite";"nestedness";6,0546875;0,808253174928974
"degdist_hard";"AI22_1136";"pollination";"bipartite";"nestedness";6,0546875;-0,597422614715484
"degdist_soft";"AI22_1136";"pollination";"bipartite";"nestedness";6,0546875;-0,586875667054321
"connectance";"AI22_1136";"pollination";"bipartite";"centrality.degree";0,105376344086022;0,312201036814623
"degdist_hard";"AI22_1136";"pollination";"bipartite";"centrality.degree";0,105376344086022;0
"degdist_soft";"AI22_1136";"pollination";"bipartite";"centrality.degree";0,105376344086022;-1,21862728957728
"connectance";"AI22_1136";"pollination";"bipartite";"centrality.eigen";0,42166568012507;-1,92011675119525
"degdist_hard";"AI22_1136";"pollination";"bipartite";"centrality.eigen";0,42166568012507;-3,57251409033327
"degdist_soft";"AI22_1136";"pollination";"bipartite";"centrality.eigen";0,42166568012507;-1,98611377859741
"connectance";"AI22_1136";"pollination";"bipartite";"interaction.overlap";0,175;3,17444493457488
"degdist_hard";"AI22_1136";"pollination";"bipartite";"interaction.overlap";0,175;1,45836412721146
"degdist_soft";"AI22_1136";"pollination";"bipartite";"interaction.overlap";0,175;-1,91536133237401
"connectance";"AI22_1136";"pollination";"bipartite";"link.density";1,9375;0
"degdist_hard";"AI22_1136";"pollination";"bipartite";"link.density";1,9375;0
"degdist_soft";"AI22_1136";"pollination";"bipartite";"link.density";1,9375;-0,0350632550323221
"connectance";"AI22_1137";"herbivory";"bipartite";"richness";21;0
"degdist_hard";"AI22_1137";"herbivory";"bipartite";"richness";21;0
"degdist_soft";"AI22_1137";"herbivory";"bipartite";"richness";21;0
"connectance";"AI22_1137";"herbivory";"bipartite";"connectance";0,18;0
"degdist_hard";"AI22_1137";"herbivory";"bipartite";"connectance";0,18;0
"degdist_soft";"AI22_1137";"herbivory";"bipartite";"connectance";0,18;-0,0642203988493817
"connectance";"AI22_1137";"herbivory";"bipartite";"degree.shannon";2,88527592261356;-2,98799482372204
"degdist_hard";"AI22_1137";"herbivory";"bipartite";"degree.shannon";2,88527592261356;0
"degdist_soft";"AI22_1137";"herbivory";"bipartite";"degree.shannon";2,88527592261356;2,17146711985173
"connectance";"AI22_1137";"herbivory";"bipartite";"degree.mean";1,71428571428571;0
"degdist_hard";"AI22_1137";"herbivory";"bipartite";"degree.mean";1,71428571428571;0
"degdist_soft";"AI22_1137";"herbivory";"bipartite";"degree.mean";1,71428571428571;-0,0642203988493917
"connectance";"AI22_1137";"herbivory";"bipartite";"degree.sd";1,0555973258235;2,59838552312169
"degdist_hard";"AI22_1137";"herbivory";"bipartite";"degree.sd";1,0555973258235;0
"degdist_soft";"AI22_1137";"herbivory";"bipartite";"degree.sd";1,0555973258235;-2,01284753737151
"connectance";"AI22_1137";"herbivory";"bipartite";"degree.skewness";1,11473404818339;0,863122127735126
"degdist_hard";"AI22_1137";"herbivory";"bipartite";"degree.skewness";1,11473404818339;0
"degdist_soft";"AI22_1137";"herbivory";"bipartite";"degree.skewness";1,11473404818339;0,548854466567554
"connectance";"AI22_1137";"herbivory";"bipartite";"degree.kurtosis";2,79881656804734;-0,0989518626267135
"degdist_hard";"AI22_1137";"herbivory";"bipartite";"degree.kurtosis";2,79881656804734;0
"degdist_soft";"AI22_1137";"herbivory";"bipartite";"degree.kurtosis";2,79881656804734;-0,305669003974395
"connectance";"AI22_1137";"herbivory";"bipartite";"modularity.betweenness";0,592592592592593;-1,16295168740478
"degdist_hard";"AI22_1137";"herbivory";"bipartite";"modularity.betweenness";0,592592592592593;-0,567799029885892
"degdist_soft";"AI22_1137";"herbivory";"bipartite";"modularity.betweenness";0,592592592592593;2,27298284713398
"connectance";"AI22_1137";"herbivory";"bipartite";"modularity.infomap";0,592592592592593;-1,28528269027771
"degdist_hard";"AI22_1137";"herbivory";"bipartite";"modularity.infomap";0,592592592592593;-0,478887637850578
"degdist_soft";"AI22_1137";"herbivory";"bipartite";"modularity.infomap";0,592592592592593;1,60577964646554
"connectance";"AI22_1137";"herbivory";"bipartite";"nestedness";10,1666666666667;2,48451592385498
"degdist_hard";"AI22_1137";"herbivory";"bipartite";"nestedness";10,1666666666667;0,265183366860011
"degdist_soft";"AI22_1137";"herbivory";"bipartite";"nestedness";10,1666666666667;-0,50730229426983
"connectance";"AI22_1137";"herbivory";"bipartite";"centrality.degree";0,126315789473684;0,887482005108985
"degdist_hard";"AI22_1137";"herbivory";"bipartite";"centrality.degree";0,126315789473684;0
"degdist_soft";"AI22_1137";"herbivory";"bipartite";"centrality.degree";0,126315789473684;-1,21809175706209
"connectance";"AI22_1137";"herbivory";"bipartite";"centrality.eigen";0,630250904467234;0,375434991062309
"degdist_hard";"AI22_1137";"herbivory";"bipartite";"centrality.eigen";0,630250904467234;0,945122987293092
"degdist_soft";"AI22_1137";"herbivory";"bipartite";"centrality.eigen";0,630250904467234;1,22685005384419
"connectance";"AI22_1137";"herbivory";"bipartite";"interaction.overlap";0,18552380952381;0,223916117879824
"degdist_hard";"AI22_1137";"herbivory";"bipartite";"interaction.overlap";0,18552380952381;-1,10166468840141
"degdist_soft";"AI22_1137";"herbivory";"bipartite";"interaction.overlap";0,18552380952381;-2,34166856072042
"connectance";"AI22_1137";"herbivory";"bipartite";"link.density";1,71428571428571;0
"degdist_hard";"AI22_1137";"herbivory";"bipartite";"link.density";1,71428571428571;0
"degdist_soft";"AI22_1137";"herbivory";"bipartite";"link.density";1,71428571428571;-0,0642203988493917
"connectance";"AI22_1168";"herbivory";"bipartite";"richness";31;0
"degdist_hard";"AI22_1168";"herbivory";"bipartite";"richness";31;0
"degdist_soft";"AI22_1168";"herbivory";"bipartite";"richness";31;0
"connectance";"AI22_1168";"herbivory";"bipartite";"connectance";0,117647058823529;0
"degdist_hard";"AI22_1168";"herbivory";"bipartite";"connectance";0,117647058823529;0
"degdist_soft";"AI22_1168";"herbivory";"bipartite";"connectance";0,117647058823529;-0,0148610345858974
"connectance";"AI22_1168";"herbivory";"bipartite";"degree.shannon";3,27636909093938;-3,41494521295923
"degdist_hard";"AI22_1168";"herbivory";"bipartite";"degree.shannon";3,27636909093938;0
"degdist_soft";"AI22_1168";"herbivory";"bipartite";"degree.shannon";3,27636909093938;2,47548482944349
"connectance";"AI22_1168";"herbivory";"bipartite";"degree.mean";1,67741935483871;0
"degdist_hard";"AI22_1168";"herbivory";"bipartite";"degree.mean";1,67741935483871;0
"degdist_soft";"AI22_1168";"herbivory";"bipartite";"degree.mean";1,67741935483871;-0,0148610345858788
"connectance";"AI22_1168";"herbivory";"bipartite";"degree.sd";1,04521438866845;3,13555563377748
"degdist_hard";"AI22_1168";"herbivory";"bipartite";"degree.sd";1,04521438866845;0
"degdist_soft";"AI22_1168";"herbivory";"bipartite";"degree.sd";1,04521438866845;-2,09023757465301
"connectance";"AI22_1168";"herbivory";"bipartite";"degree.skewness";1,56555163978861;1,64681665045367
"degdist_hard";"AI22_1168";"herbivory";"bipartite";"degree.skewness";1,56555163978861;0
"degdist_soft";"AI22_1168";"herbivory";"bipartite";"degree.skewness";1,56555163978861;1,39574234567048
"connectance";"AI22_1168";"herbivory";"bipartite";"degree.kurtosis";4,82760090520181;1,01344311882184
"degdist_hard";"AI22_1168";"herbivory";"bipartite";"degree.kurtosis";4,82760090520181;0
"degdist_soft";"AI22_1168";"herbivory";"bipartite";"degree.kurtosis";4,82760090520181;0,705802219061773
"connectance";"AI22_1168";"herbivory";"bipartite";"modularity.betweenness";0,730029585798816;0,29534383474838
"degdist_hard";"AI22_1168";"herbivory";"bipartite";"modularity.betweenness";0,730029585798816;0,866815978176918
"degdist_soft";"AI22_1168";"herbivory";"bipartite";"modularity.betweenness";0,730029585798816;2,96388097417351
"connectance";"AI22_1168";"herbivory";"bipartite";"modularity.infomap";0,72707100591716;0,340585861335682
"degdist_hard";"AI22_1168";"herbivory";"bipartite";"modularity.infomap";0,72707100591716;0,883188192228129
"degdist_soft";"AI22_1168";"herbivory";"bipartite";"modularity.infomap";0,72707100591716;2,88367494821065
"connectance";"AI22_1168";"herbivory";"bipartite";"nestedness";6,09397944199706;2,82727911432826
"degdist_hard";"AI22_1168";"herbivory";"bipartite";"nestedness";6,09397944199706;-0,739301210717937
"degdist_soft";"AI22_1168";"herbivory";"bipartite";"nestedness";6,09397944199706;-0,575443856948643
"connectance";"AI22_1168";"herbivory";"bipartite";"centrality.degree";0,118390804597701;2,0661883967346
"degdist_hard";"AI22_1168";"herbivory";"bipartite";"centrality.degree";0,118390804597701;0
"degdist_soft";"AI22_1168";"herbivory";"bipartite";"centrality.degree";0,118390804597701;-0,748524966308255
"connectance";"AI22_1168";"herbivory";"bipartite";"centrality.eigen";0,72701727706604;0,458553920468705
"degdist_hard";"AI22_1168";"herbivory";"bipartite";"centrality.eigen";0,72701727706604;1,37377518823104
"degdist_soft";"AI22_1168";"herbivory";"bipartite";"centrality.eigen";0,72701727706604;1,80855801326227
"connectance";"AI22_1168";"herbivory";"bipartite";"interaction.overlap";0,161014994232987;4,76741014666433
"degdist_hard";"AI22_1168";"herbivory";"bipartite";"interaction.overlap";0,161014994232987;1,06403496159254
"degdist_soft";"AI22_1168";"herbivory";"bipartite";"interaction.overlap";0,161014994232987;-2,06149292164145
"connectance";"AI22_1168";"herbivory";"bipartite";"link.density";1,67741935483871;0
"degdist_hard";"AI22_1168";"herbivory";"bipartite";"link.density";1,67741935483871;0
